nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8992199952439525,-72,4503599627370497,-52,6096998410115445,-90,5240080129909697,-71,-5149878417782390,-94,-6307787283154878,-91,-6951522085377677,-91,6120078730961460,-90,5115436197737671,-53
-6291244651652032,-74,4503599627370497,-52,7992708641453578,-96,5999663295496780,-74,5405050670363167,-97,-8496900655745958,-100,8685876176789844,-98,8823756766706874,-96,-8866452180724873,-55
6454072628579655,-75,9007199254740991,-53,6213067764393776,-97,7480798041459407,-75,4527650017714115,-97,6116341971647368,-97,5321995994680742,-96,5322880982994798,-96,-9005701707433756,-53
4809479786060654,-77,4503599627370496,-52,7275560809789958,-99,8095210059273501,-76,-6515593315862820,-100,6491065122977823,-98,4862166794012118,-98,5951662802859692,-97,-7358364640955414,-54
-4943580605174314,-78,4503599627370496,-52,6431460125333056,-102,5381888276794508,-77,8057817847661925,-102,-4612803533900400,-100,-5196698143969838,-101,6786414930434549,-99,6897264038419446,-55
-8960556915031478,-75,4503599627370497,-52,6247083539397758,-94,5304183546992327,-73,4585697662165322,-97,5822992190917974,-94,6396204398688639,-94,6541960345466060,-94,-8806517381745914,-53
-5472081273374935,-75,9007199254740990,-53,7006898954118432,-98,5617496552628269,-75,-8861306029309546,-100,5542892914326424,-99,8897919197373208,-102,7745024412233027,-98,-5173988285739839,-56
8386901959119001,-76,4503599627370497,-52,6008312677306608,-99,7356498451660745,-76,-8119141910392592,-100,5452912358372655,-101,-5392685731206264,-100,8118625855349268,-99,5982908408960522,-54
7115087516581774,-80,4503599627370496,-52,4667175834186855,-98,4584658258552812,-75,4967777988173924,-102,7919438728573700,-98,8229924852834570,-98,6724488814189404,-97,-5511837036936290,-53
5027237901761738,-75,9007199254740991,-53,4690956467822341,-98,4596323509120731,-75,6233129999866227,-99,7797206621579724,-100,5065866655328044,-98,6421781937728588,-98,-7105390809739527,-53
-8651651354773062,-73,4503599627370496,-52,7637342216575998,-92,5864770375783917,-72,-8369082324697315,-96,5205594011876886,-92,4682526366583304,-92,7703189439067808,-92,-5475192883806076,-53
5261361510400145,-75,4503599627370496,-52,6985343068949784,-97,7932110493730823,-75,-5630848621991175,-98,-6733745169126954,-97,-4774584740061271,-96,4782260179755138,-96,8992742865483236,-53
-5104682554652898,-75,4503599627370497,-52,8609078023000908,-96,6226703829185263,-74,6764971549118477,-98,-8870557695668688,-96,-7179314808389069,-96,5293238380424863,-95,6108313507173145,-53
-5709437697376174,-71,9007199254740991,-53,7413810780838036,-84,5778307318754995,-68,4585213290464807,-94,-7357134830925337,-84,-7352657083571367,-84,7413988065941074,-84,8932688697969164,-53
-5659651617597551,-75,4503599627370496,-52,8445344272543534,-99,8721748599775462,-76,-5478003743120620,-98,-4738555780512746,-99,-7847281633376993,-98,8441822723624326,-98,8372839799406499,-53
-8228823286575413,-69,9007199254740990,-53,5381721900148001,-84,4923121036915320,-68,6274107478706775,-93,-5910677500081123,-85,-5886169267742425,-85,5381761849365800,-84,4925700999565473,-53
-7180852806599668,-73,4503599627370496,-52,4534839395204152,-91,6391103349254566,-72,6361745555047462,-96,-7536499989158817,-92,-7138890891968351,-92,4562454732092391,-91,7046800077764855,-53
-5410299899164266,-76,9007199254740990,-53,4623850170148115,-99,6453521504310039,-76,4836857677950121,-99,6296089747271002,-99,5566473712610562,-98,5911437812059948,-98,-8481580872503429,-53
-4534309901721628,-76,4503599627370497,-52,5785752792978224,-97,7218963100406392,-75,-4512300015582046,-99,-6563189537683770,-97,-7691264541579282,-97,8015744847572786,-97,8642584508900146,-53
5229486679629128,-76,9007199254740991,-53,6564465008602770,-98,5437253182134348,-75,4857770386864942,-99,-7657479816653299,-98,-5228594623220828,-98,5225289870620472,-97,4506447944487446,-53
5331354550124841,-77,4503599627370497,-52,4860436237395510,-97,6616563885823589,-75,8984468947169134,-101,-5516868361609980,-97,-4955339052411909,-97,6459182274242534,-97,6910120248171455,-53
-4768497905186895,-78,9007199254740990,-53,5566456871495680,-107,7080832308739119,-80,5304319606904313,-100,7864457414287935,-102,7270433960476297,-100,5575293359630616,-96,-5872897005260402,-56
-5021402444236320,-75,9007199254740991,-53,5957296230997290,-98,5179698551658683,-75,6481193539727797,-99,-7296583544765670,-99,-6523120040302984,-102,7832980364840314,-98,7500981647973385,-57
-5619287093982002,-72,9007199254740991,-53,7105739920809169,-92,5656978668825598,-72,8648032093027037,-96,-7865541394385710,-95,-7083050695744383,-96,7147406893905972,-92,8926097239881132,-57
4569894142913723,-76,9007199254740991,-53,7877193356004026,-97,8423268375497136,-75,-7192170881546897,-99,-5035350780020881,-96,-5934372140214243,-96,6727333285534052,-96,7945506792956538,-53
4686465874095981,-75,4503599627370497,-52,5987183064623786,-99,7343551650099375,-76,-8204966897276385,-99,-8666139423167131,-100,-6269018304429975,-98,6444731170397614,-98,8761621781678686,-53
-4779747046540563,-75,4503599627370496,-52,4963467494120824,-101,6686324903411158,-77,-5227299911008430,-98,6090182994561739,-101,-8932054073376425,-99,6006910111289536,-98,6696686757624141,-53
6689478692025780,-76,9007199254740991,-53,6153544783458277,-99,7444877701317914,-76,5753749458147563,-100,-8377475023706041,-100,-5247451131116956,-101,7819437860632252,-99,6044531430506790,-55
-4669577619895455,-75,9007199254740991,-53,5973800064500748,-98,5186868394751443,-75,-4654920006318424,-97,5331580056846894,-97,5413280404227760,-100,5968820786890363,-96,-8168865671047648,-57
4534362970911459,-76,4503599627370497,-52,7798625915609079,-94,5926372310911536,-73,-7272423886728036,-99,-8118424749210186,-94,-8345687995670437,-94,8522670979482747,-94,8820154488641993,-53
