nx_1_significand,nx_1_exponent,nx_2_significand,nx_2_exponent,nNorm_1_significand,nNorm_1_exponent,nNorm_2_significand,nNorm_2_exponent,sSquare_1_significand,sSquare_1_exponent,sSquare_2_significand,sSquare_2_exponent,s_1_significand,s_1_exponent,s_2_significand,s_2_exponent,znxnz_1_significand,znxnz_1_exponent,znxnz_2_significand,znxnz_2_exponent,sny_1_significand,sny_1_exponent,sny_2_significand,sny_2_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-6747907805738676,-74,-4720855762170498,-126,6492412570506052,-64,5335888623750272,-119,6866769149973944,-95,4568885111370641,-149,7864499855052688,-74,-5445968923819583,-128,-5800071423122780,-99,6343537566990388,-155,-7104170971858640,-96,8998936542669574,-150,-7829179899748987,-96,6892763454806168,-95,5115436197732924,-53
-4897080800918918,-73,4669544692057080,-128,6985558454718236,-58,-8534004379163536,-113,4842787059020312,-94,4699887564001480,-153,4670114987282276,-73,8591035995550959,-127,6549847020331478,-96,7505729469805044,-150,-5148277309152582,-98,-6622587133390848,-154,5262777693043333,-96,5346319626887477,-94,-8866452180720901,-55
6340270043670450,-72,-4850178252934748,-127,5563108867566928,-53,-6299265681195468,-107,5995893430120125,-91,-5392871537088068,-145,7348891537863680,-72,-7668397850504515,-126,8738777050121367,-92,-6341634557100608,-148,5902548633767580,-91,-8640237822876921,-144,5135968579414131,-90,5136822633460095,-90,-9005701707421330,-53
5953935277692692,-74,-6605203545561160,-127,8834495529608201,-53,-7368925502178500,-107,5575046453060863,-92,-5724814333698016,-146,5010766121919692,-72,-5532895853158888,-126,-4992705903361166,-93,-5954479497084878,-147,4973910676658843,-91,-4797979158123098,-144,7451468401637102,-92,4560582677605324,-90,-7358364640940306,-54
-8574573621106144,-76,-6363220125873634,-126,8671247377000911,-54,-8416103675794142,-108,4837170745723758,-96,6509123877867312,-150,4667406171308533,-74,6785818619404835,-128,6060371985140261,-96,7991925400686506,-152,-6938678892550691,-95,4879078932043692,-149,-7816985799961120,-96,5104136095094461,-93,6897264038413897,-55
-4675495494937906,-72,6290265066707397,-125,6277908995154870,-55,-8294828243219806,-110,6803346418201015,-90,5552318982061184,-145,5535300208108183,-71,-5752573544299807,-125,4994024742603801,-93,-7138095347475788,-150,6341492444511629,-90,-6445502187428373,-143,6965745537337103,-90,7124480119997836,-90,-8806517381739456,-53
-8158777790783580,-73,8124176643727876,-126,6407444903147447,-54,6601698154226976,-109,7788269853745763,-93,8605313071177332,-147,8375589437310103,-73,8351558392094015,-127,-4924735112123351,-94,-7532723549111630,-148,6161005898596626,-94,7535196846306796,-148,4945083145893100,-96,8608707010235816,-93,-5173988285739145,-56
4746813293292326,-72,-5583421901062835,-125,7386367350134829,-53,6097227123471196,-110,7698634193511326,-93,7697155342403227,-148,8327252378204874,-73,6023656700425038,-127,-5201652018661518,-93,6304215753736544,-153,6986982833790254,-95,5059545277280814,-149,-6909812620427909,-94,5201321400133348,-92,5982908408959553,-54
7315876941070464,-78,7385543664221934,-128,6094555479929276,-55,5672760610076016,-109,4934310261739580,-94,-8508679088965120,-151,4714038380847231,-73,6698604792464077,-127,5252117935156976,-98,-7338459520447242,-152,8372722428728329,-94,8353758848469713,-150,8700979799675640,-94,7109377349343440,-93,-5511837036923673,-53
6284034555653483,-72,8893687231128256,-127,9007162499417507,-53,7341968117469888,-110,7329589571274690,-92,5181746347503920,-147,5745392663863051,-72,8553270874527686,-127,4869612941068224,-92,7740806104350503,-147,6091542815485218,-93,-6268054566364600,-147,7915384348810833,-92,5016996666101569,-91,-7105390809736894,-53
