nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8282645789792390,-53,4503599627370496,-52,5316181669969920,-86,4893051582388070,-69,-7127357452854282,-69,7690964103559821,-71,-5204616426964327,-69,9007199253188073,-53,5204616427861648,-69
4954406891989003,-53,9007199254740991,-53,7358236755755008,-85,8141075151516800,-69,8870284088040668,-71,6798871951970642,-69,4508221486990404,-68,9007199254320844,-53,-4508221487200694,-68
-5474028062223961,-58,4503599627370496,-52,7814959283044352,-86,5932575133534690,-69,8388147275274634,-75,5931505125288510,-69,6062569926464676,-69,9007199253509907,-53,-6062569927293295,-69
-4757577295293497,-56,4503599627370496,-52,5308682657071104,-87,6914937633299904,-70,4542677204059030,-72,-6899849185662198,-70,-5764179884647440,-70,9007199252829018,-53,5764179885871013,-70
-7823721612482997,-54,9007199254740990,-53,8976292670078976,-85,8991732683319293,-69,6830680436728765,-72,8099451215293787,-69,8953286269884883,-69,9007199254641080,-53,-8953286269984197,-69
-8290992816268054,-53,4503599627370496,-52,8838033377853440,-85,8922215400581714,-69,-5432725220395117,-70,6973204426362902,-70,6161916823871140,-72,9007199254515883,-53,-6161916824025139,-72
8333798118280717,-53,4503599627370496,-52,6948677264343040,-85,7911265428288088,-69,-4650522476015404,-69,6002886606837864,-70,-6596316690385888,-71,9007199254087941,-53,6596316690864142,-71
8967450581893124,-53,9007199254740990,-53,4869797128962048,-85,6622932361932045,-69,6543952257427167,-69,-4972125353339757,-72,5922436588259697,-69,9007199253624198,-53,-5922436588994014,-69
5857514658338652,-54,4503599627370496,-52,7861645577551872,-88,5950269245469613,-70,5677541144390613,-70,5626931114716353,-70,5652236129553483,-69,9007199252770732,-53,-5652236130789869,-69
-8800086630963659,-53,4503599627370496,-52,7836700407496704,-89,8401590448839597,-71,8465527587173291,-69,-7165291747090809,-73,8017696852980115,-69,9007199252800267,-53,-8017696854707638,-69
5338021198675279,-55,4503599627370497,-52,7720427052859392,-88,5896584808039197,-70,5246591623308896,-71,5831506714518837,-70,8454802526173285,-70,9007199252715066,-53,-8454802528074964,-70
5001464970535914,-53,9007199254740991,-53,7185858243330048,-85,8045151149232488,-69,-4931818378334048,-70,-6690889680633421,-69,-4578399434900222,-68,9007199254231203,-53,4578399435159350,-68
-9004322972931754,-53,9007199254740991,-53,6873596941041664,-92,5563805228651540,-72,4540048663707166,-68,8998144601987096,-78,4548835914295044,-68,9007199252608394,-53,-4548835915372053,-68
-8922803322373580,-56,4503599627370497,-52,4773188282089472,-84,4636434941696838,-68,4848240689441732,-79,-4600751085821503,-68,-4598383780797362,-68,9007199254740957,-53,4598383780797380,-68
-6442790014085399,-57,9007199254740991,-53,6854269588209664,-85,7857338730557308,-69,5894515634435877,-74,-7849482918255304,-69,-7665279304679183,-69,9007199254302139,-53,7665279305052654,-69
-9006112790610813,-53,4503599627370496,-52,4829355716902912,-86,4663634270296453,-69,-7954661716309085,-69,-4635739334332448,-75,-8027095143408030,-69,9007199253104935,-53,8027095144866062,-69
-6355358175954992,-53,4503599627370497,-52,4699712129073152,-84,4600611023901330,-68,5504812210398315,-71,-6520204960532683,-69,-5144001907933104,-69,9007199254642658,-53,5144001907989262,-69
