nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8172137240758978,-53,4503599627370497,-52,4942595549287082,-54,4717994433444403,-53,-6384591108076800,-56,-7629405005049947,-55,-5410850279544174,-54,8886590746311763,-53,5484286156156422,-54
-5842770035961459,-53,9007199254740990,-53,6573540497669312,-57,7694750747855109,-55,5051849192586509,-54,8485938315247309,-56,7173333771398336,-54,6528749538093368,-53,-4948240564502987,-53
4995548366746277,-53,4503599627370496,-52,6350972684596032,-55,7563364094870336,-54,4847029090939366,-55,5923573228741039,-54,8347087774210722,-54,8295553798603668,-53,-4531577071550282,-53
5462040423642966,-57,4503599627370496,-52,5967796573701896,-56,5184261415625835,-54,-7959743294856137,-59,4690242716121952,-54,8883001476315395,-55,7385299847303020,-53,-5416906959204218,-54
-5133178894804392,-56,9007199254740990,-53,8887734401053088,-58,6326673481123443,-55,4586836225069532,-57,-5285602394694636,-55,-8277786676854506,-56,6332484017986949,-53,5887079523208240,-55
-7643659614226504,-54,9007199254740991,-53,5098218364093444,-54,4791694306274624,-53,7092144533955632,-57,8575301161313878,-54,4730909614029166,-53,8833544868305524,-53,-4823912278141233,-53
-8057727249252984,-53,4503599627370496,-52,5817891834507936,-54,5118735732382733,-53,-6046750406967815,-55,7741922487198528,-55,6780688320922852,-57,8496122510834837,-53,-7188574636601606,-57
7788648935144204,-53,4503599627370497,-52,8173302964520216,-55,8580126361004180,-54,-4675466130525408,-54,5673727587310393,-55,-7354409347480846,-56,7719596034450431,-53,8581100629886207,-56
8068521728190035,-53,9007199254740991,-53,5625925749496220,-55,7118555627238612,-54,5766241017775107,-54,-8537964285181753,-68,5765719901790904,-54,7227667721326736,-53,-7185303752857545,-54
-4761209048353801,-53,4503599627370496,-52,4793752993670852,-54,4646411970112234,-53,-6840951802149374,-56,7627050457123298,-54,5916812506585954,-54,8584246310088180,-53,-6208338772517786,-54
4645929030651595,-55,9007199254740990,-53,5577996891802592,-58,5012091851053404,-55,8631209134804791,-57,8083131150849513,-56,6199367859125954,-55,6006446787130471,-53,-4648250749530167,-54
4789642465194611,-53,4503599627370497,-52,7333990714690420,-55,8127651302783413,-54,-4896446251153113,-55,-6422391044246166,-54,-8870614169822722,-54,8171027854080103,-53,4889188408507586,-53
-6732867735820976,-53,4503599627370496,-52,6549680012593248,-57,7680772938202370,-55,5416160251080858,-54,-7219933152981008,-56,7222353925671212,-55,7022502334641770,-53,-4631766412940601,-54
-8918866008109929,-56,9007199254740991,-53,5928354007884138,-54,5167101015156119,-53,5576232151428976,-64,-5127345018841612,-53,-5124622249236422,-53,9007119176673297,-53,5124667809846794,-53
5201725263396625,-59,9007199254740991,-53,6062235417764408,-56,5225120206126938,-54,-5495717481500827,-61,-5001040967265294,-54,-5043976260089519,-54,8251950666971179,-53,5505619343151637,-54
-7813789427599940,-53,9007199254740991,-53,5489897805853824,-56,4972353739703701,-54,-6273698599196305,-54,-4705183531675135,-57,-6861846540655697,-54,6904520395478211,-53,8951529651156940,-54
-7416772197935763,-53,4503599627370496,-52,6915266257000848,-54,5580644276263878,-53,7132632385887560,-59,-6329553627233026,-54,-6106658865174040,-54,9003896404263699,-53,6108898937720627,-54
-7484815033544537,-53,9007199254740990,-53,7625369583552608,-57,8287534206873579,-55,6516283787420570,-54,4957039983954289,-57,7135913785414856,-54,6421144149922225,-53,-5004917801967051,-53
