nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8064410178300754,-53,9007199254740990,-53,5127160644709120,-55,6795686686271030,-54,-7118431831321980,-57,-5999046984643863,-55,-7778654942474358,-55,8975103351276940,-53,7806472221935358,-55
-6795343496724170,-53,9007199254740990,-53,5480326829047216,-57,7025837724451878,-55,4516524510899903,-54,7665059565931046,-56,6432789402382664,-54,7806826850031521,-53,-7421890740514238,-54
5179881795653210,-53,4503599627370496,-52,6082844048792080,-56,5233994095477454,-54,7346420387517802,-56,8332149010243792,-55,6002679602001346,-54,8685458168225390,-53,-6225040773944859,-54
8556474131859643,-57,9007199254740991,-53,6245115396026720,-57,7500066582428677,-55,-4618253270924673,-58,7166690693640783,-55,6589409034775199,-55,8256011626261882,-53,-7188957917454376,-55
-5939417288376509,-56,4503599627370496,-52,5717662713393728,-58,5074452055687409,-55,8558199685285006,-58,-4638093452961613,-55,-7136636984601974,-56,7585917167104671,-53,8473742846522298,-56
-7654727536759984,-54,9007199254740991,-53,5362553605558248,-55,6949934448575243,-54,5142226886550443,-57,6259087186350347,-54,6901865547169152,-54,8931840798833587,-53,-6960096984812231,-54
-8184410698425925,-53,4503599627370496,-52,6984854036077852,-55,7931832831586596,-54,-4756764394499552,-55,6087412744360696,-55,5322593399444576,-57,8763101684979166,-53,-5470855072119420,-57
8124282111365182,-53,9007199254740990,-53,5103503025609924,-55,6779990313329519,-54,-7683695920284659,-55,4607081419943056,-55,-6153229000683206,-56,8367648371406178,-53,6623528763301818,-56
8555004040818850,-53,4503599627370496,-52,7363714773434616,-56,5758751870822596,-54,4777501308947504,-54,8068101484788089,-60,4903565394647318,-54,8129827065555633,-53,-5432758927353939,-54
-5266723781445923,-53,9007199254740991,-53,5515237866696144,-55,7048180361102063,-54,-4605386032272663,-56,5655031237295488,-54,4503684729227322,-54,8877946662358308,-53,-4569253148217159,-54
5204685618454457,-55,4503599627370497,-52,7287153856332480,-59,8101657039392674,-56,8026771543649991,-57,7218121667354296,-56,5615753719589646,-55,7337709408392919,-53,-6893460874866556,-55
4928878011424255,-53,4503599627370496,-52,7933987351438424,-56,5977583331037746,-54,-7470397728912428,-56,-4849606233715634,-54,-6717205665943741,-54,8625748280377746,-53,7014256375399448,-54
-6775828192368491,-53,4503599627370496,-52,5121099465248336,-57,6791668667333478,-55,7721940725158220,-55,-7931212555404581,-56,7512668894911859,-56,8168070462480872,-53,-8284466445556743,-56
-8917970289717415,-56,9007199254740991,-53,6435646294040556,-55,7613615993958372,-54,8281682149294563,-65,-7555066905088336,-54,-7551023114976376,-54,9007163178972139,-53,7551053358567958,-54
6766209913765820,-58,4503599627370496,-52,7818069756507904,-59,8391597707488788,-56,-5134493412519744,-60,-8228492447387727,-56,-8549398285670211,-56,8665424616778881,-53,8886596707340283,-56
-8358655793439777,-53,4503599627370496,-52,7272508919677440,-57,8093512026395949,-55,-5136193635004125,-54,-5220719395217079,-57,-5788783559406260,-54,7991046787527045,-53,6524893214681920,-54
-7439075922568720,-53,4503599627370497,-52,8118647668179804,-55,8551390368024011,-54,4507830949018466,-59,-4820496466696287,-54,-4679626749539460,-54,9006156746311220,-53,4680168440126466,-54
-8164002735125009,-53,4503599627370496,-52,4639214777691472,-57,6464234826196061,-55,5801326461112131,-54,7856472166779685,-58,6292355971535861,-54,7607629505166294,-53,-7449955860612583,-54
-7594917570976798,-53,9007199254740989,-53,7033440374069488,-57,7959371765132214,-55,8499548036863205,-55,-7083536832180230,-56,4957779620773090,-55,8187571787848764,-53,-5454084564079343,-55
-7284376880550377,-54,4503599627370496,-52,5697446173195548,-55,7163660581374152,-54,5975658467141433,-57,-6502017724506195,-54,-5755060416113516,-54,8892978212726312,-53,5828978172557046,-54
6349982359974609,-53,4503599627370496,-52,7842019837027520,-58,5942837505423581,-55,-8631350561844095,-55,-7176772207204260,-56,-6109868332723112,-54,7760651071281027,-53,7091260899065921,-54
6373961031724660,-53,4503599627370497,-52,7007403456039568,-57,7944625805342190,-55,-6652456772390336,-55,5156559462600986,-55,-5983589239157400,-57,8305118404901960,-53,6489417478238948,-57
-5586484456978047,-53,9007199254740990,-53,6930890950056256,-57,7901133830029573,-55,7109028208171345,-55,5549816371454770,-55,6329422289813058,-54,7908813530930658,-53,-7208460220838787,-54
-6405108944109359,-54,4503599627370496,-52,7261439469809112,-56,5718620121183582,-54,-5738064622487225,-56,-5158908653418870,-54,-6593424809040676,-54,8469004440633237,-53,7012428844793641,-54
-7688929875021913,-56,4503599627370496,-52,7961911790463248,-57,8468442946927970,-55,-4758372204224628,-57,-7913162857944169,-55,-4551377954500163,-54,7967268635740613,-53,5145448207421672,-54
7269538724289826,-55,4503599627370496,-52,4978617140581940,-55,6696521231078893,-54,5033223852017923,-57,-6433524560038957,-54,-5804371578536717,-54,8680295495065551,-53,6022966774132947,-54
7637603884650908,-56,4503599627370497,-52,4724505438924672,-60,4612730312325991,-56,-5027958713723730,-58,4521373275851580,-56,6528767194841295,-57,8755141349241918,-53,-6716728453144138,-57
-7749726003949905,-53,4503599627370496,-52,6547592524815104,-60,5430261066922211,-56,6051671347469479,-54,5760523041424393,-58,6411704037558504,-54,7301313693006237,-53,-7909740391518257,-54
-8486653725388991,-53,9007199254740989,-53,6170384835539784,-55,7455057725607432,-54,7210740663583892,-56,-4677172619948316,-55,-8574418305250960,-58,8882519823041417,-53,8694773072000816,-58
-4833843741392777,-55,9007199254740991,-53,4541051697361152,-60,4522286891839774,-56,6991618884547754,-57,8222275249438655,-57,7606947066993204,-56,7605983950361578,-53,-4504169900951352,-55
5712460734939939,-55,4503599627370496,-52,5040583031508016,-56,4764532281602208,-54,-8109605919257247,-58,-4618577174855785,-54,-5125427544809363,-54,8690236104378669,-53,5312369722449168,-54
8239411104932689,-53,9007199254740991,-53,5628443466995072,-58,5034705145352100,-55,-5851082731221131,-54,-8449945550167054,-59,-6115143529663851,-54,7636178641351917,-53,7213073296209708,-54
-7401424200857348,-53,9007199254740991,-53,7153865623901376,-59,8027222004910645,-56,-5067594805499190,-54,6939486633870826,-57,-8400317952530674,-55,7764804633310525,-53,4872198411601413,-54
6951729170894511,-53,4503599627370497,-52,5836279313083552,-55,7250415896985940,-54,5829166085912972,-55,-8555733661047211,-55,-5453135150268478,-56,8500907670895753,-53,5777909461322800,-56
-5455625314365884,-53,9007199254740991,-53,4711164679924912,-57,6514169094672148,-55,-7029478302470885,-56,5069042386361243,-55,6217212940503202,-57,8758556710625556,-53,-6393710472449161,-57
