nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8355058831001906,-53,4503599627370496,-52,5174267360575488,-86,4827300338388227,-69,-6774001673547808,-69,7213536030539616,-71,-4970617665912904,-69,9007199253362446,-53,4970617666673654,-69
4956005020664313,-53,9007199254740990,-53,6703301487755264,-85,7770326387277010,-69,8476899526943067,-71,6488339557797720,-69,8607564439533487,-69,9007199254357530,-53,-8607564439899935,-69
-5365264786365021,-58,9007199254740990,-53,7118684954820608,-86,5662129185200391,-69,7851040936780212,-75,5661148136914617,-69,5783820651551808,-69,9007199253618346,-53,-5783820652272696,-69
-4766210847627003,-56,4503599627370497,-52,4845891340992512,-87,6606656406620794,-70,8697364769295252,-73,-6592188205662975,-70,-5505017609501068,-70,9007199252995176,-53,5505017610568075,-70
-7823063709017169,-54,9007199254740990,-53,8190502633472000,-85,8589149504820785,-69,6524220367023782,-72,7736969025598071,-69,8552496571476044,-69,9007199254649828,-53,-8552496571562606,-69
-8291028218123680,-53,4503599627370496,-52,8079915815534592,-85,8530967806295669,-69,-5194454688277336,-70,6667264845130711,-70,5891240627413500,-72,9007199254535198,-53,-5891240627548101,-72
8334318809536130,-53,4503599627370496,-52,6351230133600256,-85,7563517391138382,-69,-8892410857782249,-70,5736890296458337,-70,-6311041122647824,-71,9007199254144137,-53,6311041123066020,-71
8967954634062913,-53,9007199254740990,-53,8902539491672064,-86,6331940740195334,-69,6253819663477977,-69,-4723494697030598,-72,5663382826349152,-69,9007199253721146,-53,-5663382826990392,-69
5610460778398400,-54,9007199254740991,-53,7789627565932544,-88,5922952287777502,-70,5169246403920733,-70,5628373015857815,-70,5398809709889274,-69,9007199252960715,-53,-5398809710956351,-69
-8796720726773921,-53,9007199254740990,-53,6795600334946304,-89,7823638940572730,-71,8082063001643557,-69,-6725750236510518,-73,7661703611861650,-69,9007199252970747,-53,-7661703613367456,-69
5340256696577406,-55,4503599627370497,-52,7045739230265344,-88,5633044343156965,-70,5017282590424869,-71,5570822460065540,-70,8079463755277974,-70,9007199252889840,-53,-8079463756938459,-70
