nx_1_significand,nx_1_exponent,nx_2_significand,nx_2_exponent,nNorm_1_significand,nNorm_1_exponent,nNorm_2_significand,nNorm_2_exponent,sSquare_1_significand,sSquare_1_exponent,sSquare_2_significand,sSquare_2_exponent,s_1_significand,s_1_exponent,s_2_significand,s_2_exponent,znxnz_1_significand,znxnz_1_exponent,znxnz_2_significand,znxnz_2_exponent,sny_1_significand,sny_1_exponent,sny_2_significand,sny_2_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7025277005780704,-77,6290533791700012,-125,5493073917571058,-101,4785869206384768,-155,8563737853679347,-141,-6069304185323520,-196,8782670050358139,-97,-5433423048733062,-154,-5246843844848812,-121,-5906219433187091,-176,5464733069555400,-125,-7393251398835462,-180,-4905298028001600,-121,5493073917566489,-101,8043401091109324,-73
7162678142259321,-72,5615272810746390,-126,4638775573137396,-89,-4915249851616922,-143,8800781569356183,-129,-6772991627100160,-185,8903392229518099,-91,6081549492632592,-146,7162071403743036,-111,7095903074804632,-166,5319097085151980,-109,7044168851353111,-165,7109614936087739,-109,4638775573135348,-89,-6902437652371897,-72
-6159391343805120,-78,7297357818485550,-126,4759985966221130,-90,5600393222819452,-144,4787565692342642,-130,8580588743163904,-184,4643412437857108,-91,8704671987622303,-145,7479956165445495,-117,-7637762295613651,-170,4773498082824937,-110,6563731955680980,-163,4831935240367481,-110,4759985966215090,-90,-4571673509638670,-72
-5967431542838256,-76,5339271639842020,-126,6541012263982980,-92,-7929239815177108,-147,4688699217714158,-133,8752112557096960,-187,6498618937859000,-93,8887484797128031,-148,5372046596332284,-115,-8930884087943560,-170,-7813324442864563,-113,-4954039323251083,-165,-6470312793781493,-113,6541012263969702,-92,8909843648377498,-74
-6047750262883560,-72,4571562944787916,-125,5402651764174956,-89,5283881673427070,-143,6487560282977516,-128,-6018726650445824,-182,5405309803606188,-90,8164562365334208,-145,6346197339174228,-112,8918514127013943,-168,7545073247247006,-109,-5622481949678320,-163,8338347914643784,-109,5402651764174393,-89,-6950768289433495,-72
-6511092507712536,-71,8317916798810386,-124,5553952492087529,-89,7067182371930912,-144,6856515449967295,-128,-5040161301725184,-183,5556887656371394,-90,-4831951111987396,-143,-5312956682470132,-110,-4630577909972320,-168,6817091776611522,-110,-5163033894995724,-164,6016540376565559,-112,5553952492086166,-89,-4878703776557226,-75
5790497586428209,-71,-7741598633871355,-126,8672886992281006,-90,8021487775206280,-145,8377453881716540,-129,-8848869580341248,-187,8686621688552130,-91,-4589257888244333,-144,-7089254672927166,-110,-4566468785018999,-164,4535530672315365,-110,-4779718667933826,-169,-5107448001223603,-111,8672886992274867,-90,5304323908662273,-74
5126843921204506,-71,5499276257354772,-125,5874380666358653,-90,-7157342092567448,-145,7966066106916331,-130,-8241114528088064,-184,5989655445075044,-91,6597958235994781,-148,6691593284322916,-110,7128635603393640,-164,-8808029088066188,-114,-8275344583768834,-168,6141091466318780,-110,5874380666351675,-90,-4708073720482601,-72
6111146753145600,-79,6341634117408236,-126,7663688491850262,-97,-6583477604806400,-151,6444027804784527,-137,-4521191813414912,-194,7618572204867879,-95,7951072991610677,-149,7348497377752507,-121,7977405371783965,-175,7020017973652191,-117,7505049960298666,-175,7479299059761723,-117,7663688491838416,-97,-8790484763154853,-73
5635737968395152,-75,-6576808673726754,-125,4927477795650558,-92,-8474380401766789,-146,5105784969432437,-134,-8532210231541760,-189,4795248824176885,-93,6318634318316647,-147,4568225620158747,-114,-5586489308488988,-169,4959436476023441,-113,5063277683032723,-167,7243549286102815,-113,4927477795639793,-92,-6620434879401979,-73
6971293335685640,-72,-7241780728638010,-125,8736142545837901,-90,-5710373768183528,-144,8354909138000396,-129,-8975863173349376,-183,8674925438366941,-91,5757457946108221,-146,-7439172643233554,-111,-6281058418655780,-164,-5022447049263201,-109,-7173750523398569,-164,-6882240210071590,-109,8736142545833236,-90,7095775803323143,-72
-7249505157238290,-74,8837708385632640,-133,5946449647016148,-89,-8649956701962864,-146,7713121322190767,-128,7090750487527424,-182,5893794220405202,-90,7095501378124540,-144,5030066110794314,-119,-7205773769420625,-173,-4751972766360005,-108,-6093338894059158,-161,-4749516679391844,-108,5946449647016148,-89,7194182349877377,-72
