nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7052573723003970,-53,9007199254740989,-53,7368399970675440,-53,8146695448125048,-53,-6208083528080721,-57,-7702827615713633,-54,-8478838056723723,-54,7535224127012462,-53,5067572147709335,-53
-5706053497303813,-54,9007199254740990,-53,6504638415439434,-56,5412419712471756,-54,8856995734311642,-58,-6975533778035662,-60,7113112289802726,-58,7258781397441605,-56,-8826442925830723,-55
5996053312997238,-55,4503599627370496,-52,5165716095820199,-57,6821190084470249,-55,7733399073547414,-58,5170027497240675,-57,4518363517007191,-56,4582944535834814,-56,-8880273410427098,-53
4606426454407397,-57,4503599627370497,-52,6291213307120488,-59,7527696315029736,-56,-5814919458103322,-60,5692529274184990,-58,8477598819318319,-59,5298054704828092,-57,-7206364035630955,-54
-4720983502578801,-58,9007199254740990,-53,5765830560061856,-62,5095781820464451,-57,7287785842521658,-62,-8311086392563203,-61,-4667193471302374,-61,6144609123960957,-59,6841499712734840,-55
-7434217432430712,-55,4503599627370496,-52,8482328411373733,-55,8740825026586096,-54,6267237171092560,-58,7966458988997125,-55,8749863635383695,-55,4507973458630437,-54,-8741374138397994,-53
-5160092281050148,-55,4503599627370496,-52,6216100378706421,-58,5291013829998920,-55,-7870124811767273,-60,4922724452709801,-59,7901296374609316,-62,6886897190459414,-58,-5166953190143470,-56
7960939717496184,-56,4503599627370496,-52,5397188013455200,-59,6972341633374737,-56,-7297655659477736,-60,4895211495375680,-61,-4850049911789896,-60,7313706890657638,-59,5973081312122756,-54
6880642826238188,-60,4503599627370496,-52,7824547599766694,-59,8395073514228686,-56,8950924126752541,-63,6809006073709497,-58,7088722452670514,-58,5930403802776271,-57,-5383236767357135,-53
4769724879338764,-55,4503599627370497,-52,8439645310363032,-59,8718805362535639,-56,5572088237871151,-59,7050701586454659,-60,4548719515549240,-58,5787868603781476,-58,-7078810151929256,-53
-5184190090287960,-53,4503599627370497,-52,5410975659594237,-53,6981241718241738,-53,-5917394217931411,-57,7423143345184431,-54,6683469067943005,-54,5529709039091562,-53,-5443264481213142,-53
