nx,nNorm,sSquare,s,znxnz,sny,znxnzsny,nxSquarenySquare,px
-7.7480648181710307443437937355046721e-01,1.0000000000000000000000000000000002e+00,2.2050410930364287815568441582994193e-09,4.6957865081756312546074544883673838e-05,-1.2529919325218480830936426812523747e-04,2.9686689869078861298675254789300513e-05,-9.5612503383105947010689013335936953e-05,9.9999997384768904991414407081685692e-01,9.5612505883593931595350916484748383e-05
5.4800830088197345120606132561833480e-01,9.9999999999999999999999999999999990e-01,2.2680954912856793185207903471645392e-08,1.5060197512933485157973658591958339e-04,4.0440792560484664090588767224171811e-05,1.2597446946739440967669069225443488e-04,1.6641526202787907376727945947860670e-04,9.9999999455415777497682697300723222e-01,-1.6641526293415033954240911843672707e-04
-2.3306713298150764417202319446975630e-02,1.0000000000000000000000000000000000e+00,1.2059266739127346250363315778812591e-08,1.0981469272882998988500628687750736e-04,2.9583519097085686753729229084777339e-06,1.0978486196353724518978724289874510e-04,1.1274321387324581386516016580722283e-04,9.9999998388843926693347177617398321e-01,-1.1274321568971498069122216656204133e-04
-6.4643512917481113788477228991364466e-02,1.0000000000000000000000000000000000e+00,3.9984446578426902206759934022558561e-09,6.3233255948453976638645658843556698e-05,1.0150119831220004966182310450652874e-05,-6.3100997802357994041975760623372606e-05,-5.2950877971137989075793450172719731e-05,9.9999997534571267620287820516806370e-01,5.2950879276604180808887615504973460e-05
-4.3472281202304235605966961762901817e-01,1.0000000000000000000000000000000002e+00,2.7167013336185602082868445080639061e-08,1.6482418917193435440870582064474955e-04,1.5668591380157415536412965911210882e-05,1.4843478209793661137824386619317943e-04,1.6410337347809402691465683210439030e-04,9.9999999870092249886257893826330818e-01,-1.6410337369127702753774139838405597e-04
-9.2043945513881431940311800690227067e-01,1.0000000000000000000000000000000002e+00,2.6159254834598760719317790941270562e-08,1.6173822935409785398952433422924418e-04,-4.9245467342319613158689799607988244e-05,6.3221073297773702042704976531286119e-05,1.3975605955454088884015176923297875e-05,9.9999999713752247247685886190501843e-01,-1.3975605995458946979534091129330181e-05
9.2456561137940684370692549794040679e-01,9.9999999999999999999999999999999981e-01,2.0619892437794680298290459828305080e-08,1.4359628281329109773485656882654198e-04,-8.4386909932942353846303918818491505e-05,5.4713466755112151794911410358348420e-05,-2.9673443177830202051392508460143085e-05,9.9999999166943017557185454187955103e-01,2.9673443425026894434797311656318469e-05
-9.1055650120294038438405163162786351e-01,9.9999999999999999999999999999999990e-01,5.9233634919331670459436440306054857e-10,2.4337961073050402604762228897126929e-05,-1.5110257981410574789476554425135303e-04,1.0060938393137493729707914389339217e-05,-1.4104164142096825416505762986201380e-04,9.9999997246215369726967323982713441e-01,1.4104164530495140485701582425850748e-04
9.9491553539894436268981632735997842e-01,9.9999999999999999999999999999999990e-01,1.4447454254726157671367631934106369e-08,1.2019756343090386319100950749380057e-04,1.1931255553548081018356227126286599e-04,-1.2105430156754311414949116337574969e-05,1.0720712537872649876861315492529102e-04,9.9999998561864245822336525493408939e-01,-1.0720712692051052203910203830733723e-04
4.8592862530480996271127958841743082e-01,1.0000000000000000000000000000000002e+00,6.9642876918914041008813842467238709e-10,2.6389936892481202181874222367741510e-05,8.1052851512227543511961371346295171e-05,2.3064764735021145844336388827732172e-05,1.0411761624724868935629776017402734e-04,9.9999997217778885641318310107224296e-01,-1.0411761914403107294908717830620809e-04
-9.8107962223886058709682657766625472e-01,1.0000000000000000000000000000000000e+00,2.3428937969463817229404084778745599e-09,4.8403448192730874108340573623076775e-05,1.5608062304783926888520429003007845e-04,-9.3711312731052716958346438195324720e-06,1.4670949177473399718936964621054597e-04,9.9999997469015522263251782025338339e-01,-1.4670949548792855535473638469620644e-04
1.4744147934772139063492357816359955e-01,9.9999999999999999999999999999999971e-01,2.9151422197913519501688669309177192e-09,5.3992057006483388381802462221511840e-05,2.3735173652041125416294732409872139e-05,5.3401965293150472080483624309504501e-05,7.7137138945191597496778356719376640e-05,9.9999997408534210276628451705107982e-01,-7.7137140944174216235752889786082486e-05
5.5505584038861854883754471955893544e-01,9.9999999999999999999999999999999981e-01,2.1804726336069782526313254196461481e-08,1.4766423512844869818955885333327025e-04,-4.5159534110492878573032438617058679e-05,-1.2282904288237170512229645838246754e-04,-1.6798857699286458369532889699952623e-04,9.9999999338049423684886236396460120e-01,1.6798857810486594460405403222421803e-04
-9.9698901148973528398594013543465865e-01,1.0000000000000000000000000000000002e+00,5.1521457934187780205574674231369407e-10,2.2698338691231959896229502801726330e-05,1.6587675423693633493211417235398948e-04,1.7600923650291498005806183759167088e-06,1.6763684660196548473269479072990618e-04,9.9999997231845496219345188896706625e-01,-1.6763685124241253239561389648139049e-04
-1.2383273800603150341940576749316845e-01,9.9999999999999999999999999999999981e-01,2.8662804698082808754731556908344210e-08,1.6930092940702602284321007369304761e-04,8.6244880775445181283890253958009298e-08,-1.6799783799863315304229914112506426e-04,-1.6791159311785770786101525087110624e-04,9.9999999999951493971930379389372638e-01,1.6791159311793915510550518558714752e-04
-4.8647382581468991971339687998235767e-02,9.9999999999999999999999999999999990e-01,2.1860676251966526472637690586623776e-08,1.4785356354165606133971354413884586e-04,3.6647203581091108343578040771954715e-06,-1.4767850674591683573031947004765184e-04,-1.4401378638780772489596166597045637e-04,9.9999999432504089204997110169381659e-01,1.4401378720508007826580819238862069e-04
-9.9997624866116116949620080792076749e-01,9.9999999999999999999999999999999990e-01,7.1908223829716400693357674104324560e-09,8.4798716871021344890750375012405500e-05,-1.4602849158438443388678760371763137e-04,-5.8431662194077528882362472500280074e-07,-1.4661280820632520917561122844263418e-04,9.9999997867466603906635677361131380e-01,1.4661281133289237380089789068669362e-04
-5.3441776225381197451478822306360226e-01,1.0000000000000000000000000000000000e+00,2.4033174451633004754224945648261247e-08,1.5502636695618266585678611328369447e-04,3.7829974905973667779532610437089397e-05,-1.3103145942613217614680219270066197e-04,-9.3201484520158508367269582263572579e-05,9.9999999498916213417635081188646373e-01,9.3201484987176038492005642800675443e-05
-9.7148565490644726902408804736046149e-01,1.0000000000000000000000000000000000e+00,8.3741132989375404940179317713176267e-09,9.1510181394954848455761438460077697e-05,1.3864616451164420067069736720828090e-04,2.1696908070983706824868353342636621e-05,1.6034307258262790749556572055091754e-04,9.9999997963225505665031641632595163e-01,-1.6034307584845477980906533775119400e-04
-9.0770177547458411174926934610590397e-01,9.9999999999999999999999999999999981e-01,1.5796836503249072857193010822326259e-08,1.2568546655540199273606399839077405e-04,1.0160901625081286686035837238007632e-04,-5.2739615783018789392660314492702140e-05,4.8869400467794077467698057887374176e-05,9.9999998746921911888473679939765088e-01,-4.8869401080165834194593684902424565e-05
6.6506208968943502836952282408364148e-01,1.0000000000000000000000000000000002e+00,8.3166873179721219047772588233023561e-10,2.8838667302724170621960481106432456e-05,-1.1080344579023223455527391282721860e-04,-2.1536372070894600293059407396754316e-05,-1.3233981786112683484833332022397291e-04,9.9999997224238421874992319058453682e-01,1.3233982153456475356398668104604136e-04
7.0037324590456787836399991614651870e-01,1.0000000000000000000000000000000000e+00,1.0640455589631117995642345481602225e-08,1.0315258401819664544375944850880485e-04,-9.3751348019657372788989953208856100e-05,-7.3627919763121431284740879903867229e-05,-1.6737926778277880407373083311272332e-04,9.9999998208173484988128010161814130e-01,1.6737927078192495857778131833063562e-04
