nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7523121556127291,-53,4503599627370496,-52,5629499534213120,-101,7120816245988179,-77,-5769777361478429,-83,-7831392032445376,-78,-8011697574991577,-78,4503599627370496,-52,8011697574991577,-78
-8923842841596313,-53,9007199254740990,-53,5629499534213120,-101,7120816245988179,-77,6776394533069504,-77,7732185598126172,-80,7742917732835276,-77,9007199254740972,-53,-7742917732835293,-77
5842452309814134,-53,4503599627370496,-52,4503599627370496,-103,6369051672525773,-78,-5862992372390146,-80,4847442079187444,-78,6763387972179815,-79,4503599627370496,-52,-6763387972179815,-79
-6397193197918721,-55,9007199254740991,-53,7881299347898368,-103,8425463406411593,-78,8660962849318175,-79,-8291585972743791,-78,-7922209096169407,-79,9007199254740932,-53,7922209096169460,-79
-6875912577780353,-54,4503599627370497,-52,8444249301319680,-101,8721183177395930,-77,5256671679603682,-80,8060906526851941,-77,8717990486802401,-77,4503599627370496,-52,-8717990486802401,-77
-8312101718083366,-53,4503599627370497,-52,5629499534213120,-98,5035177455121576,-75,-6102498086792729,-77,7758415895929431,-77,6623671236546808,-79,9007199254740976,-53,-6623671236546820,-79
8631238363164136,-53,4503599627370496,-52,8162774324609024,-99,8574598230426736,-76,-4807499947211992,-76,4902926667469265,-77,-4712073226954719,-77,9007199254740952,-53,4712073226954740,-77
8340167510480597,-53,4503599627370496,-52,8233143068786688,-99,8611478393014258,-76,5833936836026521,-77,6504410966011016,-77,6169173901018768,-76,9007199254740977,-53,-6169173901018778,-76
-6698086313672258,-53,4503599627370497,-52,6473924464345088,-99,7636224696176675,-76,-6246161270745769,-83,5105454795582830,-76,5056656660655129,-76,4503599627370497,-52,-5056656660655128,-76
6916274702201138,-55,4503599627370496,-52,4503599627370496,-105,6369051672525773,-79,6442983139814027,-78,6250598368549866,-79,4784141162044480,-77,9007199254740881,-53,-4784141162044539,-77
5224264921157957,-53,4503599627370496,-52,4503599627370496,-101,6369051672525773,-77,-5250511740533789,-78,-5188289431410177,-77,-7813545301677072,-77,9007199254740984,-53,7813545301677079,-77
-8903193199704293,-56,9007199254740991,-53,4644337115725824,-99,6467802548588784,-76,8173267741844430,-87,-6418243162302576,-76,-6414252308913004,-76,9007199254740991,-53,6414252308913005,-76
-5615837754857553,-53,9007199254740989,-53,6614661952700416,-100,5458002299867910,-76,-4824851191716023,-79,-8534533199941627,-77,-4870372998935316,-76,9007199254740988,-53,4870372998935318,-76
-7516739203663893,-53,4503599627370496,-52,7318349394477056,-98,5740985595342838,-75,4636571077317104,-83,-6326210477679517,-76,-6289987266137977,-76,4503599627370496,-52,6289987266137977,-76
-5170044693865545,-53,4503599627370496,-52,7881299347898368,-100,5957702309312746,-76,6118402415831993,-81,-4878536755180004,-76,-4687336679685254,-76,4503599627370496,-52,4687336679685254,-76
-6638595836540093,-54,4503599627370496,-52,4785074604081152,-100,4642204239785223,-76,5466212316235258,-78,8630984502268443,-77,5682045330193036,-76,9007199254740970,-53,-5682045330193050,-76
5208907811365481,-55,4503599627370497,-52,5910974510923776,-100,5159521548050053,-76,7234060634855311,-83,-5105313884412348,-76,-5048797785702541,-76,4503599627370497,-52,5048797785702540,-76
5049128214564670,-53,4503599627370496,-52,6614661952700416,-99,7718780875936742,-76,6513662032336922,-82,-6391998545926631,-76,-6290222576671367,-76,4503599627370496,-52,6290222576671367,-76
6508012914287734,-55,9007199254740989,-53,6051711999279104,-100,5220583100086324,-76,4519014401747587,-79,-5134706854065063,-76,-4569830053846615,-76,9007199254740974,-53,4569830053846624,-76
-8836285275830575,-53,4503599627370497,-52,5910974510923776,-100,5159521548050053,-76,6215270622391465,-76,-8002732015609656,-79,5214929120440258,-76,9007199254740930,-53,-5214929120440294,-76
-8961280209923492,-53,4503599627370496,-52,7599824371187712,-99,8273640819634630,-76,4731827406775700,-82,-6674964595215011,-79,-6083486169368048,-79,4503599627370496,-52,6083486169368048,-79
6283303558367554,-53,9007199254740991,-53,6051711999279104,-100,5220583100086324,-76,-8093991119896233,-78,-7481098258161457,-77,-5764046909054787,-76,9007199254740978,-53,5764046909054796,-76
-8878733536157914,-53,4503599627370497,-52,5629499534213120,-103,7120816245988179,-78,-6468225842135124,-77,4793463474890920,-80,-5869042907773759,-77,9007199254740977,-53,5869042907773769,-77
7163462896047980,-53,4503599627370496,-52,4644337115725824,-98,4573427041482764,-75,7601736692768838,-77,-5544920101433942,-76,-6976207020198092,-78,9007199254740956,-53,6976207020198120,-78
4609966495910187,-55,9007199254740991,-53,8162774324609024,-100,6063156554684915,-76,-8451522759089723,-82,6013319386301415,-76,5881264343190638,-76,9007199254740989,-53,-5881264343190640,-76
7649990359548074,-53,4503599627370497,-52,4996180836614144,-98,4743500622330630,-75,-7465283635827270,-78,5007989397972939,-76,6283336978032243,-77,9007199254740986,-53,-6283336978032247,-77
-4681789526870269,-54,9007199254740991,-53,5629499534213120,-102,5035177455121576,-77,5352838075787324,-79,4862157768198464,-77,6200367287145295,-77,9007199254740981,-53,-6200367287145303,-77
6986295716620061,-54,9007199254740990,-53,5136918324969472,-99,6802150168022636,-76,-8670128783192451,-78,-6269788436662637,-76,-8437320632460750,-76,9007199254740941,-53,8437320632460798,-76
-8960625583189908,-53,4503599627370497,-52,5207287069147136,-100,4842678608396622,-76,-8746294863622447,-77,7869259200469985,-80,-7762637463563699,-77,9007199254740963,-53,7762637463563724,-77
-7333078810435572,-53,4503599627370497,-52,4503599627370496,-104,4503599627370496,-78,-5428806456471486,-77,-5230257505567709,-79,-6736370832863413,-77,9007199254740976,-53,6736370832863425,-77
7656285720301333,-58,4503599627370497,-52,4503599627370496,-103,6369051672525773,-78,-5524263314739324,-81,-6366804283925139,-78,-7057337198267554,-78,9007199254740928,-53,7057337198267604,-78
-6267900930593862,-53,4503599627370497,-52,4503599627370496,-103,6369051672525773,-78,-6127462685031226,-78,4574005702820408,-78,-6213827928843272,-80,9007199254740986,-53,6213827928843276,-80
-8703777473341390,-53,4503599627370497,-52,5066549580791808,-100,4776788754394329,-76,5690657762249764,-76,-4917573841969769,-78,8922528603514644,-77,9007199254740940,-53,-8922528603514696,-77
5467939639904740,-53,4503599627370497,-52,6755399441055744,-104,5515760546423086,-78,-8140997608820832,-81,8766237035549955,-79,6730987633344747,-79,4503599627370497,-52,-6730987633344746,-79
8525826158764628,-55,4503599627370497,-52,7036874417766400,-101,7961314590657216,-77,-7184546466769207,-78,-7735194094709142,-77,-5663733664046873,-76,9007199254740903,-53,5663733664046929,-76
-8846678290787982,-53,4503599627370497,-52,5418393301680128,-99,6986025200984236,-76,5141466718357300,-78,-5252094413313398,-78,-7080172477190272,-84,9007199254740991,-53,7080172477190273,-84
-8783966034608793,-53,4503599627370496,-52,5910974510923776,-100,5159521548050053,-76,6659865162082671,-76,4566266567622475,-78,7801431803988290,-76,9007199254740918,-53,-7801431803988354,-76
6010173886100104,-54,4503599627370496,-52,4503599627370496,-101,6369051672525773,-77,-6471824223309111,-83,6004127367041642,-77,5903005113552437,-77,4503599627370496,-52,-5903005113552437,-77
-7914314433390422,-55,9007199254740990,-53,4503599627370496,-103,6369051672525773,-78,-7868064718555242,-79,-6213487953846681,-78,-5073760156562151,-77,9007199254740958,-53,5073760156562170,-77
-8789852094236083,-53,4503599627370496,-52,7459086882832384,-99,8196675046145001,-76,6548307362504224,-80,-7159108613004695,-78,-5522031772378639,-78,4503599627370496,-52,5522031772378639,-78
-5369634652936875,-53,4503599627370496,-52,5277655813324800,-99,6894700683028858,-76,6546509504207790,-80,-5535573633712201,-76,-5126416789699214,-76,9007199254740991,-53,5126416789699215,-76
-8915093280044355,-53,9007199254740991,-53,8866461766385664,-100,6319097554808695,-76,-4755328468719165,-77,7211007697645962,-79,-5905153088615349,-78,9007199254740982,-53,5905153088615356,-78
-5774274449243517,-53,9007199254740991,-53,7881299347898368,-102,5957702309312746,-77,5150098949791317,-78,4572415601981768,-77,7147465076877426,-77,9007199254740985,-53,-7147465076877432,-77
6526393127384869,-57,4503599627370497,-52,5277655813324800,-98,4875289607221227,-75,8570747795735752,-81,4870287877555164,-75,5004205811863535,-75,9007199254740938,-53,-5004205811863565,-75
8249959215435668,-53,4503599627370496,-52,4644337115725824,-100,4573427041482764,-76,8404922728392797,-76,-7341983509433677,-78,6569426851034378,-76,9007199254740859,-53,-6569426851034475,-76
8809782463344565,-53,4503599627370496,-52,7881299347898368,-101,8425463406411593,-77,-7763981549551706,-77,-7017349861888211,-79,-4759159507511879,-76,9007199254740968,-53,4759159507511892,-76
7921301452828790,-53,4503599627370496,-52,7318349394477056,-101,8118979690322419,-77,6747130851167741,-76,7729393284796658,-78,8679479172366906,-76,9007199254740900,-53,-8679479172366995,-76
-7045079553354700,-53,4503599627370497,-52,7599824371187712,-100,5850347528665472,-76,-8892826239090238,-79,7290427360333443,-77,5067220800560884,-77,9007199254740990,-53,-5067220800560885,-77
8491317117588983,-53,4503599627370497,-52,7107243161944064,-99,8001022141671999,-76,-7443468843250011,-76,-5337790900555676,-77,-5056182146763924,-75,9007199254740895,-53,5056182146763978,-75
-4978467466260123,-53,4503599627370496,-52,7318349394477056,-100,5740985595342838,-76,-4945209444874596,-78,4784344591105026,-76,7096084459772754,-77,9007199254740984,-53,-7096084459772760,-77
8536748186957036,-53,4503599627370497,-52,8444249301319680,-102,6166807764706703,-77,-6402893525341920,-76,-7867767539346120,-79,-7386364467760185,-76,9007199254740921,-53,7386364467760243,-76
8038848685169384,-53,4503599627370497,-52,7036874417766400,-101,7961314590657216,-77,4587272844469738,-78,7182128477938560,-78,5884700661204149,-77,9007199254740991,-53,-5884700661204150,-77
5039633600933247,-53,4503599627370496,-52,5348024557502464,-101,6940513151682137,-77,-5789295481319605,-80,5752453009575768,-77,5028791074410817,-77,9007199254740991,-53,-5028791074410818,-77
