nx_1_significand,nx_1_exponent,nx_2_significand,nx_2_exponent,nNorm_1_significand,nNorm_1_exponent,nNorm_2_significand,nNorm_2_exponent,sSquare_1_significand,sSquare_1_exponent,sSquare_2_significand,sSquare_2_exponent,s_1_significand,s_1_exponent,s_2_significand,s_2_exponent,znxnz_1_significand,znxnz_1_exponent,znxnz_2_significand,znxnz_2_exponent,sny_1_significand,sny_1_exponent,sny_2_significand,sny_2_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-6026428373902144,-71,7076425837993880,-119,6716511113564033,-89,-7433481305921024,-144,7951156457986288,-118,-8019738491879424,-172,5984047565097687,-85,5611778829327408,-141,-6894169489399044,-102,4560518807760976,-158,6533643712285801,-104,-6968878197276284,-162,-5260758561327594,-102,6716510937911746,-89,7054957705122824,-66
6144988376024873,-65,-5384632190712669,-118,6979882177264550,-76,6983868451114052,-130,5312015315455841,-101,-8263748737302528,-155,6917107805329232,-77,-5346475072837933,-132,4624743911053390,-90,-4725965534940066,-143,7203118729017946,-89,4595357031807574,-143,4757745342272320,-88,6979882139253213,-76,-6139639530610709,-65
-6076650435851584,-70,-4536685638398556,-118,7370156558964594,-77,-5800696043710120,-131,5964547507235807,-103,-6379638255255552,-159,7329656735621499,-78,-8953750985679682,-132,5715661089948051,-95,7168502161207039,-149,6628406234936005,-90,6036060545869959,-145,6807020643996882,-90,7370156440219869,-77,-8318980983500830,-66
-4833151253720608,-69,8742136067080196,-120,4848541697760956,-78,8744685443500864,-135,5204057696589205,-106,8642008386109440,-160,4841176747772560,-79,6052485427157741,-132,6450482936406422,-95,-6933518189947900,-148,-5012649066742665,-92,7536608772566436,-145,-8412677399383723,-93,4848541578223616,-78,7814170547947265,-67
-5286501968077992,-65,-5903288608602912,-124,8209036183191409,-76,-4985371337317848,-134,7483141500343909,-101,-4912209662574592,-155,8209881031112390,-77,7459519613328001,-132,8429504664656494,-92,5136580053796368,-149,4991002612064641,-88,7222707971277540,-143,5517846653605672,-88,8209036172527235,-76,-6054345872230617,-65
-5491678865907988,-64,-6201470989044668,-117,7904238548831175,-76,5803681040303032,-131,6938016030512573,-101,-8743470546026496,-156,7905194040592166,-77,5792384281928688,-131,-6377437942945700,-90,-6655783995490895,-144,8187321461288864,-90,6913493632717580,-144,7239534073372656,-92,7904238526205470,-76,-8249741666343424,-69
4896433265203132,-64,-6461331960928762,-119,6227653384147821,-76,-8326123720807021,-130,8617686987643290,-102,-7089061894291456,-156,6229816362168783,-77,5797388995931739,-132,-8610323254831772,-90,-5863802389971732,-145,5582626920790973,-90,8096144964485789,-143,-6055392668081597,-91,6227653332267919,-76,8758054666354729,-68
-4800935419159722,-66,5030265659593498,-119,6172742414873966,-80,5132112289357940,-135,7851929731321718,-111,6927614744723456,-165,8409750033398116,-82,6646292999699269,-136,-7640820149579034,-93,7343525848298679,-146,8140040588853737,-97,6663082614089170,-151,-7132067612775675,-93,6172742244889934,-80,5203518269350714,-65
8786574607783730,-65,5382617890407606,-118,8659184779096187,-77,7952703980783060,-131,8395532022757085,-103,4742035542114304,-157,8695989292687276,-78,6074436527514702,-135,8463560416034029,-90,4779587397500140,-143,-6869690388170598,-93,-4518753001414531,-146,7604849117512705,-90,8659184654565355,-77,-7910489732721421,-66
5721133403675312,-69,5619423986040424,-119,7694836857414358,-84,-7964171273813184,-138,5754081247233679,-114,8997179096039424,-168,5090587211796018,-83,8766390118144145,-139,5109255939807818,-97,4839451330366946,-152,5815651591475417,-99,-6497950462179112,-153,6563168837676672,-97,7694836643326982,-84,-7682524295655613,-66
-8063229711238374,-66,7270993194032768,-122,7499283717321353,-79,-8375833460870089,-133,4716417754102937,-107,-4578153817178112,-161,6517799818942214,-80,-6852595623228174,-135,4794338816049287,-91,-8405230007584284,-145,-4605658540885887,-95,7271487395414003,-152,4506485157243919,-91,7499283527515646,-79,-5412625032897729,-65
4727883729056776,-68,7041978644360808,-121,7134843687479032,-79,6428261536152034,-135,5583211615365761,-107,-5290153094414336,-162,7091480769274054,-80,6433752532051327,-135,5549154431876605,-94,-4511081703962288,-147,6242544434721735,-93,-4701495085063454,-147,4508560825330018,-92,7134843502581999,-79,-5691716390299376,-66
6057257359023195,-65,-5942180084932559,-119,6610874812134577,-76,5896311657213100,-132,4836814871183552,-101,-4782547317817344,-157,6600466294364712,-77,8833288031598136,-132,-4891345331466889,-90,-6600900202287528,-144,-6651964832068968,-89,-7707367033924181,-145,-4548818748901206,-88,6610874768373853,-76,6197684615213660,-65
-4557205948056805,-66,-6778484018306008,-121,4639346320852945,-80,-8116556613815112,-135,5133041823036279,-111,-6686886122749952,-168,6799583110971342,-82,6977987355802867,-138,6304233140094228,-93,7620305366918064,-149,8562334014436115,-100,8624321427417349,-156,6371126374582010,-93,4639346192428671,-80,-6184708184382605,-65
-6200261156932440,-67,-5343027995488114,-120,8697796962717145,-76,4885697428997372,-131,8365229138950289,-101,-4688896730333184,-155,8680281427816190,-77,-6591037490760936,-132,6292634281148212,-99,-4929001876703794,-153,-5985120604518639,-88,-6005326472348255,-142,-5982048029186047,-88,8697796962712926,-76,6194844370510947,-65
-8696586190778056,-69,-7074072518455352,-122,6929771633668905,-76,7782493695583744,-132,5083143931301260,-101,5543496404434944,-155,6766453297685421,-77,-5314875011205445,-134,6657323875160154,-94,-7121773476571694,-150,-8383515254377976,-89,-6427321381641010,-145,-8175473883279221,-89,6929771594342734,-76,5313170951315559,-65
-6208901428395809,-65,-6184159347632096,-122,8560327616249418,-78,4542131006068570,-133,8261879007645597,-105,7805696246546432,-159,8626493519410170,-79,5582307104326275,-132,-5120211883086036,-90,-8658580149405878,-145,-5244916036202072,-98,8369930685150315,-157,-5140699836352451,-90,8560327433697573,-78,5409058017169858,-65
-6180885888481920,-72,-8556869201293932,-118,7425401085590793,-90,6146297200334848,-144,5987988363518575,-115,-7262243834036224,-169,7344045501307998,-84,-7672809924365087,-138,4602310438661150,-104,7041428062425687,-159,-7970497667640098,-103,7166430863315258,-157,-5669342448309523,-103,7425401048383312,-90,6877055763392478,-66
-6629140539068934,-65,-6859300069293770,-121,5169539975577433,-77,-5936580103257362,-131,5810327516857652,-104,-7949710660730880,-159,5115407006272391,-78,-5129512503232532,-131,5871508602088897,-90,4707305658984330,-143,7350716571279616,-93,8645297387545484,-147,6790348173498850,-90,5169539870285561,-77,-5915615368335689,-65
-8528515327801600,-65,-5260169408118920,-120,4900503829760772,-76,-4837685334934779,-131,5195062101216558,-102,5412775752892416,-157,4836990773529083,-77,8227585421424974,-134,8158173155743056,-90,-7162207277939295,-143,-8468912181241290,-91,5252392964393154,-149,7847434130244820,-91,4900503768353632,-76,-7211850678090274,-67
7604429641297280,-71,-8458700896686976,-122,7257535034228849,-88,-6206741400337600,-142,6480960649303505,-118,-7512542045798400,-174,5402559760447460,-85,-6544858369180012,-139,-6587677816716390,-101,-7584766389893984,-156,-5121670342728263,-103,8443559705156450,-156,-7868095402398456,-101,7257534832776980,-88,4882477637217024,-65
5420089503614391,-65,8014981393489832,-119,6649118159266274,-77,-8428109286528828,-131,4747928403934955,-103,-6369190613090304,-160,6539536465338083,-78,7531089809572553,-132,-5106596172375621,-90,-7828693520392363,-143,-8020963136732707,-91,4824656243635566,-144,-4558538870370988,-89,6649118040125611,-77,6175205142716602,-65
7575108891982532,-65,-6177593025623636,-119,5260823166434266,-76,-5915359546231561,-130,5981061633133452,-102,7609446171672576,-157,5190019936595599,-77,4619291126829955,-135,-7117376266354068,-90,6794336968076636,-146,7046558282300977,-90,-6692559100513551,-144,-4532350979397842,-96,5260823107190591,-76,7759962183115059,-73
-5143002537146652,-65,-5600412951184440,-118,6157142979565007,-78,-4855562861478416,-134,7484071360614546,-106,-7270304816562176,-161,5805623221573879,-79,6379904271979392,-133,7572769426194733,-91,8928320868457248,-150,5831169351855557,-94,5009921491501842,-146,8301665595176678,-91,6157142834067387,-78,-6072195998788318,-65
-4875930592134430,-65,-4991578330708065,-118,5059999589667042,-77,-8387685725883248,-134,5708069685729653,-104,-7808843249614848,-162,5070193340461179,-78,4960016041767755,-135,8505279417278092,-91,5315006940601989,-145,5256663407891248,-91,-7805311004904435,-144,6880971412584670,-90,5059999487570262,-77,-6124336645841023,-65
-7750613464949118,-65,7615668547307744,-120,6736492746058620,-77,5654556422366216,-132,4744332300383739,-103,8992836213014528,-157,6537059458216671,-78,-8668552353782197,-134,-7285066071511082,-90,6454060577543979,-143,4515776570758318,-93,-5799295114074987,-146,-6720594000166292,-90,6736492627480454,-77,8985941589660004,-66
-8543690146528106,-66,-6733097213735742,-119,5281798201297834,-76,-8013308998286965,-131,6243220229979702,-102,5420394219569152,-157,5302543191839981,-77,-7816023421737587,-131,-7905415417249042,-91,8293089430447636,-146,-5162462693474540,-89,5762789766897172,-142,-7138816547786800,-89,5281798143841447,-76,6087012541735650,-65
-5120637028391178,-66,-8167193357547560,-119,8307083168961648,-78,7559771044288586,-132,7630357842920732,-105,6197821216653312,-160,8290244476260197,-79,-6453897648402433,-133,-8394208905362459,-92,5631811532310836,-145,-5112710660394484,-91,-4772457207960326,-145,-4654907556537857,-90,8307082988621899,-78,5047220538372348,-65
4917108487600001,-66,-5264430380665344,-124,7319808920328748,-76,-6552755104989536,-131,5911237475416221,-101,6969919098847232,-159,7296827652011935,-77,6397539640135051,-134,6935876364742287,-92,6799655489054646,-147,-4543439909805519,-88,-7508727886360146,-146,-8219895274018252,-89,7319808886947466,-76,5057388500826140,-65
