nx,nNorm,sSquare,s,znxnz,sny,znxnzsny,nxSquarenySquare,px
-0.9195584060642121,1,6.871000990393838e-11,8.28915013158396e-06,-1.207421317885213e-05,3.25724933804583e-06,-8.816963840806298e-06,0.9999999998275914,8.816963842326418e-06
0.5500496604847752,1,1.902059343361628e-10,1.379151675256071e-05,3.756711437038006e-06,1.15177362546086e-05,1.527444769164661e-05,0.9999999999533543,-1.52744476923591e-05
-0.01899184997539147,0.9999999999999999,1.010060091122256e-10,1.005017458118144e-05,2.220324096430939e-07,1.004836191645569e-05,1.027039432609879e-05,0.9999999998633221,-1.027039432750252e-05
-0.06602464818335901,1,3.430655759473211e-11,5.857180003613694e-06,9.61949315144762e-07,-5.844399591341636e-06,-4.882450276196874e-06,0.9999999997877283,4.88245027723328e-06
-0.434303793621804,1,2.320316716541981e-10,1.523258584923118e-05,1.446452845518664e-06,1.372100242676236e-05,1.516745527228103e-05,0.9999999999889077,-1.516745527244927e-05
-0.9204851121622564,1,2.284578359823541e-10,1.511482173174246e-05,-4.601697255054045e-06,5.906534255864349e-06,1.304837000810305e-06,0.9999999999750079,-1.304837000842915e-06
0.9252374553493055,1,1.796190418623667e-10,1.340220287349683e-05,-7.878291518263386e-06,5.084641948920615e-06,-2.79364956934277e-06,0.9999999999274967,2.793649569545319e-06
0.9955870108206006,1,1.258813331350694e-10,1.121968507290064e-05,1.108588633459993e-05,-1.052888614115014e-06,1.003299772048492e-05,0.9999999998760112,-1.00329977217289e-05
0.325157382038346,1,2.540223587033097e-11,5.040063081979329e-06,4.809064408690727e-06,4.766185630627614e-06,9.575250039318341e-06,0.9999999997812571,-9.575250041412859e-06
-0.9770058796391877,1,1.266084459494721e-11,3.558208059536037e-06,1.434116156445196e-05,-7.586539417351314e-07,1.358250762271683e-05,0.9999999997845362,-1.358250762564337e-05
0.1481598510176619,0.9999999999999999,2.494612849623934e-11,4.994609944353947e-06,2.22201798286553e-06,4.939486563000516e-06,7.161504545866046e-06,0.9999999997750768,-7.161504547476834e-06
0.5552741567145152,1,1.857500819824054e-10,1.362901617808143e-05,-4.177412656323213e-06,-1.133480801188062e-05,-1.551222066820383e-05,0.9999999999434022,1.551222066908179e-05
-0.9996806685710074,1,1.388111847688833e-12,1.1781815851934e-06,1.538228320119132e-05,2.977236305484997e-08,1.541205556424617e-05,0.9999999997632342,-1.541205556789522e-05
-0.1238287711587624,0.9999999999999999,2.467679671713796e-10,1.570884996336077e-05,8.020741406593834e-09,-1.55879483773127e-05,-1.55799276359061e-05,0.9999999999999957,1.557992763590617e-05
-0.04470583635289155,1,1.771786883875137e-10,1.331084852244641e-05,3.120530594045484e-07,-1.329754025979431e-05,-1.298548720038976e-05,0.9999999999512777,1.298548720102245e-05
-0.9998793782507246,1,6.241787642302654e-11,7.900498492059001e-06,-1.347572111595247e-05,-1.227069166239526e-07,-1.359842803257643e-05,0.9999999998183612,1.359842803504643e-05
-0.7055864976684968,0.9999999999999999,2.429693668482003e-10,1.558747467834993e-05,2.331378655327559e-06,-1.104565558704518e-05,-8.714276931717625e-06,0.9999999999890824,8.714276931812764e-06
-0.9724778158221228,1,7.108238997410865e-11,8.431037301193054e-06,1.294340610282297e-05,1.964393652659455e-06,1.490779975548242e-05,0.9999999998228515,-1.490779975812332e-05
-0.9064680913373109,1,1.323086085136538e-10,1.150254791399079e-05,9.430322370003405e-06,-4.857230570694687e-06,4.573091799308717e-06,0.9999999998917699,-4.573091799803664e-06
0.51194226905222,1,3.066669140849854e-11,5.537751475869835e-06,-7.501982305657476e-06,-4.757038475174239e-06,-1.225902078083172e-05,0.9999999997852614,1.22590207834642e-05
0.7039277693972312,1,8.89939788528693e-11,9.433662006499348e-06,-8.787117861405686e-06,-6.700461872176633e-06,-1.548757973358232e-05,0.9999999998441752,1.548757973599567e-05
0.7759460846961868,1,1.412720496141162e-10,1.188579192204357e-05,-7.6405729271696e-06,7.497548439274539e-06,-1.430244878950607e-07,0.9999999999030409,1.430244879089282e-07
-0.9789659062470508,1,3.354475031080995e-11,5.791782999285276e-06,1.397788288415514e-05,1.181662189970557e-06,1.51595450741257e-05,0.9999999997961327,-1.515954507721624e-05
-0.7191377741458447,1,7.237851984420729e-11,8.507556631854253e-06,9.455856944335259e-06,5.911624724610208e-06,1.536748166894547e-05,0.9999999998271069,-1.53674816716024e-05
-0.9939951571264556,1,8.42890479635372e-11,9.180906707048994e-06,-1.225403999164361e-05,1.00461219335377e-06,-1.124942779828984e-05,0.9999999998480188,1.124942779999954e-05
-0.4343513807340294,1,1.51137519166511e-10,1.229380002954786e-05,-4.176701142737879e-06,-1.107356063867958e-05,-1.525026178141745e-05,0.9999999999075335,1.525026178282759e-05
-0.4022565434908846,0.9999999999999999,5.870709474109503e-11,7.662055516706665e-06,-5.487004768756408e-06,-7.014818639547159e-06,-1.250182340830357e-05,0.9999999998139351,1.250182341062972e-05
0.2136219497346157,1,2.066658788546505e-10,1.437587836810852e-05,1.34167331675182e-06,-1.404403141551734e-05,-1.270235809876552e-05,0.9999999999605541,1.270235809926657e-05
-0.8130069752545517,1,2.693495426697723e-11,5.189889619922299e-06,-1.162060621930318e-05,-3.021833712066608e-06,-1.464243993136978e-05,0.9999999997956997,1.464243993436124e-05
0.1667158438148819,1,1.887946743384106e-10,1.374025743348394e-05,-9.776003696639272e-07,1.354796230329042e-05,1.25703619336265e-05,0.999999999965615,-1.257036193405873e-05
-0.806385802070071,1,4.112737927997046e-12,2.027988640993101e-06,1.262953347521178e-05,1.19933186955028e-06,1.382886534476206e-05,0.9999999997547049,-1.382886534815421e-05
-0.2767463248182274,1,2.845390589811814e-11,5.334220270866037e-06,4.094885529219218e-06,-5.12588169145111e-06,-1.030996162231892e-06,0.9999999997810627,1.030996162457615e-06
-0.04304658393095917,1,5.69600755451205e-11,7.547189910497847e-06,5.883925814431983e-07,7.540194164390268e-06,8.128586745833466e-06,0.9999999998131655,-8.128586747352166e-06
0.1308312709081624,1,1.827344664473429e-10,1.351793129318769e-05,-9.373446582416296e-07,-1.340173993194502e-05,-1.433908459018665e-05,0.9999999999486695,1.433908459092268e-05
0.9939305502959479,1,9.186512661685242e-12,3.030926040286243e-06,-1.528170281316889e-05,3.33430256827514e-07,-1.494827255634138e-05,0.9999999997636087,1.494827255987502e-05
-0.8612930007805183,1,2.312933178316712e-11,4.809296391694643e-06,-1.274116052710938e-05,2.443644937938999e-06,-1.029751558917039e-05,0.9999999997811653,1.029751559142384e-05
0.7940665858330229,1,1.990182463273982e-10,1.410738268876967e-05,5.835510509034487e-06,-8.574901424565041e-06,-2.739390915530554e-06,0.9999999999459938,2.739390915678499e-06
-0.6715872788949798,1,1.915388403439522e-10,1.383975579061828e-05,-4.003632498092221e-06,1.025422732752386e-05,6.250594829431637e-06,0.9999999999644612,-6.250594829653776e-06
0.06059564235989368,1,2.233188078903936e-10,1.494385518835062e-05,-1.940418713219964e-07,-1.491639429525277e-05,-1.511043616657477e-05,0.9999999999897457,1.511043616672972e-05
0.9649500697596612,1,3.557873440307446e-11,5.964791228792041e-06,1.380943985721452e-05,1.565361274681378e-06,1.53748011318959e-05,0.9999999997951941,-1.537480113504475e-05
-0.2827316938373129,0.9999999999999999,1.747515465666538e-10,1.321936256279605e-05,2.37359706078674e-06,1.267999981688752e-05,1.505359687767426e-05,0.9999999999295201,-1.505359687873524e-05
-0.7528551275752548,1,2.209759597526784e-10,1.48652601643119e-05,-2.897235734849074e-06,-9.784110036827054e-06,-1.268134577167613e-05,0.9999999999851904,1.268134577186393e-05
0.8154317324682047,0.9999999999999999,2.381574104592943e-10,1.54323494795606e-05,-2.967686692172343e-06,8.933065713165757e-06,5.965379020993414e-06,0.9999999999867547,-5.965379021072428e-06
-0.6142543735729835,1,1.223460777133312e-10,1.10610161248111e-05,6.699892736797348e-06,8.728337214663604e-06,1.542822995146095e-05,0.9999999998810296,-1.542822995329646e-05
0.5033318703774068,1,1.225292922679699e-10,1.106929502127258e-05,-5.689620423373878e-06,-9.564902363549698e-06,-1.525452278692358e-05,0.9999999998722215,1.525452278887278e-05
-0.8657923898016475,1,2.286472677859308e-10,1.512108685862001e-05,1.714579821539322e-06,7.566642898420232e-06,9.281222719959554e-06,0.9999999999960782,-9.281222719995953e-06
-0.8906594859376528,1,2.340898586083995e-10,1.529999537935876e-05,2.702521853431756e-09,6.956463557548884e-06,6.959166079402316e-06,1,-6.959166079402315e-06
-0.9999099266519325,1,1.781536307365883e-10,1.334742037760811e-05,-8.286769671784305e-06,-1.791433234816869e-07,-8.465912995265992e-06,0.9999999999313171,8.465912995847456e-06
-0.9251372267093846,1,9.247630439190857e-12,3.040991686800682e-06,-1.410729842874267e-05,-1.154460383841219e-06,-1.526175881258389e-05,0.9999999997674719,1.526175881613268e-05
-0.9825800289252753,1,2.356101702627456e-10,1.534959837463982e-05,-1.096567594239454e-06,2.852568583723924e-06,1.75600098948447e-06,0.9999999999987545,-1.756000989486657e-06
0.9706234154763557,0.9999999999999999,3.437333750966332e-12,1.854004787201568e-06,-1.494948203944541e-05,4.460805836008913e-07,-1.450340145584452e-05,0.9999999997627802,1.450340145928501e-05
-0.7620154501098002,1,5.951752979349578e-11,7.714760514331976e-06,9.833637173883256e-06,-4.995761383628122e-06,4.837875790255134e-06,0.9999999998334668,-4.837875791060801e-06
-0.9762817907457085,1,3.467318099303895e-11,5.888393753226677e-06,1.362714868152755e-05,-1.274859208013227e-06,1.235228947351432e-05,0.9999999998051683,-1.235228947592094e-05
0.8619899496135514,1,9.54835099875595e-11,9.771566403988641e-06,-1.02873019830623e-05,4.953454875046743e-06,-5.333847108015557e-06,0.999999999857571,5.333847108775251e-06
-0.9990143518115685,1,4.356792704385271e-13,6.60060050630643e-07,-1.547780815022663e-05,2.929896925278525e-08,-1.544850918097385e-05,0.9999999997599645,1.544850918468204e-05
-0.8742299632448719,1,4.781175455548237e-13,6.914604439552733e-07,1.376541527048395e-05,3.357123921808321e-07,1.410112766266478e-05,0.999999999752071,-1.410112766616086e-05
-0.4860445387291187,1,7.681993929864461e-12,2.771641017495675e-06,7.542356153217162e-06,2.422231431627821e-06,9.964587584844982e-06,0.999999999759197,-9.964587587244485e-06
0.4841491655020011,1,1.631784429800831e-10,1.277413178967882e-05,-4.164710232039959e-06,1.117717980096705e-05,7.012469568927093e-06,0.9999999999260036,-7.012469569445991e-06
0.1897684448250457,1,8.949349594722378e-11,9.460100208096306e-06,-2.404768867200961e-06,-9.288199532197611e-06,-1.169296839939857e-05,0.9999999998394173,1.169296840127626e-05
-0.9177831446604314,1,2.106500252008203e-10,1.451378741751512e-05,5.563299374984977e-06,-5.763163454179116e-06,-1.998640791941389e-07,0.9999999999632561,1.998640792014827e-07
-0.9721509912680955,1,2.598296577893677e-11,5.097348897116694e-06,1.454675672399722e-05,-1.194591201044345e-06,1.335216552295287e-05,0.9999999997760945,-1.335216552594249e-05
-0.7914766365082294,1,1.467248544884114e-11,3.830468045662455e-06,1.188873995311646e-05,2.341179856071355e-06,1.422991980918781e-05,0.9999999997743707,-1.42299198123985e-05
-0.5987390998431344,0.9999999999999999,3.217992539106262e-11,5.672735265377949e-06,-8.708835633624751e-06,-4.543543979006665e-06,-1.325237961263142e-05,0.9999999997884344,1.325237961543516e-05
0.8174312590484219,1,4.517916596391558e-11,6.721544909015752e-06,-1.113536270096702e-05,3.871785700527547e-06,-7.263577000439468e-06,0.9999999998144306,7.263577001787366e-06
-0.1036978434559309,1,1.195180066027035e-11,3.457137639763617e-06,1.587564141939556e-06,-3.438499679194407e-06,-1.850935537254851e-06,0.9999999997656187,1.850935537688676e-06
-0.5947189325496299,1,2.448692915102413e-10,1.564829995591346e-05,9.342933966045494e-07,-1.258019565568709e-05,-1.164590225908254e-05,0.9999999999975321,1.164590225911128e-05
-0.9844267770811342,1,2.116082586933743e-10,1.454676110663038e-05,-5.858651780427111e-06,2.557249461863456e-06,-3.301402318563655e-06,0.9999999999645816,3.301402318680585e-06
-0.5543776689273985,1,2.150807865142212e-10,1.466563283715439e-05,2.894268632456664e-06,1.220569617265583e-05,1.509996480511249e-05,0.9999999999727437,-1.509996480552406e-05
0.03355815163497045,1,1.898365631358701e-10,1.377811899846529e-05,2.706159758620282e-07,1.377035870139391e-05,1.404097467725594e-05,0.9999999999349704,-1.404097467816902e-05
-0.5770244628987344,1,2.269749943550892e-10,1.506568930899244e-05,1.397635895980901e-06,-1.230455317255243e-05,-1.090691727657153e-05,0.9999999999941332,1.090691727663551e-05
0.4030942016067093,0.9999999999999999,5.527522883852498e-13,7.434731255299345e-07,6.179920555505267e-06,6.803957439622994e-07,6.860316299467566e-06,0.999999999764954,-6.860316301080056e-06
0.8339392790149169,1,8.22206469575093e-11,9.067560143583791e-06,1.089379849560798e-05,-5.003989393104749e-06,5.889809102503229e-06,0.9999999998293564,-5.889809103508287e-06
0.9921111900199535,1,1.109251024367097e-10,1.053209867199836e-05,-1.149859418944163e-05,-1.32031468130237e-06,-1.2818908870744e-05,0.9999999998656713,1.281890887246594e-05
