nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8141618076793711,-53,4503599627370497,-52,5566500953915392,-86,5006924367494567,-69,-7814275768461745,-69,8566674017557521,-71,-5672607264072365,-69,9007199252809088,-53,5672607265289051,-69
4951603109430057,-53,4503599627370497,-52,8759654519668736,-85,8882564588076396,-69,4828521008497507,-70,7419933855925829,-69,4917097180087291,-68,9007199254242446,-53,-4917097180359451,-68
-5664585219844755,-58,4503599627370496,-52,4652497553588224,-85,6473482254348438,-69,4731179024626527,-74,6472231975675905,-69,6620081320195484,-69,9007199253278032,-53,-6620081321270725,-69
-4742424096205642,-56,4503599627370496,-52,6297624646778880,-87,7531531054513765,-70,4930666411189637,-72,-7515201827785434,-70,-6282535224988025,-70,9007199252474050,-53,6282535226569221,-70
-7824875141362146,-54,4503599627370496,-52,5327924110557184,-84,4898452514719686,-68,7443599286818518,-72,8824420963713334,-69,4877435437282824,-68,9007199254622382,-53,-4877435437347052,-68
-8290930575982512,-53,9007199254740990,-53,5228121955500032,-84,4852356962408831,-68,-5909266255315198,-70,7585086183622898,-70,6703279713230800,-72,9007199254474654,-53,-6703279713429012,-72
8332882585995493,-53,4503599627370496,-52,8224123637465088,-85,8606760151083177,-69,-5059154586993966,-69,6534877409702921,-70,-7166863528570022,-71,9007199253967964,-53,7166863529185106,-71
8966557941081947,-53,4503599627370497,-52,5763313535287296,-85,7204950616061043,-69,7124192768411417,-69,-5469335008257256,-72,6440525892379260,-69,9007199253417110,-53,-6440525893325891,-69
6294147597188371,-54,4503599627370496,-52,7981801582624768,-88,5995568249403399,-70,6701323811183855,-70,5617699858144336,-70,6159511834664096,-69,9007199252363729,-53,-6159511836289771,-69
-8805923491901145,-53,9007199254740991,-53,5058062725414912,-88,4772786335611012,-70,4616153521865894,-68,-8026717515616718,-73,8730637199005743,-69,9007199252435834,-53,-8730637201240122,-69
