nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7777654889360691,-53,4503599627370496,-52,6259126000941637,-53,7508474881825968,-53,-8680120738649987,-56,-6073119832613291,-54,-8243150017275788,-54,8189112077879036,-53,4533317775249858,-53
-7854477281158650,-54,4503599627370496,-52,5413527719222568,-56,4937647356692315,-54,5805892765902034,-55,5207583564513394,-56,8409684548158731,-55,4677007602650899,-54,-8097881255511412,-53
7841548587470706,-54,9007199254740990,-53,5641703082708084,-54,5040632093400500,-53,5153131722006310,-55,6109543752013391,-54,8686109613016546,-54,5014777287515845,-53,-7800697373713029,-53
7919493140941801,-58,4503599627370496,-52,6953950013487690,-56,5596231472115518,-54,-6299222691068672,-59,6461043813585514,-55,6067342395393722,-55,6016675408700595,-54,-4541524861306364,-53
-5813058148608285,-57,4503599627370496,-52,6309670064668664,-58,5330687362064349,-55,8805423775340016,-59,-4766196212059191,-56,-7331036480283378,-57,7259194181779620,-55,4548170545390992,-54
-7088812830189718,-54,4503599627370496,-52,5818894938047689,-53,7239609530174903,-53,4971184234018952,-56,6024163906427840,-53,6645561935680209,-53,7631426850933293,-53,-7843605355016081,-53
-6553860932124021,-53,9007199254740991,-53,8715139954750908,-54,6264942222614500,-53,-6014526507496428,-55,7691746615134816,-55,6708880430553552,-57,5617317215265631,-53,-5378744024817446,-56
5192421125692960,-53,9007199254740991,-53,8322269699706663,-55,8657964046873341,-54,-6282909872374588,-55,7413180983076120,-56,-5152638761673056,-56,6812021898318534,-54,6813079098519495,-55
4932784257792436,-53,4503599627370496,-52,5054627110718162,-55,6747446446223508,-54,6599186423154879,-55,6156666534793063,-60,6791582252367162,-55,5406530992514170,-54,-5657336902972847,-53
-4608630457641371,-53,4503599627370496,-52,5044888666922554,-53,6740943364318981,-53,-8053714151497885,-56,4730733578344158,-53,7448038618813845,-54,6794196925580336,-53,-4937004964051138,-53
4810032313709510,-56,9007199254740991,-53,6300839418419888,-59,7533453133446460,-56,7007453990044439,-58,6147432944469558,-57,4825579969745889,-56,6158302556664948,-55,-7057944929994937,-54
7226801244395263,-54,9007199254740990,-53,5567237671228352,-54,5007255685665252,-53,-4570154792521533,-55,-5961693339485226,-54,-8246770735745992,-54,4641629599924084,-53,8001533257441095,-53
-7860120617861746,-54,4503599627370496,-52,5433309311139632,-56,4946660468339938,-54,6322451302117053,-55,-6835968661782620,-56,5808933942451486,-56,5579746368381901,-54,-4688584572031530,-54
-8917288265389326,-56,9007199254740991,-53,7399285530056046,-53,8163751534186757,-53,8888312782316043,-64,-8100648487555868,-53,-8096308491080128,-53,9006433981264011,-53,8096996431519437,-53
4606850634932717,-58,4503599627370496,-52,7559076127048454,-55,8251430473444060,-54,-7173085651970958,-60,-6046655404260666,-54,-6158734867572712,-54,4839140984168312,-53,5731694146836503,-53
-4579697960729121,-53,9007199254740990,-53,4999491998343024,-56,4745072212388281,-54,-6940662425932490,-55,-5909309825852594,-58,-7679326154164064,-55,4766218053625899,-54,7256195586779659,-53
-7442377432098336,-53,9007199254740990,-53,7751479442687855,-53,8355783617310717,-53,8013892354784280,-59,-4691287956427095,-53,-4566070888383591,-53,8988635807603222,-53,4575500797145955,-53
-8002264576496977,-54,4503599627370496,-52,4689361186143272,-57,6499077671565483,-55,5887908330153290,-55,7244230451423846,-59,6340672733367280,-55,7284310776927549,-55,-7840371514548621,-53
-8994084206188162,-54,4503599627370496,-52,7278368415664048,-56,5725282288643049,-54,6935964704631451,-55,-6068122808661569,-56,7803806600601333,-56,5755273275212922,-54,-6106611939680544,-54
-6448923130671927,-54,9007199254740991,-53,5365031090581480,-53,6951539688496913,-53,5200270720178327,-56,-5622917650745106,-53,-4972883810722815,-53,7047516110876939,-53,6355679738670727,-53
6551332350650510,-54,4503599627370496,-52,4887292344059900,-57,6634818457133374,-55,-5037815982535794,-55,-8062630332436671,-57,-7053473565644962,-55,8090329061959935,-55,7852837796491499,-53
7927149167193997,-54,4503599627370496,-52,8829434086508622,-56,6305888998538793,-54,-6153304818765021,-55,5092509280996489,-55,-8486364302148256,-58,6425485289005614,-54,5948062347023105,-56
-6024400371476425,-54,9007199254740990,-53,4679462480757876,-56,4590688998901514,-54,4512035023882575,-55,6888460789524202,-56,7956265418644676,-55,4549749444653091,-54,-7875562030515513,-53
-8783463074158596,-54,4503599627370497,-52,5260945374088208,-59,6883776816016072,-56,-7540286250335655,-55,7671745105382959,-59,-7060802181249220,-55,4632244740996093,-54,6864712002581470,-53
-8791110893388370,-55,9007199254740991,-53,7926580521961389,-55,8449632546451655,-54,-5969365243623049,-56,-5059605482243426,-54,-6551946793149188,-54,7531706446100436,-54,7835500586047274,-53
