nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7044486429874525,-53,4503599627370497,-52,5297338574700544,-81,6907545444088909,-67,-8914769341854475,-66,8608999182118701,-68,-6762519546324800,-66,9007199039793968,-53,6762519707704985,-66
4936703256503497,-53,4503599627370497,-52,6295113969958912,-78,5324534996538361,-65,5722164542257515,-67,8907129052561094,-66,5884105661844926,-65,9007199209659682,-53,-5884105691295056,-65
-6671736711277895,-58,4503599627370496,-52,6693782296723456,-79,7764807203945630,-66,6649529030811453,-71,7762726697013928,-66,7970524479226786,-66,9007199121415293,-53,-7970524597207496,-66
-4661760700252159,-56,4503599627370497,-52,8885642285023232,-81,8946214314868401,-67,5749081399461588,-69,-8927472690157581,-67,-7490202340292184,-67,9007199050610983,-53,7490202510042521,-67
-7830990152566525,-54,4503599627370496,-52,7545295533506560,-78,5829321586008136,-65,8866033916572155,-69,5249722677959187,-65,5803849797744947,-65,9007199243988346,-53,-5803849804673487,-65
-8290596987845860,-53,9007199254740990,-53,7271440936075264,-78,5722557006282692,-65,-6969510222997441,-67,8947358161615929,-67,7911391754473952,-69,9007199231028191,-53,-7911391775301876,-69
8327973588256794,-53,9007199254740991,-53,5731119701950464,-78,5080420115907721,-65,-5971266619223841,-66,7741782554835546,-67,-8401501367224272,-68,9007199185738600,-53,8401501431586531,-68
-8197643170689258,-53,4503599627370496,-52,5014283050024960,-83,6720464757086760,-68,-5342787081318945,-65,5569142385488850,-69,-4994715682225892,-65,9007199026692293,-53,4994715808684562,-65
8961635461595960,-53,4503599627370496,-52,8031105324154880,-79,8505161132540303,-66,8441145978260264,-66,-6835218008579237,-69,7586743727187859,-66,9007199135661173,-53,-7586743827488525,-66
8646139386450989,-54,4503599627370496,-52,6702051652272128,-83,7769601961978564,-68,5657092722844583,-66,6816208999586394,-68,7361144972741182,-66,9007199024908188,-53,-7361145160572336,-66
-8835482871017697,-53,4503599627370496,-52,5133603147087872,-81,6799954885187540,-67,5518993832403514,-65,-5285816166738677,-69,5188630321982347,-65,9007199045267475,-53,-5188630442650341,-65
5313106333623896,-55,4503599627370496,-52,6477626189283328,-81,7638407542453042,-67,6718751010871436,-68,7554895052378652,-67,5457135278907185,-66,9007199040111216,-53,-5457135408943583,-66
4999571510238374,-53,9007199254740990,-53,6055407214657536,-78,5222176718142377,-65,-6388833750656204,-67,-8687693397706033,-66,-5941055136517068,-65,9007199199947684,-53,5941055172658165,-65
-8981427805811543,-53,9007199254740991,-53,8873829782781952,-84,6321722589855237,-68,5867891833332856,-65,7645979107924595,-72,5927626045113517,-65,9007199025578614,-53,-5927626195924982,-65
-8923078500372997,-56,9007199254740991,-53,7963095154556928,-78,5988538416907617,-65,6248300045993789,-76,-5942445378531555,-65,-5939394450774722,-65,9007199254736974,-53,5939394450777371,-65
-6989709022273774,-57,4503599627370496,-52,6060041954131968,-78,5224174833069650,-65,8270863303806609,-71,-5218026703874204,-65,-5088794464752226,-65,9007199207758787,-53,5088794491295747,-65
-9006965002460617,-53,4503599627370496,-52,7993346186280960,-80,5999902574707218,-66,-5164313464467742,-65,-5537727095948736,-73,-5185945210936292,-65,9007199078243668,-53,5185945312555613,-65
-4932346612111887,-53,4503599627370497,-52,6775004557475840,-78,5523758503092039,-65,5297089713408685,-67,-4621949311058467,-65,-6595353765412592,-66,9007199216040422,-53,6595353793750363,-66
-8750701973461485,-53,4503599627370496,-52,4650553141362688,-79,6472129385991552,-66,4905337141948953,-65,6134152103318125,-68,5672106154863719,-65,9007199086038374,-53,-5672106261100869,-65
-8175437741724857,-53,4503599627370496,-52,8768478999740416,-79,8887037611694569,-66,7188331204403899,-66,-7460046723729285,-67,6916615685078513,-67,9007199150977633,-53,-6916615764758252,-67
5940378194158077,-53,4503599627370496,-52,8036785753948160,-83,8508168466448868,-68,-7762747070579224,-66,-6395520940853214,-68,-4680813652896264,-65,9007199025542068,-53,4680813772005151,-65
6309601837629993,-53,4503599627370496,-52,5905987517022208,-79,7293586659650520,-66,-6634887919085983,-66,-5205038845927097,-66,-5919963382506540,-65,9007199106327574,-53,5919963480050959,-65
7008040973310335,-53,9007199254740991,-53,4701093464375296,-78,4601287078024415,-65,-5841083407602411,-66,5781091840128624,-66,-7678920636644736,-73,9007199161500738,-53,7678920716134986,-73
