nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7565565694913760,-53,9007199254740991,-53,7366577313808384,-81,8145687797290464,-67,-5609689441288687,-72,-8840827431630949,-68,-4595716510855746,-67,9007199254722976,-53,4595716510864938,-67
-8851272300812751,-53,9007199254740991,-53,7111374652047360,-81,8003347328843411,-67,7136876386734480,-67,5930954758874765,-69,8619615076453171,-67,9007199232926010,-53,-8619615097329444,-67
8328488573128346,-54,4503599627370497,-52,5307882719412224,-83,6914416625756823,-68,-6297389170511149,-69,6131089792994127,-68,5964790415477105,-69,9007199249945001,-53,-5964790418653129,-69
-5604950705829496,-55,4503599627370496,-52,4563829564375040,-82,4533614576196557,-67,7573385064935319,-69,-8956836385354090,-68,-5170143852886430,-68,9007199193479669,-53,5170143888050508,-68
-7137711930936698,-54,4503599627370496,-52,5135197519478784,-80,4809040822783536,-66,6207141619018687,-70,8830884735243270,-67,4803388718810303,-66,9007199253155021,-53,-4803388719656075,-66
-8309221648271088,-53,4503599627370497,-52,4790196654571520,-78,4644688134693189,-65,-5631618845019338,-67,7170948256911586,-67,6157317647568992,-69,9007199239327690,-53,-6157317658105519,-69
8592835685129075,-53,9007199254740991,-53,6970473015410688,-79,7923663253167650,-66,-4509353374289201,-66,4751314449240482,-67,-8534784598675840,-68,9007199217778144,-53,8534784633700040,-68
8585817849945369,-53,4503599627370496,-52,6630117258297344,-79,7727793166731446,-66,6967433918150924,-67,4672007756979931,-67,5819720837565428,-66,9007199232644046,-53,-5819720851842680,-66
-6604848040355479,-53,4503599627370496,-52,5507391869157376,-79,7043165193252315,-66,-5511033363298988,-71,4788795412976275,-66,4616575620373182,-66,9007199254649738,-53,-4616575620419954,-66
6667666711405049,-55,4503599627370496,-52,7030376132247552,-84,5626899619636421,-68,5878229016373803,-68,5529702187230470,-68,5703965601802136,-67,9007199150423984,-53,-5703965667862697,-67
5167118646883694,-53,4503599627370497,-52,5989889971585024,-81,7345211534601381,-67,-5586642715062144,-68,-6016387383436059,-67,-8809708740967131,-67,9007199244934927,-53,8809708750558190,-67
-7195142284544906,-54,9007199254740991,-53,5077293441482752,-83,6762558221725324,-68,7469760313915259,-70,-6199724937853717,-68,-8664569718749804,-69,9007199252480699,-53,8664569720924117,-69
-8906598747785257,-56,9007199254740991,-53,4716888508596224,-79,6518125087732227,-66,7891118191078852,-77,-6468141742424019,-66,-6464288657369781,-66,9007199254739383,-53,6464288657370936,-66
