nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8781423708510918,-62,9007199254740990,-53,5814522139420257,-70,5117253144063773,-61,-4911282566591284,-74,-6015545145691331,-71,-6629455466515242,-71,5836533248479990,-70,5115436149779984,-53
-6143793280750272,-64,4503599627370497,-52,7622440063287129,-76,5859045846268303,-64,5154657438233884,-77,-8103275052511275,-80,8283496113339949,-78,8414989314264206,-76,-8866452140616815,-55
6302805131517360,-65,9007199254740990,-53,5925242614032220,-77,7305466505109073,-65,8635806514685815,-78,5832997813666662,-77,5075450535504785,-76,5076294596808031,-76,-9005701581941164,-53
4696757623165837,-67,9007199254740991,-53,6938515130563158,-79,7905478373445694,-66,-6213753882933672,-80,6190361867578187,-78,4636923396844769,-78,5675947831964646,-77,-7358364488331580,-54
-4827715441255407,-68,4503599627370496,-52,6133518250334040,-82,5255750232523852,-67,7684533884695623,-82,-8798224430022007,-81,-4955957487674196,-81,6472029590596097,-79,6897263982594928,-55
-8750542458206200,-65,4503599627370497,-52,5957681129950191,-74,5179865878267112,-63,8746521295974669,-78,5553236280321469,-74,6099893861319886,-74,6238897564951741,-74,-8806517316510008,-53
-5343829307612844,-65,9007199254740991,-53,6682299402193103,-78,5485836408214790,-65,-8450799767066900,-80,5286114483884546,-79,8485716802808768,-82,7386230693332564,-78,-5173988278703285,-56
8190333905844395,-66,9007199254740991,-53,5729973413972740,-79,7184080474495046,-66,-7743017019458862,-80,5200302397844236,-81,-5142865820536744,-80,7742524888508027,-79,5982908399135649,-54
6948327751156248,-70,9007199254740990,-53,8901930725828856,-79,8954410298810392,-66,4737642231959566,-82,7552564891943351,-78,7848667531440824,-78,6412972072696780,-77,-5511836909510756,-53
4909411988098807,-65,4503599627370497,-52,8947289306943188,-79,8977194304316395,-66,5944375889187706,-79,7435995651536581,-80,4831186857477998,-78,6124288443862707,-78,-7105390783119983,-53
-8448871798109463,-63,4503599627370496,-52,7283525850007974,-72,5727310390055640,-62,-7981366502436736,-76,4964433662387566,-72,8931196511970540,-73,7346322654356816,-72,-5475192851681894,-53
5138048220013908,-65,4503599627370497,-52,6661741824207980,-77,7746201391280956,-65,-5369995398064911,-78,-6421799438869097,-77,-4553398568950776,-76,4560718475251384,-76,8992742792467912,-53
-4985041263083244,-65,4503599627370497,-52,8210255455739719,-76,6080765035017056,-64,6451578779789643,-78,-8459621974935182,-76,-6846727279987771,-76,5048024915045676,-75,6108313438580034,-53
