nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-5620124968908855,-68,4503599627370497,-52,4763280005579101,-83,6550100160789509,-68,-8046685023857626,-88,-4927958812565894,-84,-5430876626556996,-84,4781311506240038,-83,5115436197732925,-53
-7864055814523938,-71,9007199254740991,-53,6244303626063711,-89,7499579119327799,-71,8445391672350814,-91,-6638203637230821,-93,6785840763043109,-91,6893559973917704,-89,-8866452180720900,-55
8067590785703050,-72,4503599627370496,-52,4853959190888931,-90,4675498775891080,-71,7074453152633176,-91,4778392165314226,-90,8315618741630814,-90,8317001535882992,-90,-9005701707421331,-53
6011849732578301,-74,9007199254740991,-53,5684031882619924,-92,5059506287033262,-72,-5090307278008213,-93,5071144627308069,-91,7597135615612032,-92,4649736564724156,-90,-7358364640940305,-54
-6179475756468712,-75,4503599627370497,-52,5024578222909280,-95,6727360345988335,-74,6295170193482395,-95,-7207505521712566,-94,-8119840849942737,-95,5301886664399635,-92,6897264038413903,-55
-5600348071805707,-71,4503599627370496,-52,4880534014992781,-87,6630229433630562,-70,7165152596900517,-91,4549212649007323,-87,4997034686313605,-87,5110906519733524,-87,-8806517381739456,-53
-6840101591710949,-72,4503599627370496,-52,5474139807891399,-91,7021870690776597,-72,-6922895335381628,-93,8660770178614423,-93,6951499372931180,-95,6050800322043382,-91,-5173988285739144,-56
5241813724446928,-72,9007199254740991,-53,4693994279140000,-92,4597811532285131,-72,-6343079617486770,-93,8520175559946245,-95,-8426071455000418,-94,6342676449485590,-92,5982908408959553,-54
8893859395739650,-77,4503599627370496,-52,7292462240858524,-92,5730822823168054,-72,7762153106514447,-96,6187061506663832,-91,6429628791242408,-91,5253506886069224,-90,-5511837036923676,-53
6284047377198963,-72,4503599627370496,-52,7329619480964421,-92,5745404386397784,-72,4869632812387178,-92,6091567673105665,-93,7915416648940010,-92,5017017138845944,-91,-7105390809736892,-53
-5407282096322710,-69,4503599627370496,-52,5966673605786179,-85,7330962969168513,-69,-6538345565167160,-89,8133740642317038,-86,7316447446671143,-86,6018116748357861,-85,-5475192883802895,-53
6576701887983708,-72,9007199254740990,-53,5457299272580366,-90,4957569058565116,-71,-8798200971810553,-92,-5260738413349440,-90,-7460288656302078,-90,7472281530829682,-90,8992742865476006,-53
-6380853193278842,-72,4503599627370496,-52,6725842205376785,-89,7783379786427956,-71,5285134022680861,-91,-6930123199654255,-89,-5608839693984040,-89,8270684969319939,-89,6108313507166356,-53
-7136796986314878,-68,4503599627370496,-52,5792039452741541,-77,7222884011401819,-65,7164395494490751,-88,-5747761368555056,-77,-5744263128567512,-77,5792177956728290,-77,8932688697965112,-53
-7074564521992278,-72,9007199254740991,-53,6597925212915085,-92,5451092874855718,-72,-8559380848606776,-92,-7403993407048654,-93,-6130688776065552,-91,6595174002824983,-91,8372839799400816,-53
-5143014483280724,-65,9007199254740990,-53,8408940237365918,-78,6153901211392812,-65,4901646332726545,-86,-4617716669748741,-78,-4598569613761528,-78,8409002658018728,-78,4925700999564978,-53
-8976066007440171,-70,4503599627370497,-52,7085686553719869,-85,7988879185842897,-69,4970113713978305,-89,-5887890615464252,-85,-5577258508340608,-85,7128835517607725,-85,7046800077760984,-53
-6762874873950281,-73,9007199254740991,-53,7224765890845172,-93,8066901880381264,-73,7557590121782895,-93,4918820115050118,-92,8697615175941566,-92,4618310790667869,-91,-8481580872498584,-53
-5667887377137824,-73,4503599627370496,-52,4520119369493406,-90,4511851937743598,-71,-7050468774309692,-93,-5127491826295014,-90,-6008800423083726,-90,6262300662144457,-90,8642584508894123,-53
6536858349536166,-73,4503599627370496,-52,5128488287963944,-91,6796566477663317,-72,7590266229460674,-93,-5982406106752304,-91,-8169679098774271,-92,8164515422835018,-91,4506447944488110,-53
6664193187643425,-74,4503599627370496,-52,7594431620894932,-91,8270704857260127,-72,7019116364947362,-94,-8620106814979936,-91,-7742717269361516,-91,5046236151733825,-90,6910120248167674,-53
-5960622381475711,-75,4503599627370496,-52,8697588776288256,-101,8851040342458461,-77,8287999385744471,-94,6144107324722693,-95,5680026524052909,-93,8711395874373452,-90,-5872896997467479,-56
-6276753055289209,-72,9007199254740991,-53,4654137680455147,-91,6474623189565364,-72,5063432452900665,-92,-5700455894336021,-92,-5096187531482848,-95,6119515910019728,-91,7500981647982130,-57
-7024108866984756,-69,4503599627370496,-52,5551359312348669,-85,7071223335532997,-69,6756275071718686,-89,-6144954213496722,-88,-5533633355274758,-89,5583911635080527,-85,8926097239882612,-57
5712367678624321,-73,4503599627370496,-52,6154057309307496,-90,5264542734655491,-71,-5618883501164643,-92,-7867735593709295,-90,-4636228234500228,-89,5255729129286050,-89,7945506792940886,-53
5858082342617072,-72,4503599627370497,-52,4677486769233837,-92,4589719781310394,-72,-6410130388486330,-92,-6770421424349574,-93,-4897670550330558,-91,5034946226870365,-91,8761621781673920,-53
-5974683808173926,-72,4503599627370497,-52,7755417959547688,-95,8357906129255272,-74,-8167656110938276,-92,4757955464493092,-94,-6978167244815003,-92,4692898524441571,-91,6696686757619050,-53
8361848365027850,-73,4503599627370496,-52,4807456862070491,-92,4653048563320653,-72,8990233528344983,-94,-6544902362262628,-93,-8199142392360546,-95,6108935828612546,-92,6044531430505974,-55
-5836972024851382,-72,4503599627370497,-52,4667031300297434,-91,6483585493374166,-72,-7273312509819391,-91,8330593838715865,-91,8458250631171792,-94,4663141239731121,-89,-8168865670675671,-57
5667953713524605,-73,4503599627370496,-52,6092676496295125,-87,7407965388472560,-70,-5681581161267457,-92,-6342519335046583,-87,-6520068746336191,-87,6658336702445868,-87,8820154488625731,-53
-5332488688809452,-74,9007199254740990,-53,5502598435348154,-90,4978102074385721,-71,5979200716745039,-94,6125761146338879,-90,6499461191135444,-90,6918151526658247,-90,-8462078601694252,-53
-5069590858523436,-70,4503599627370496,-52,8570285220324418,-88,6212659118663434,-70,-4656213924562264,-89,-5716769565478432,-88,-8044876527759564,-88,4760029101854440,-87,7611487694170730,-53
4745012145981626,-71,9007199254740991,-53,5776647349387645,-90,5100559464426717,-71,-6258416578435522,-92,5410609235640862,-91,4562801892846202,-92,6266306720366076,-90,-6558578703976073,-55
-6958327196197308,-73,4503599627370496,-52,5107006307549500,-92,4795822317773950,-72,4928462471529877,-92,7649056427746421,-92,6288759449638149,-91,7072093656907865,-91,-8009524785167033,-53
7673059490815932,-74,9007199254740991,-53,7477002084056414,-93,8206512511366188,-73,-5675809839261942,-94,-8974241071793023,-93,-5906072995711997,-92,6202714453263343,-92,8576434831275386,-53
-7678056173023932,-70,4503599627370496,-52,7625682255056226,-87,8287704116619635,-70,7954096133922795,-89,7168731298627358,-88,5572889682794378,-87,8229837970753188,-87,-6099285061990762,-53
-5199733654430300,-60,9007199254740991,-53,7567414615505757,-68,5837859679929775,-60,5093333801310273,-79,6880411916497324,-69,6885385875287666,-69,7567415645780580,-68,-8195405859472656,-54
-6322281785073889,-72,4503599627370497,-52,4611024303693396,-92,4556995428559247,-72,-6315781912803658,-92,8238024833871453,-95,-5286028808569726,-92,4552684241592981,-91,5229037664209844,-53
