nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7470868418784767,-53,4503599627370496,-52,7115021349392830,-53,8005399115329438,-53,-6223000743718557,-56,-7036802304923180,-54,-8592552490852819,-54,7936445694708923,-53,4875912679874445,-53
-6951502503257741,-54,4503599627370497,-52,6621385511185776,-56,5460775523756004,-54,6767576005511919,-56,5117707854809081,-57,4663214966458230,-55,5859412010772318,-55,-7168382474787490,-53
5962896723387768,-54,4503599627370496,-52,6892630496662326,-55,7879295417278244,-54,6664368481649195,-56,6937581407698193,-55,5134882824261395,-54,5465174851811276,-54,-8462842269820702,-53
8931484447509460,-58,4503599627370496,-52,7313639487938852,-57,8116366683757401,-55,-5379848305658500,-59,6443885530409127,-56,5771404492201814,-56,5712159946606457,-55,-4550309403700463,-53
-8304338987489207,-58,9007199254740990,-53,5325812093630784,-59,6926084804609438,-56,8299901606535740,-60,-7639613468668862,-58,-5564638067034927,-58,5539138467635336,-56,4524332090916063,-54
-6223284779768365,-54,4503599627370496,-52,5238732925702038,-53,6869229309330887,-53,8273961376575100,-57,5068411715914233,-53,5585534301950177,-53,5978581251635406,-53,-8415043349639828,-53
-4658741892296602,-53,4503599627370496,-52,4894541883473301,-54,4695003408152080,-53,-6394517307442158,-56,8154352984173684,-56,7039342706926104,-58,5668305391725529,-54,-5592920458753701,-56
6601062965357053,-54,4503599627370496,-52,7411974423054026,-56,5777591647888050,-54,-5293149875198859,-56,5823719443210082,-57,-4762580307187636,-57,5409664316077914,-55,7929791441226786,-55
6325717425605963,-54,9007199254740991,-53,4999074559463480,-56,4744874110363420,-54,5558024727795132,-56,5220934515369141,-59,6210641542216275,-56,8970245973667454,-56,-6236226524303748,-53
-4961663065848577,-53,9007199254740991,-53,5559006854106103,-53,7076092310972530,-53,-6111039012788134,-56,8853964870820902,-54,7326205117623868,-54,6258639265555473,-53,-5271800025183642,-53
5941872348522999,-57,4503599627370496,-52,7626740414191936,-61,8288279108163082,-57,5414344748301620,-59,7895912030177144,-59,6655128389239382,-58,8419567084210318,-57,-7119613973998618,-54
5270657361609051,-54,9007199254740990,-53,6726418880253824,-55,7783713453442257,-54,-5261742998143242,-56,-6726284500846702,-55,-4678577999959162,-54,4905165352163184,-54,8591124100616829,-53
-5116840684036369,-54,4503599627370496,-52,6754143155264168,-56,5515247646049513,-54,5947896220330834,-56,-7594534663457309,-56,-6586553772505900,-58,7176538820735614,-55,8266715155168003,-56
-8913156231966930,-56,4503599627370496,-52,8402538815948064,-53,8699617311177524,-53,4854496721812059,-63,-8631619743604972,-53,-8626879024150077,-53,9004760159020170,-53,8629215764200924,-53
4534962556483302,-57,4503599627370496,-52,7745698578171494,-56,5906227664963256,-54,-6433964068531033,-59,-6272222593482295,-55,-6674345347765485,-55,5096886241564596,-54,5897439690926186,-53
-6035895005382578,-54,4503599627370497,-52,5716326700391608,-57,7175520440750157,-55,-6336562131108883,-56,-8494447268318478,-59,-7398368039648693,-56,8483995613671338,-56,7854621587220071,-53
-7478275145505803,-53,9007199254740991,-53,8609233034321088,-53,8805968281264045,-53,4975283124058137,-59,-4887728758249940,-53,-4809989959436532,-53,8983793055866104,-53,4822521813284531,-53
-4736750958863591,-54,4503599627370496,-52,4978802796703828,-59,6696646088899509,-56,4520085516830289,-56,5601435270560201,-61,4695130369035295,-56,5031206378105119,-56,-8405533699616193,-53
-5648743036932102,-54,9007199254740991,-53,5286164724115212,-57,6900256441864220,-55,6456965922707668,-56,-4959637183446444,-57,7954294661968892,-57,4705852530149977,-55,-7612426918634558,-54
-7382654314084378,-54,9007199254740991,-53,5909298289404986,-53,7295630688869250,-53,8281114174129553,-57,-5462051218536194,-53,-4944481582653097,-53,6561432547771758,-53,6787531610224020,-53
8206527591766179,-55,4503599627370497,-52,5276469664748720,-60,4874741717875324,-56,-8616511807884956,-57,-6471706469989531,-59,-5117219212691169,-56,5722937478061210,-56,8053873252257327,-53
5055228852695858,-54,4503599627370497,-52,7207352727890432,-57,8057174574210873,-55,-6025894678104227,-56,8906638370475400,-57,-6290301971466108,-58,5588854172678039,-55,5068838931821353,-55
-7418369516257757,-55,4503599627370496,-52,4641672299357900,-57,6465946742398083,-55,7581671040735791,-57,6479728105563504,-57,7030699573149648,-56,7577718939110633,-56,-8356988754060830,-53
