nx_1_significand,nx_1_exponent,nx_2_significand,nx_2_exponent,nNorm_1_significand,nNorm_1_exponent,nNorm_2_significand,nNorm_2_exponent,sSquare_1_significand,sSquare_1_exponent,sSquare_2_significand,sSquare_2_exponent,s_1_significand,s_1_exponent,s_2_significand,s_2_exponent,znxnz_1_significand,znxnz_1_exponent,znxnz_2_significand,znxnz_2_exponent,sny_1_significand,sny_1_exponent,sny_2_significand,sny_2_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-5851378803586176,-71,5559391684492608,-119,6214519066223774,-89,6734874525943296,-145,7309799662563872,-118,8946863017295872,-172,5737631134577721,-85,5986065684515550,-138,-6150747027915618,-102,-6829849599025090,-157,5939780791957223,-104,5491303645778284,-160,-4665801829926312,-102,6214518917921027,-89,6762519725234102,-66
5891866900931914,-65,8287127805869066,-118,6414925011467165,-76,-8114066094953072,-131,8966757178756791,-102,-8898040781864960,-156,6354737153413255,-77,7089860845436826,-132,8150648254514232,-91,5159867016897934,-144,6343655057307148,-89,5655853307799485,-143,8381317120935706,-89,6414924979360266,-76,-5884105704145626,-65
-5784642584591872,-70,7190576595036000,-121,6771190500693601,-77,7748277474065994,-133,5032072030166604,-103,-5592542548590592,-158,6732375170764002,-78,-6971802107195766,-136,4998804460089803,-95,-7209120021843852,-148,5835654344938641,-90,4894264477545731,-144,5991866984316448,-90,6771190400465586,-77,-7970524626206243,-66
-4637543938021920,-69,8170566019572984,-120,8913861710468846,-79,8988912595212504,-133,8793564725749925,-107,4543204594548736,-161,8899740987483366,-80,7817956302601685,-135,5689506261344820,-95,-4765399708186660,-150,-8834961489602720,-93,-8010869755226736,-146,-7412584924266516,-93,8913861508454144,-79,7490202685136450,-67
-5067552601620264,-65,-7121427208937910,-119,7543674501602488,-76,-7810861099545476,-130,6319306604289920,-101,-5372198109839360,-155,7544484988164533,-77,-4900950597387157,-137,7425446256402533,-92,6453169855007947,-147,8793454671189326,-89,4740301437371234,-142,4860817726619822,-88,7543674492596974,-76,-5803849814517834,-65
-5266613213552460,-64,-4647458518857525,-117,7269608220293317,-76,6810694264026052,-130,5868697415288416,-101,5566790595772416,-155,7270524533022786,-77,5559759043428983,-130,-5625012545587062,-90,8077980064734492,-145,7221311166171247,-90,-8446237204334606,-144,6385194482336739,-92,7269608201154987,-76,-7911391837257779,-69
4695607847037850,-64,6653932190260834,-120,5726967611116628,-76,-7907327834661360,-130,7287934014117217,-102,6740926475010048,-159,5729043280538127,-77,-7294805656491858,-132,-7593314982487347,-90,6423268593963978,-144,4922388934797207,-90,-6165552336542616,-144,-5341852095380280,-91,5726967567243449,-76,8401501431167530,-68
-4601464728336036,-66,6442413300619716,-120,5675889606042257,-80,-6347171368895608,-135,6319504727312212,-111,-6732240977395712,-165,7544603254656850,-82,-6421702373472276,-136,-6733518112457266,-93,-6642143665800712,-146,7018794110543419,-97,-4575808044047190,-150,-6294843480548303,-93,5675889462337293,-80,4994715795906078,-65
8424766554697280,-65,8102981074191316,-120,7960328199825428,-77,-7927061464454600,-131,7097681778468262,-103,-8946208571654144,-158,7995638437636362,-78,4563323360625910,-133,7460065051211126,-90,-7945427771078118,-143,-6040787714113475,-93,5093918977445619,-146,6704966586946941,-90,7960328094585783,-77,-7586743828572596,-66
5423963520092432,-69,5967661502953916,-119,7089389219248896,-84,7594127949606950,-138,5275053710564775,-114,5049859337879552,-168,4874087599259873,-83,6937509867745628,-138,8905172635215355,-98,7668520221557087,-154,5364904322844174,-99,7257263581429707,-153,5793812398318721,-97,7089389038352021,-84,-7361145288251315,-66
