nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-6947526625063957,-53,4503599627370497,-52,5347016313929728,-81,6939858886023243,-67,-4704779457307224,-65,8833536804964652,-68,-7201174713373285,-66,9007199008541028,-53,7201174910207945,-66
4935699045472523,-53,4503599627370497,-52,7143729680875520,-78,5672080599641241,-65,6090928952251636,-67,4744674044451961,-65,6267406282514870,-65,9007199203641143,-53,-6267406318071263,-65
-6739284235889707,-58,4503599627370496,-52,7596696091492352,-79,8271937824584015,-66,7153051761475848,-71,8269676317136663,-66,8493209184682783,-66,9007199103536365,-53,-8493209327259017,-66
-4656315918338117,-56,9007199254740991,-53,5035506630918144,-80,4762132483102986,-66,6112819102614913,-69,-4752179492543170,-66,-7976154209432612,-67,9007199023423695,-53,7976154414271256,-67
-7831401379509621,-54,4503599627370496,-52,8553984675545088,-78,6206748117760039,-65,4720319383999227,-68,5589553977271323,-65,6179593900271226,-65,9007199242550711,-53,-6179593908634646,-65
-8290574331794432,-53,4503599627370496,-52,8233461802336256,-78,6089352634309396,-65,-7416267281547275,-67,4760498187888988,-66,8418916376922804,-69,9007199227890551,-53,-8418916402019575,-69
8327640065588838,-53,4503599627370496,-52,6490277418106880,-78,5406441617341048,-65,-6354349007584952,-66,8240532578018826,-67,-8936330874302156,-68,9007199176594744,-53,8936330951833552,-68
-8203402647189865,-53,9007199254740991,-53,6101590528229376,-83,7413382605707217,-68,-5690653873137961,-65,6122484828665262,-69,-5307998571346382,-65,9007198996392356,-53,5307998723592845,-65
8961292822401216,-53,4503599627370496,-52,4547449062424576,-78,4525471235465057,-65,8984995250899088,-66,-7301066242565249,-69,8072361970578432,-66,9007199119812315,-53,-8072362091503162,-66
8804181229130764,-54,4503599627370496,-52,6752631334633472,-83,7798865040815316,-68,6142346086812792,-66,6804002368210268,-68,7843346678865359,-66,9007198993428300,-53,-7843346906412906,-66
-8837386899840143,-53,4503599627370496,-52,5939995873378304,-81,7314555789920371,-67,5878038517510569,-65,-5654522116982444,-69,5524630885199166,-65,9007199017228201,-53,-5524631030879360,-65
5311684736396601,-55,4503599627370497,-52,7342794200842240,-81,8132527925162182,-67,7148704663375658,-68,8043660926011487,-67,5809006628849658,-66,9007199011632560,-53,-5809006785637411,-66
4999464289737773,-53,9007199254740991,-53,6865888850477056,-78,5560684712207276,-65,-6802139541154761,-67,-4625464415469000,-65,-6325999300757690,-65,9007199192626342,-53,6325999344382487,-65
-8979433025959423,-53,9007199254740990,-53,5267602368626688,-83,6888130670143111,-68,6245695023612748,-65,8646969942989612,-72,6313249476292354,-65,9007198995004119,-53,-6313249658344919,-65
-8923094173091215,-56,4503599627370496,-52,4511850880303104,-77,6374883519451050,-65,6650568393860676,-76,-6325816657645741,-65,-6322569309797176,-65,9007199254736441,-53,6322569309800371,-65
-7020744920346538,-57,4503599627370496,-52,6889310749982720,-78,5570161337561214,-65,8844182221158507,-71,-5563547650396422,-65,-5425357303190820,-65,9007199201493534,-53,5425357335263663,-65
-9006994544191818,-53,4503599627370496,-52,4527048873738240,-79,6385611266097485,-66,-5499093384651431,-65,-5509269742384643,-73,-5520613969582621,-65,9007199054620171,-53,5520614092238931,-65
-4754427931350256,-53,9007199254740991,-53,7510246352224256,-78,5815766731337992,-65,5722419379323065,-67,-4939558309875387,-65,-7017906930089242,-66,9007199206132434,-53,7017906967962318,-66
-8750206408205185,-53,9007199254740991,-53,5274018714222592,-79,6892324530391454,-66,5220042241340167,-65,6538620519858210,-68,6037369806322443,-65,9007199063675908,-53,-6037369934390065,-65
