nx_1_significand,nx_1_exponent,nx_2_significand,nx_2_exponent,nNorm_1_significand,nNorm_1_exponent,nNorm_2_significand,nNorm_2_exponent,sSquare_1_significand,sSquare_1_exponent,sSquare_2_significand,sSquare_2_exponent,s_1_significand,s_1_exponent,s_2_significand,s_2_exponent,znxnz_1_significand,znxnz_1_exponent,znxnz_2_significand,znxnz_2_exponent,sny_1_significand,sny_1_exponent,sny_2_significand,sny_2_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7249340476122016,-77,-7996417725755984,-127,5885375641557979,-101,-5861766391657152,-156,5115162341402476,-140,-4644337115725824,-199,4799650322125538,-96,7568044711404927,-150,-6465972512791828,-121,6135750424974065,-174,5768783340465584,-124,-6879821238685788,-178,-5744874595233629,-121,5885375641551462,-101,8792171192513394,-73
7810669154128345,-72,-8770810049660900,-127,5529104158972698,-89,5796784120793696,-143,6295909543637444,-128,-4868637487792128,-183,5324871442080451,-90,-6140075329291279,-149,4654841274852228,-110,-6083050320991757,-163,6949827680406520,-109,-5430101513469888,-162,4638624158916317,-108,5529104158969789,-89,-7556560857952704,-72
-7654471605360064,-78,4641537856251292,-125,5691264087081276,-90,5511129371598236,-144,6872969950802714,-130,-8952223673352192,-185,5563551465508674,-91,5983339208119905,-145,5557557388702025,-116,7096308581163743,-170,6253833187309450,-110,6416007248686372,-163,6340670021507920,-110,5691264087072639,-90,-5017486222613566,-72
-6468186299451776,-76,7942528443112648,-127,7783961820377063,-92,4713680868553128,-147,6646519332984655,-133,-6007731534168064,-187,7737346055507727,-93,-6131447009883221,-147,6929355260496790,-115,-5290729587130784,-174,-5074202527163618,-112,7566859363889930,-166,-8416066239203038,-113,7783961820358260,-92,4869318947540230,-73
-6608260671485552,-72,-7957941453656376,-127,6446462812857367,-89,8582529686573312,-147,4617746324534516,-127,-6719115557339136,-183,6449260519852664,-90,-5060671942383494,-143,8274205340588138,-112,-5339222913629136,-166,4916415211611747,-108,4920024241832112,-163,5433553045398506,-108,6446462812856564,-89,-7591930080400516,-72
-7087260610213058,-71,5016821333801194,-124,6580584826654360,-89,-5059187550870928,-143,4812481697603272,-127,-5246319731933184,-181,6583842461671365,-90,-8684329311339883,-144,-6852093456721532,-110,-8424484971578878,-165,8792551902150586,-110,8202190413501052,-163,7761833781716219,-112,6580584826652445,-89,-5312019014703769,-75
6304610685790480,-71,-5273296296386528,-124,5142945298632474,-89,6718593044948864,-149,5889928847501120,-128,5075345673814016,-186,5150328277192123,-90,-4715786313098397,-144,-4577220288814974,-109,5240331705883845,-162,5864983410149414,-110,-5697963651193370,-163,-6578914334961067,-111,5142945298628156,-89,5761056053879544,-74
5589958254785886,-71,7126295007739696,-126,6986091662372846,-90,-5457825860992208,-145,5614177598216627,-129,4666327348281344,-186,7111119200142856,-91,8446963750904655,-146,8678721684916757,-110,6727075783975488,-168,-5856163205244647,-113,-5486920163126644,-170,7946701284261176,-110,6986091662362973,-90,-5122858770295335,-72
6098593098195200,-78,5343724080806199,-125,8624411807556912,-97,8500412244928752,-151,7660055159280819,-137,-8980810975674368,-192,8306361605537594,-95,5502161915079523,-149,8729624665433670,-120,5410282161674621,-174,8097484106241296,-117,-7699054523056048,-172,4594343594710252,-116,8624411807540127,-97,-4798259768407481,-72
-4993092223542260,-72,6163688055161864,-127,5890436771692479,-92,-8400562361858640,-148,5083021633249450,-138,4503599627370496,-193,4784547453356314,-95,7290166039531797,-149,4639618316756723,-111,-4712150810053556,-166,-5370572502546531,-117,-5137761917198908,-170,4555703121404433,-111,5890436771678333,-92,-6966228032058745,-72
6130965360474984,-75,-8118503080472040,-128,5849027500842833,-92,-6746945671577024,-147,7230851364329770,-134,-5383208929591296,-188,5706562845528558,-93,6623415724436496,-150,5899092182085527,-114,-4504114865407026,-167,6430432161383006,-113,-5650886261662997,-166,4689989126212884,-112,5849027500827665,-92,-7222340219188637,-73
7612409733796346,-72,4999849167370417,-126,5209757323872844,-89,-4912542005076752,-147,5949493346113415,-128,-8338696185053184,-182,5176305247625918,-90,4926537005502708,-144,-4844305501326841,-110,-5419881079464339,-163,-6546180677291659,-109,-8015216253354645,-162,-8968333427955081,-109,5209757323869527,-89,7752718710950151,-72
-7902727359443164,-74,5606836335574628,-129,7066205524514421,-89,7368563329096976,-144,5453961441633598,-127,5541538603991040,-184,7008916994262969,-90,-6334124159883316,-146,6515860736979150,-119,-4557658981022348,-173,-6160189649187347,-108,-4606783544013392,-161,-6157008076561869,-108,7066205524514421,-89,7848257224651456,-72
-8636957984595424,-76,7966877354286846,-127,5527501952600309,-89,4806929137737344,-147,5509259956072348,-128,8817533498949632,-182,4981114442095727,-90,-6616478616828627,-145,5269013288074888,-114,-6057574441864080,-169,-7798446924823758,-109,-8482213937031919,-166,-7633790259571418,-109,5527501952597260,-89,6219723713037518,-72
-7758995027149346,-72,-5096975599363780,-125,6689713908055832,-91,8488002165014628,-145,5301908928088936,-131,-8030832929275904,-186,6910524592662071,-92,-5370770544770043,-145,-4994532308447805,-110,-4610816365591208,-165,-5683055312811923,-116,5926676538032331,-169,-5083330047710491,-110,6689713908042255,-91,6844323575974846,-72
