nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8211411448441960,-53,9007199254740990,-53,5446602646880256,-86,4952708112833329,-69,-7474016335841417,-69,8141616623319498,-71,-5438612180011542,-69,9007199253003580,-53,5438612181060604,-69
4952945171469738,-53,9007199254740991,-53,8043692061360128,-85,8511823373428808,-69,4631832378795722,-70,7109405240318338,-69,4712660714858100,-68,9007199254282481,-53,-4712660715097998,-68
-5573414009972141,-58,4503599627370496,-52,8543746513698816,-86,6203032614410629,-69,8925253014715755,-75,6201872828156055,-69,6341329906510989,-69,9007199253396469,-53,-6341329907457572,-69
-4749678356187339,-56,9007199254740991,-53,5792605212246016,-87,7223236764134975,-70,4736671873312578,-72,-7207527954929188,-70,-6023359986601044,-70,9007199252655309,-53,6023359987995797,-70
-7824323104179052,-54,4503599627370496,-52,4899037266313216,-84,4697158971872506,-68,7137140058264243,-72,8461935271392122,-69,4677038889337576,-68,9007199254631932,-53,-4677038889394206,-68
-8290960388801450,-53,9007199254740989,-53,4815072803160064,-84,4656732769020945,-68,-5670995742369042,-70,7279145990989418,-70,6432600994481504,-72,9007199254495700,-53,-6432600994656682,-72
8333321137877177,-53,4503599627370496,-52,7572972235653120,-85,8259011434617887,-69,-4854838834188228,-69,6268881100741040,-70,-6881593135270832,-71,9007199254029216,-53,6881593135814636,-71
8966986537665084,-53,4503599627370497,-52,5307153648713728,-85,6913941740388780,-69,6834076276073043,-69,-5220742239771077,-72,6181483496101658,-69,9007199253522856,-53,-6181483496937643,-69
6084678919107973,-54,4503599627370496,-52,7925245453271040,-88,5974289285778784,-70,6188414361035412,-70,5623177706517178,-70,5905796033776295,-69,9007199252571723,-53,-5905796035198631,-69
-8803140472832238,-53,9007199254740991,-53,8943427580329984,-89,8975256778297670,-71,8848940150848726,-69,-7598552162294562,-73,8374030640705316,-69,9007199252621961,-53,-8374030642675388,-69
5335974551621749,-55,9007199254740991,-53,8425969920507904,-88,6160129462457295,-70,5475900613361360,-71,6092195152948716,-70,8830145459629396,-70,9007199252532409,-53,-8830145461794565,-70
5001308402440490,-53,9007199254740991,-53,7845350471630848,-85,8406225961824680,-69,-5152248307893123,-70,-6991281377530026,-69,-4783702765738294,-68,9007199254184579,-53,4783702766033804,-68
-9003304442286806,-53,4503599627370497,-52,8527812185030656,-92,6197245499315776,-72,4743013882206283,-68,5831295481510590,-77,4754403131193608,-68,9007199252412930,-53,-4754403132422463,-68
-8922825962650286,-56,4503599627370497,-52,5206870457319424,-84,4842484883956810,-68,5062784334815475,-79,-4805214995528926,-68,-4802742932865442,-68,9007199254740952,-53,4802742932865463,-68
-6487930697598841,-57,4503599627370496,-52,7513869190692864,-85,8226719697098599,-69,6200327598464446,-74,-8218378856337744,-69,-8024618618885730,-69,9007199254262157,-53,8024618619312330,-69
-9006207059520697,-53,4503599627370497,-52,5264564753006592,-86,4869239351265076,-69,-8311850835493213,-69,-4625382142447556,-75,-8384122431468956,-69,9007199252954746,-53,8384122433131638,-69
-6297727069212052,-53,4503599627370496,-52,5100621556350976,-84,4792823524869258,-68,5935156963482896,-71,-6853140472949997,-69,-5369351232079273,-69,9007199254624578,-53,5369351232148669,-69
-8758601158887342,-53,9007199254740991,-53,6006219705679872,-86,5200923843742110,-69,7976145886708904,-69,4853913170912660,-71,4594812089718534,-68,9007199253001803,-53,-4594812090605741,-68
-8165621953825011,-53,4503599627370497,-52,5595861350350848,-85,7099509714375640,-69,5813964872780548,-69,-5992891484885429,-70,5635038260675667,-70,9007199253677840,-53,-5635038261340791,-70
