nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7839198433086569,-53,4503599627370496,-52,6679323673822544,-57,7756416647977872,-55,-4763847713537103,-58,-7633741887868724,-56,-8824703816253000,-56,9003791689090341,-53,8828043604493311,-56
-7946235724662084,-53,9007199254740990,-53,6828060189633984,-58,5545344833795183,-55,5973951365383581,-55,4758332729360739,-56,8353117730063950,-55,8668235156055826,-53,-8679759424896620,-55
5445646595037024,-53,4503599627370496,-52,5640188748019456,-58,5039955549792050,-55,4517602280759403,-56,7958533506273511,-56,6238067893516457,-55,8907279470768294,-53,-6308045084461542,-55
8841457438338908,-56,4503599627370497,-52,6923934747878848,-59,7897167840496339,-56,-5336376316550610,-58,7742993948383224,-56,6408899869245572,-56,8794548560874662,-53,-6563865982023436,-56
-7256461772194473,-56,4503599627370496,-52,4662363643062528,-59,6480342454772302,-56,6770087882181249,-58,-6254754988429966,-56,-4562233017884654,-56,8482358303660353,-53,4844518513314010,-56
-7583125982533599,-54,9007199254740990,-53,7345191489234560,-57,8133855377849019,-55,5925153443733986,-58,7366790695741797,-55,8107434876208545,-55,8984504476531442,-53,-8127914184426883,-55
-8257833306654372,-53,9007199254740990,-53,6168556578744800,-56,5270740850150850,-54,-6371580316995637,-56,8143109355111322,-56,7086116152462740,-58,8914526329473649,-53,-7159781436333371,-58
8357790229744891,-53,4503599627370496,-52,4558671003146552,-56,4531051647363501,-54,-5232165385944275,-55,6067618085053877,-56,-8793425373669346,-57,8764707319182558,-53,4518355923818917,-56
8823569434487651,-53,9007199254740990,-53,7065567341747360,-57,7977529247511983,-55,6126963133364030,-55,5540300081961337,-58,6819500643609197,-55,8711562921410188,-53,-7050927792056783,-55
-5944782793071368,-53,4503599627370496,-52,8702815598984288,-57,8853699462785009,-55,-7983556185360015,-58,6640376224116593,-55,5642431700946591,-55,8990281957034848,-53,-5653049243013423,-55
5755618533380137,-55,4503599627370497,-52,5720678000476416,-60,5075789919928935,-56,6045555443025812,-57,4814075425614422,-56,7836853147127328,-56,8332164876050393,-53,-8471759605863679,-56
5026301588695551,-53,4503599627370496,-52,5343535470555696,-57,6937599635902271,-55,-4527992082233377,-56,-5700861880907961,-55,-7964857922024650,-55,8886917981950057,-53,8072659439986884,-55
-5803384585984487,-53,4503599627370497,-52,5103879761360512,-58,4794354074472078,-55,6224333017994018,-56,-7215264282328958,-56,-7927450114679520,-59,8839195958360441,-53,8078124198321577,-59
-8915375249813606,-56,9007199254740991,-53,4821066260084992,-56,4659630051028433,-54,5185225532928666,-65,-4623824345246907,-54,-4621292496842157,-54,9007186798671614,-53,4621298887643330,-54
-8513015709827432,-53,9007199254740991,-53,7067312676794496,-58,5641661700042149,-55,-6012528220090598,-55,-6123778378546181,-57,-7543472814727143,-55,8709222280918644,-53,7801564884138242,-55
-7473871412401977,-53,4503599627370496,-52,7199059503842568,-56,5694004012900186,-54,7816068742579236,-61,-6355581472057891,-55,-6233455397955090,-55,9007032254572742,-53,6233570972993662,-55
-8647820573332737,-53,9007199254740990,-53,6311550710098496,-59,7539853768625699,-56,8283379786166400,-55,7715395143038207,-59,8765591982606288,-55,8450147777816169,-53,-4671719101787085,-54
-7718773094426659,-53,4503599627370496,-52,5118270148201216,-59,6789792269608921,-56,5457360502094923,-55,-6555325048062478,-57,7637058480158607,-56,8713613951886594,-53,-7894371707390652,-56
-8696006805097366,-54,9007199254740989,-53,8689089089063920,-57,8846714461730673,-55,5743154533676462,-58,-7738522059313617,-55,-7020627742604059,-55,8990836408790663,-53,7033404913159016,-55
6874582062789600,-53,4503599627370496,-52,8876579944266240,-61,8941651092423799,-57,-6200920929619439,-55,-5391046441373427,-57,-7548682539962796,-55,8521064893991374,-53,7979341619164773,-55
6336040305468320,-53,4503599627370497,-52,8079614521259904,-60,6032192714696983,-56,-8124847206214788,-56,8346109545504796,-57,-7903584866924780,-57,8767732762609430,-53,8119449537369331,-57
-5498420429543956,-53,4503599627370496,-52,5945604160662592,-58,5174613094952368,-55,8627423691806772,-56,7924826843837389,-56,8276125267822080,-55,8637950787597608,-53,-8629906696331451,-55
-5630517237403511,-54,4503599627370496,-52,5614183075855232,-57,7111122669229011,-55,-5685437197688304,-57,-6691393031856545,-55,-8112752331278621,-55,8855217819869097,-53,8251990887026114,-55
6975150824407672,-57,4503599627370497,-52,4751887054858672,-57,6542262111772685,-55,4760533299919880,-59,-6431916826873803,-55,-6134383495628810,-55,8727020919274452,-53,6331326000157788,-55
7200629126430396,-55,9007199254740991,-53,7392925078848560,-57,8160241985416899,-55,6313147242564826,-58,-7941987097342664,-55,-7152843692022061,-55,8891602295200032,-53,7245835591054235,-55
-8564362791975582,-53,4503599627370496,-52,8512842032854016,-60,6191803631174461,-56,8736238802670409,-55,7891913290600241,-59,4614741691666462,-54,8371931862798620,-53,-4964911158761562,-54
-8775325300124883,-53,4503599627370496,-52,5109610148585224,-56,4797044752884521,-54,5585782109650100,-57,-8505105555906530,-57,-5838646892512860,-58,8991827194469647,-53,5848628404611982,-58
6586417004738000,-55,4503599627370496,-52,7055548821971072,-59,7971871429661076,-56,-5266307717460369,-58,-7795992232178966,-56,-4556284580772029,-55,8915156740191928,-53,4603324907940338,-55
8516953026498352,-53,4503599627370496,-52,7992986994141312,-59,8484952946055981,-56,-7284320947972162,-55,-8111595333427801,-58,-8298270364650637,-55,8567887781640145,-53,8723757424121193,-55
-7929828589901629,-53,9007199254740991,-53,5389305631544576,-60,4926588559440484,-56,-6526850240721127,-55,8369637622809031,-58,-5480645537869998,-55,8606089399000490,-53,5736085708095882,-55
7079470950126939,-53,4503599627370497,-52,5209075030175544,-56,4843509922034179,-54,7930680204402438,-56,-5817018763219400,-55,-7406714644072724,-57,8812274038778130,-53,7570549250806238,-57
5915828778971859,-56,4503599627370497,-52,5436358233720576,-58,4948048192533750,-55,-8458402899856901,-61,-4926280385341442,-55,-5058442930651706,-55,8988833516935789,-53,5068778202340952,-55
8627796532868046,-53,4503599627370498,-52,6608988340806144,-62,5455661044177003,-57,6936082872306867,-55,8754361380268629,-60,7209656665440262,-55,8626754870956601,-53,-7527606280145878,-55
-6511775007954888,-55,4503599627370497,-52,6844241390903104,-57,7851588753584200,-55,6078329842433631,-58,7664130692046611,-55,8423921922350815,-55,8876468045334790,-53,-8547988104443493,-55
-6910324565423768,-53,4503599627370496,-52,7415620100361568,-58,5779012365509311,-55,-5856315761577423,-57,-7387339140870116,-56,-5157748510829414,-55,8981185020049086,-53,5172688062786424,-55
7466358897324626,-53,4503599627370496,-52,5935453073047008,-56,5170193830800695,-54,-8269845638149951,-57,5735128824510601,-55,7335334829946226,-56,8959889275319176,-53,-7374066842049637,-56
-4620204067338037,-53,9007199254740991,-53,5765822585018240,-58,5095778296332419,-55,5956459989808249,-56,8585309908532827,-56,7270884949170538,-55,8761677065028254,-53,-7474631741094098,-55
8115161419571102,-54,4503599627370496,-52,5960721493908496,-57,7327305520970940,-55,-6262498190369110,-56,-6373177587243074,-55,-4752213341213814,-54,8642040736533465,-53,4953012114881682,-54
-7886849727244619,-53,4503599627370496,-52,5466934228501696,-59,7017247744570409,-56,8374688721146639,-58,6762578712660349,-57,5474961536616834,-56,8997175126922742,-53,-5481061419465488,-56
-8022469892905914,-53,4503599627370496,-52,5149276923387328,-58,4815628892823311,-55,6519434167102571,-67,8757593425304514,-57,8763960060233325,-57,9007199232178743,-53,-8763960082186281,-57
-8895159139424583,-53,4503599627370496,-52,6268356867931728,-57,7514009536145482,-55,-5282686483889904,-55,7950948740253710,-60,-5034219335756976,-55,8794361506508242,-53,5156055572161330,-55
-7966657517190989,-53,4503599627370496,-52,5481710755135232,-61,7026724772492498,-57,-6677291445341560,-55,-5820834032844672,-58,-7404895699447144,-55,8591556886437898,-53,7763129768805867,-55
-8822065960026954,-53,4503599627370496,-52,7912676673456864,-58,5969550043184457,-55,-5374697348620882,-58,4794261251367368,-57,8427650308227708,-59,9003841004969842,-53,-8430793650574970,-59
-4943952828511826,-55,4503599627370496,-52,5599937009811456,-66,5021939289824711,-59,4955142210031340,-57,-4800747247334250,-59,7509910796395555,-58,8400831296604275,-53,-8051972541789722,-58
7500425440117282,-53,4503599627370496,-52,5843869556249024,-59,7255129048600706,-56,-4717545825423469,-55,7691036580338126,-57,-5589573360677875,-56,8776229975920166,-53,5736677496687769,-56
