nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7570119479055725,-53,4503599627370496,-52,8182531174170624,-88,6070489629918026,-70,-8721253998118017,-76,-6579024893518123,-71,-6851564080959311,-71,9007199254740823,-53,6851564080959440,-71
-8842298416692102,-53,4503599627370497,-52,7865081551388672,-88,5951569401768964,-70,5291907702229812,-70,4534466043050214,-72,6425524212992366,-70,9007199254553208,-53,-6425524213126327,-70
8055704036428645,-54,4503599627370496,-52,5838544182444032,-90,5127812926037876,-71,-4731548113316538,-72,4586537841009017,-71,8883055137402992,-73,9007199254695775,-53,-8883055137447586,-73
-5537143143542182,-55,9007199254740990,-53,4969929996500992,-89,6690676330581135,-71,5516709807137587,-72,-6611188712317790,-71,-7705667617497993,-72,9007199254220564,-53,7705667617943220,-72
-7157729905151835,-54,4503599627370497,-52,5653894948454400,-87,7136228581407853,-70,4635518880394543,-73,6548732436033189,-70,7128172296082507,-70,9007199254727250,-53,-7128172296093382,-70
-8308955070380984,-53,4503599627370496,-52,5136523187978240,-85,6801888548830937,-69,-8247772096468151,-71,5251690509147366,-70,4511217843653162,-72,9007199254611844,-53,-4511217843717845,-72
8589235003838056,-53,4503599627370496,-52,7478817962590208,-86,5803585253056341,-69,-6613508606193471,-70,6989538379747737,-71,-6237478832639205,-71,9007199254430161,-53,6237478832854455,-71
8605259027796610,-53,4503599627370496,-52,7070813249339392,-86,5643058737504976,-69,5205786911213130,-70,6667691800036776,-71,8539632811231518,-70,9007199254549119,-53,-8539632811413431,-70
-6594687442724899,-53,9007199254740991,-53,5911842094317568,-86,5159900178592781,-69,-8691117200872723,-75,7029182344548018,-70,6757584932020745,-70,9007199254740102,-53,-6757584932021413,-70
6645264463824502,-55,9007199254740991,-53,7892019586269184,-91,8431191667602220,-72,8599726380783686,-72,8286539278766845,-72,8443132829775266,-71,9007199253862950,-53,-8443132830598322,-71
5162621823465570,-53,4503599627370496,-52,6672248874205184,-88,5481709363291133,-70,-8282118400712637,-72,-8983854727457513,-71,-6562456963906916,-70,9007199254656660,-53,6562456963968359,-70
-7285325646795712,-54,4503599627370497,-52,6224610202746880,-90,5294634282895981,-71,5817383501779297,-73,-4842339020767894,-71,-6775986290646140,-72,9007199254720100,-53,6775986290661857,-72
-8906899183259590,-56,4503599627370497,-52,5131455126568960,-86,4807288154030751,-69,5801990435655919,-80,-4770421629698333,-69,-4767588626555923,-69,9007199254740980,-53,4767588626555929,-69
-6860930766722897,-53,4503599627370496,-52,6495296221609984,-87,7648818685693068,-70,-4887841793591523,-71,-4955751210728585,-70,-7399672107524346,-70,9007199254674468,-53,7399672107578997,-70
-7510417917079976,-53,9007199254740990,-53,6419996854976512,-85,7604353416799087,-69,8418597750528819,-77,-8395670701471202,-70,-8329900406545196,-70,9007199254740950,-53,8329900406545235,-70
-9001487182661026,-53,4503599627370496,-52,4932958918017024,-91,6665744061245591,-72,5242561236451007,-69,7595330682257743,-77,5272230496928576,-69,9007199254029634,-53,-5272230497344959,-69
-5054239465366529,-53,4503599627370496,-52,8786369216249856,-87,8896099047137734,-70,5809720219655809,-74,-7363527566015248,-70,-7000420052286760,-70,9007199254738286,-53,7000420052288863,-70
-8269888307513657,-54,4503599627370498,-52,8791213939359744,-88,6292225983023405,-70,5701008629505425,-71,5590010865202316,-70,8440515179955028,-70,9007199254491838,-53,-8440515180188507,-70
-6186637580483447,-57,4503599627370497,-52,6441849648578560,-87,7617284513120823,-70,-6145424507841200,-76,-7610262522409186,-70,-7706284780344205,-70,9007199254708661,-53,7706284780371866,-70
8174178843233096,-54,9007199254740991,-53,5811795126124544,-86,5116053006407201,-69,7683231029328776,-73,-4559042279086846,-69,-8157680679507595,-70,9007199254712041,-53,8157680679533815,-70
