nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8997693681758913,-53,9007199254740990,-53,5311190917971968,-92,4890754281199590,-72,-6096469293314548,-73,-7188205323684237,-77,-6545732126044813,-73,9007199254737229,-53,6545732126047548,-73
5006174620190472,-53,4503599627370497,-52,5587168336543744,-92,5016210645349200,-72,5693952005561430,-74,8340132650759962,-73,5593554326770338,-72,9007199254738345,-53,-5593554326771982,-72
-7582625631770161,-60,4503599627370497,-52,5919770603945984,-93,7302092396847625,-73,7281006087034506,-80,7301934467884982,-73,7358817327939939,-73,9007199254733440,-53,-7358817327946109,-73
-5035916851457396,-56,9007199254740991,-53,8615773115252736,-95,8809312412596225,-74,6155879047892796,-76,-8787772651701661,-74,-7248802889728462,-74,9007199254728750,-53,7248802889738314,-74
-7802259693143177,-54,4503599627370496,-52,7191905557282816,-92,5691174148439203,-72,8618783552171502,-76,5129682395421433,-72,5668356367432152,-72,9007199254740368,-53,-5668356367432545,-72
-8292112806194770,-53,4503599627370496,-52,7532754161893376,-92,5824474983771203,-72,-7091426662560975,-74,4548735667602967,-73,8024178690579836,-76,9007199254739494,-53,-8024178690581171,-76
8350250042758078,-53,4503599627370496,-52,5881837452787712,-92,5146789383744838,-72,-6054696331168450,-73,7718190050027854,-74,-8782405224618092,-75,9007199254736685,-53,8782405224622292,-75
8982050755612356,-53,9007199254740990,-53,8266128417619968,-93,8628711707015127,-73,8400885412851646,-73,-5154763447514754,-76,7756539981912302,-73,9007199254733824,-53,-7756539981918475,-73
-7430501139653676,-57,4503599627370497,-52,6493715673645056,-93,7647888007558404,-73,-7326880817701856,-77,7637715754713844,-73,7179785703607478,-73,9007199254733028,-53,-7179785703613826,-73
5409317516049322,-55,4503599627370497,-52,6210041673678848,-95,7478976048569124,-74,6882912683437987,-75,7394201409217381,-74,5417828875468187,-73,9007199254727730,-53,-5417828875476164,-73
5007037427030354,-53,9007199254740989,-53,5714161929551872,-92,5072898336913966,-72,-6259230496096661,-74,-8433733800284542,-73,-5781674524166436,-72,9007199254737789,-53,5781674524168492,-72
-8922010632403975,-56,4503599627370496,-52,7821925719998464,-92,5935218762430310,-72,6246037886040936,-83,-5889547094695779,-72,-5886497271509236,-72,4503599627370496,-52,5886497271509236,-72
-4846069607853760,-57,9007199254740990,-53,4650384429678592,-92,4576403564441194,-72,5649310385159108,-78,-4573815489012011,-72,-8971090028487800,-73,9007199254738207,-53,8971090028490574,-73
-8999930838329005,-53,4503599627370497,-52,8125390929264640,-94,6049256777594735,-73,-5008008193547022,-72,-7775071275376493,-78,-5129493682224780,-72,9007199254730847,-53,5129493682230557,-72
-7097034769982806,-53,4503599627370497,-52,8335947405983744,-92,6127133883910849,-72,6552680458050792,-76,-7545760474070411,-73,-6726675416814062,-73,9007199254740885,-53,6726675416814142,-73
-8783017571231720,-53,9007199254740991,-53,8653156510597120,-94,6242623842320132,-73,4972441636457801,-72,5536407796937166,-75,5664492611074947,-72,9007199254730488,-53,-5664492611081553,-72
-8133478594616516,-53,4503599627370496,-52,7733964789776384,-93,8346338232462600,-73,7129548217146954,-73,-7171937640885221,-74,7087158793408687,-74,9007199254734698,-53,-7087158793413639,-74
4984496916455465,-55,4503599627370497,-52,7321647929360384,-93,8120809182145014,-73,-4728796956021344,-75,-8042717346494442,-73,-4612458292749889,-72,9007199254733621,-53,4612458292753664,-72
6427447530037556,-53,4503599627370497,-52,5174301720313856,-93,6826856274964048,-73,-6823685833656648,-73,-4782646620683027,-73,-5803166227169838,-72,9007199254731760,-53,5803166227175786,-72
6933649284579420,-53,9007199254740991,-53,8148480673447936,-93,8567087547653031,-73,-5726839442938877,-73,5468351281250702,-73,-8271621174021600,-78,9007199254735402,-53,8271621174026733,-78
-8869700576687922,-53,4503599627370497,-52,4736696092459008,-95,6531796499733542,-74,5322882332396468,-72,4547767267839497,-76,5607117786636437,-72,9007199254729193,-53,-5607117786643782,-72
-6397615056634021,-53,4503599627370496,-52,4597058115731456,-93,6434797466433376,-73,7009128448734630,-73,4529591142565710,-73,5769359795650170,-72,9007199254731159,-53,-5769359795656468,-72
-8923558004151696,-53,4503599627370496,-52,8584986789675008,-94,6217985470147144,-73,-4628030846974479,-72,6763313116554528,-76,-8410647554379642,-73,9007199254732178,-53,8410647554387872,-73
-7638640314273073,-54,9007199254740990,-53,4748790720364544,-92,4624570479373650,-72,-6049629416460632,-74,-8376468557112361,-73,-5700641632671338,-72,9007199254735852,-53,5700641632674591,-72
-6408748132159146,-54,9007199254740991,-53,7533853673521152,-94,5824900050364272,-73,-7267422244382979,-74,-5443826332095283,-73,-4538768727143386,-72,9007199254730457,-53,4538768727148695,-72
7648604042364013,-55,9007199254740989,-53,6502511766667264,-92,5411534862618456,-72,8112628060489470,-76,-5288186529127191,-72,-4781147275346599,-72,9007199254738685,-53,4781147275347824,-72
-7485382787536770,-53,9007199254740990,-53,5312840185413632,-96,4891513577545076,-74,-8836363582157279,-73,-5441378734206357,-75,-5098354132854434,-72,9007199254729574,-53,5098354132860897,-72
5660609233401094,-55,4503599627370496,-52,4874684801744896,-92,4685469950462486,-72,-5559757701365732,-76,4627279027591915,-72,8559588342513114,-73,9007199254739017,-53,-8559588342514991,-73
-7565317828090186,-53,4503599627370496,-52,8162774324609024,-100,6063156554684915,-76,5041597790093822,-72,6581092864502235,-77,5247256942109517,-72,9007199254726440,-53,-5247256942117994,-72
-5520731470233015,-53,4503599627370496,-52,6932420813127680,-93,7902005794831752,-73,5464304941562868,-73,-6243703656955394,-73,-6235189723140208,-76,9007199254732967,-53,6235189723145763,-76
-8689856766383000,-57,4503599627370496,-52,6157265115545600,-94,5265914629007246,-73,5033551687047719,-76,5256332878783076,-73,5885526839664041,-73,9007199254729998,-53,-5885526839671225,-73
4884771051375669,-55,4503599627370496,-52,5255665580769280,-92,4865122151717927,-72,-5774734491646470,-76,-4820199815017394,-72,-5181120720745298,-72,9007199254738130,-53,5181120720746944,-72
8982743558306551,-53,4503599627370496,-52,5779033115590656,-96,5101612626016977,-74,-5744614891798233,-72,6010942866801438,-78,-5650693909504461,-72,9007199254727591,-53,5650693909512868,-72
-7792379904577692,-53,9007199254740991,-53,5669081952813056,-95,7145806514344155,-74,-4764564866920051,-72,7167975791371144,-75,-7737135785997316,-73,9007199254728740,-53,7737135786007840,-73
