nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8968220732307392,-53,4503599627370496,-52,7828522789765120,-92,5937721138521717,-72,-4947883223217421,-72,8828810982406940,-76,-8792165073633974,-73,9007199254731018,-53,8792165073643710,-73
4984547581011081,-53,9007199254740991,-53,5128122231947264,-91,6796323914133001,-72,7582979386226031,-74,5660782678953311,-72,7556527525509819,-72,9007199254736251,-53,-7556527525513796,-72
-6809116025050368,-59,9007199254740991,-53,5438734266793984,-92,4949129379729382,-72,8795590224555768,-79,4948784112033880,-72,5017499660663222,-72,9007199254727322,-53,-5017499660670837,-72
-4919965516629873,-56,4503599627370496,-52,7692183347920896,-94,5885789161986868,-73,8018292609657080,-76,-5872053602398097,-73,-4869767026190962,-73,9007199254719234,-53,4869767026202726,-73
-7811263894585864,-54,4503599627370496,-52,6451934231789568,-91,7623244532626045,-72,5780489110142360,-75,6869302287516740,-72,7591863426284535,-72,9007199254739870,-53,-7591863426285481,-72
-8291651532266958,-53,4503599627370496,-52,6587174162006016,-91,7702726153958072,-72,-4689413836503647,-73,6017451683400190,-73,5312151387586172,-75,9007199254738372,-53,-5312151387587717,-75
8343479558956775,-53,9007199254740991,-53,5157809045897216,-91,6815967561124521,-72,-8016405538118831,-73,5135920922096767,-73,-5760969232044128,-74,9007199254733429,-53,5760969232048965,-74
8976381619175421,-53,4503599627370496,-52,7238634801463296,-92,5709633350272258,-72,5594757360078476,-72,-7550508079551250,-76,5122850605106523,-72,9007199254728263,-53,-5122850605113763,-72
6232464311074673,-56,4503599627370496,-52,8000046603698176,-93,8488699182249505,-73,4558540949526861,-75,8456887563976859,-73,4798261400679287,-72,9007199254723462,-53,-4798261400688625,-72
-8731839036147425,-53,4503599627370497,-52,7740561859543040,-99,8349897185747416,-76,7094544643243229,-72,-8195340144974345,-78,6966492453478005,-72,9007199254719362,-53,-6966492453494734,-72
5379809754027865,-55,4503599627370497,-52,5567926883057664,-94,5007565619716297,-73,4542148134751686,-74,4951425638894537,-73,7222499706270380,-73,9007199254717636,-53,-7222499706289108,-73
5004702869516577,-53,4503599627370496,-52,5142965638922240,-91,6806152824471320,-72,-8375366104164778,-74,-5658820888353637,-72,-7752662414394832,-72,9007199254735256,-53,7752662414399769,-72
-8922339653486547,-56,4503599627370496,-52,6952212022427648,-91,7913277383436756,-72,8305681991629819,-83,-7852379992855989,-72,-7848324484071014,-72,4503599627370496,-52,7848324484071014,-72
-5512660461578845,-57,9007199254740990,-53,8977512440791040,-92,6358547136182960,-72,8585985671021302,-78,-6353893527792269,-72,-6219737501682561,-72,9007199254736022,-53,6219737501685993,-72
-9003193536873516,-53,4503599627370497,-52,7138029487521792,-93,8018332362799980,-73,-6724764063864870,-72,-7651490311125877,-78,-6844318599976212,-72,9007199254722712,-53,6844318599990102,-72
-6939163088014567,-53,4503599627370496,-52,7239734313091072,-91,8075254145189283,-72,5628955215029102,-75,-5148447732218449,-72,-8889656660679622,-73,9007199254740656,-53,8889656660679954,-73
-8773361923189531,-53,9007199254740991,-53,7824124743254016,-93,8394846666642466,-73,6584360841636749,-72,7601733572813350,-75,7534577538238418,-72,9007199254722535,-53,-7534577538253857,-72
-8146532995366294,-53,4503599627370496,-52,7115489499152384,-92,5660858226182789,-72,4752040176381387,-72,-4829689446305464,-73,4674390906457310,-73,9007199254729843,-53,-4674390906463096,-73
4978016088007185,-54,4503599627370497,-52,4629493708750848,-92,4566112804305690,-72,-7088378759415703,-74,-8776628245648431,-73,-6160408812678141,-72,9007199254724383,-53,6160408812689501,-72
6391636131273993,-53,4503599627370496,-52,4773529731989504,-92,4636600772357904,-72,-8996525379707555,-73,-6533809525604356,-73,-7765167452655956,-72,9007199254724763,-53,7765167452669947,-72
6956827163104734,-53,4503599627370497,-52,7541550254915584,-92,5827874648431767,-72,-7661898422965934,-73,7403515454314476,-73,-8268254996846656,-78,9007199254731058,-53,8268254996855775,-78
-8849110950680763,-53,4503599627370497,-52,5592116138868736,-94,5018431244843529,-73,7075708354249588,-72,7488829215106799,-76,7543760180193763,-72,9007199254720043,-53,-7543760180211308,-72
-6431112333935739,-53,4503599627370496,-52,8163873836236800,-93,8575175702780182,-73,4710648065927403,-72,6003899507746737,-73,7712597819800772,-72,9007199254723411,-53,-7712597819815826,-72
-8936606996262098,-53,9007199254740990,-53,8400268836208640,-93,8698442113454710,-73,-6173229964898673,-72,8695158809029965,-76,-5629782539334300,-72,9007199254725354,-53,5629782539344074,-72
