nx_1_significand,nx_1_exponent,nx_2_significand,nx_2_exponent,nNorm_1_significand,nNorm_1_exponent,nNorm_2_significand,nNorm_2_exponent,sSquare_1_significand,sSquare_1_exponent,sSquare_2_significand,sSquare_2_exponent,s_1_significand,s_1_exponent,s_2_significand,s_2_exponent,znxnz_1_significand,znxnz_1_exponent,znxnz_2_significand,znxnz_2_exponent,sny_1_significand,sny_1_exponent,sny_2_significand,sny_2_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-6117897488106408,-57,8089862922202496,-111,5573099849478794,-61,-5843572483429764,-116,7745522928307798,-62,-4997391381908703,-116,5906160696570712,-57,-5455953338940222,-110,-5370723819234429,-64,8190774544813673,-118,-7515344618847795,-63,7929872239950237,-117,-5100353264232504,-62,5066917917306026,-61,4533317775249858,-53
-4867822869025316,-56,-5068776677282272,-110,6919181509471180,-58,-6033094285912220,-113,8317164933625439,-62,8385311733387392,-119,6120227193156679,-57,5997606850311467,-112,8919981613742376,-61,5441006026452029,-116,8000759146000090,-62,5534903996681916,-115,6460180593371211,-60,7185599787166870,-60,-8097881255511412,-53
7462062477211935,-54,4848727385237964,-109,8156500300119815,-53,-5076529047053834,-107,5108863652935658,-54,-5796678773567912,-110,4796694324599776,-53,-4644298175897303,-108,4666436174927282,-55,-5284285929169778,-108,5532518381966821,-54,-6689766276348763,-110,7865736469430462,-54,4541148840370938,-53,-7800697373713030,-53
7481756509889440,-58,6892313434207596,-109,8039001997398444,-53,5876365634232002,-108,6206459573858296,-56,-6185665602297112,-110,5286909212774347,-54,7484423349491622,-109,-5622109866050127,-59,7178311523295038,-112,5766536595196751,-55,6316036696897342,-108,5415154728568619,-55,5369934011705512,-54,-4541524861306366,-53
-7417798076493744,-58,8009474086895232,-108,7333316918961521,-54,5917243538581712,-112,5137091889462173,-59,-7312275888558912,-115,6802265081448949,-56,7485347762174184,-112,7169039045776470,-60,8581602359568942,-114,-7760909097816782,-58,7707154801607361,-114,-5968649336372664,-58,5910158086405328,-56,4548170545390990,-54
-6040714751566334,-54,5290018739394533,-107,6540627376618711,-53,5625302098794608,-109,8450845253241190,-54,-5709950561802760,-109,6169215795663396,-53,-8342954053485269,-110,7219705654479751,-57,-8963248800408980,-112,8748959638453844,-54,4825458104505050,-117,4825711422631906,-53,5541602663847446,-53,-7843605355016079,-53
-5476111277569386,-53,8295675736033794,-106,6288395612222702,-53,-5803802243189008,-108,6084493781184626,-54,4559250552167285,-108,5234703804961765,-53,4808357700705490,-107,-8398109341131758,-56,-4799830856996737,-109,5370009510945750,-55,5278962858012394,-109,4683819361519484,-57,7843484290712564,-54,-5378744024817448,-56
5073615662158743,-53,4524631305147848,-109,8599735312135073,-53,-6165942328778228,-107,7945790316119431,-55,-5266183725969408,-110,8459865047013406,-54,-4946138469560535,-107,-5998686202482097,-55,6626196883910138,-110,7077826577651425,-56,-4889538019785558,-109,-4919545827312769,-56,6503862478136311,-54,6813079098519499,-55
4858837647847014,-53,8596822566645174,-107,8739172325106646,-53,-6374880654897092,-107,4904216739345596,-55,8705569617516124,-109,6646296514580278,-54,8046902268654080,-109,6402814651524328,-55,5026444760386623,-110,5973462812810959,-60,7505488399341612,-115,6589485364424671,-55,5245649028996625,-54,-5657336902972846,-53
-7037944946662398,-56,-5337054276671320,-108,5251431901654370,-57,7543742151704972,-111,5882603134781769,-58,-6319370076358444,-113,5147124370536590,-55,-7335016750270888,-110,-4695525237739113,-60,-6883709615525541,-113,5516281927141273,-58,5891247690637356,-112,8684801235412990,-59,7922387741635587,-58,-4937004964051136,-53
