nx,nNorm,sSquare,s,znxnz,sny,znxnzsny,nxSquarenySquare,px
-8.3952993509011768905527226663068670e-01,9.9999999999999999999999999999999990e-01,3.4787586751706746291524575335172418e-05,5.8981002663320963834742553804574248e-03,-1.2240259705240694633079615195490732e-04,-3.2045169972277312798456770353693574e-03,-3.3269195942801382261764731873242648e-03,9.9999997874192133916518939293788698e-01,3.3269196650040581631109386631406287e-03
-9.8348493494418169803881466987589352e-01,1.0000000000000000000000000000000000e+00,3.3675258096101840835643411167115891e-05,5.8030386950374405405065121121893942e-03,5.1901826544867004546886353924832987e-03,1.0498454145913825643781682256825347e-03,6.2400280690780830190668036181658332e-03,9.9997214798745474900437412376855541e-01,-6.2402018712588862203041285270420675e-03
4.7540378877814353410786449097101436e-01,1.0000000000000000000000000000000000e+00,6.3261985865190372041208358126219047e-06,2.5151935485204786132526167377415160e-03,-1.1282164899506083478468912135367466e-03,2.2127780376832279651794674879841094e-03,1.0845615477326196173325762744473628e-03,9.9999436797203681226184067156431409e-01,-1.0845676560479864485730598965870624e-03
-1.5717517441810271421894607203378410e-01,9.9999999999999999999999999999999981e-01,1.0959230958307124525658596293414051e-05,3.3104729206424758981634897369426403e-03,1.3976539085335366589191145874977550e-03,-3.2691936413349496104875735829065087e-03,-1.8715397328014129515684589954087537e-03,9.9992091930264416244244951287142671e-01,1.8716877471736918236943914091631229e-03
-3.9525713270252739434375911586475374e-01,1.0000000000000000000000000000000002e+00,4.8865843795877564548247183832394126e-05,6.9904108460002237945891960083450376e-03,5.6069310992972417071938422912432525e-04,6.4211776641270441293781672843920087e-03,6.9818707740567683000975515135163340e-03,9.9999798760558365189346156057766797e-01,-6.9818848243628044333857093506318243e-03
-9.2252489510110194865647476864673674e-01,1.0000000000000000000000000000000000e+00,1.8647137515405836783428346533403990e-04,1.3655452213458855930568987762054041e-02,-4.1389709885102281451368880679441903e-03,5.2697960226585444398247472252999086e-03,1.1308250341483162946878591573557184e-03,9.9997986654484889860144850399140034e-01,-1.1308478020218210226148704102636259e-03
9.5431313591214645368386657429999922e-01,1.0000000000000000000000000000000000e+00,1.3560431442779544934702591942147442e-04,1.1644926553130141977461769847848725e-02,-6.6201668109859490201314499165804677e-03,3.4786634446644111866803736345768486e-03,-3.1415033663215378334510762820036191e-03,9.9995186778313920575801925972534735e-01,3.1416545811211380637642486947402786e-03
9.5132911825884664491005581060948313e-01,9.9999999999999999999999999999999990e-01,1.2964172656262016309789119180667160e-04,1.1386032081573464594323161303489101e-02,5.0321367257227913327943371134336236e-03,3.5083933583603465105278960905028689e-03,8.5405300840831378433222332039364918e-03,9.9997201587403796174378966186546850e-01,-8.5407690900411662381754664459352920e-03
-7.3421302411566731087113479289040171e-01,9.9999999999999999999999999999999990e-01,1.0712979821226877809652721200402094e-04,1.0350352564636084805744719949808351e-02,-2.3705244117668579632580261978848908e-04,7.0270519458776517525802724574028113e-03,6.7899995047009659562544698376143223e-03,9.9999989574634985170425713932588022e-01,-6.7900002125832726257646955678394834e-03
1.8558307299012492710005726447384189e-01,1.0000000000000000000000000000000000e+00,4.1065493726107728755228220189536564e-06,2.0264622800858576246273506969118135e-03,2.1618875370464848613979469717556985e-03,1.9911197956204480472220608041090636e-03,4.1530073326669329086200077758647617e-03,9.9986427801483744172913747735869706e-01,-4.1535710635771953641055566977437466e-03
