nx_1_significand,nx_1_exponent,nx_2_significand,nx_2_exponent,nNorm_1_significand,nNorm_1_exponent,nNorm_2_significand,nNorm_2_exponent,sSquare_1_significand,sSquare_1_exponent,sSquare_2_significand,sSquare_2_exponent,s_1_significand,s_1_exponent,s_2_significand,s_2_exponent,znxnz_1_significand,znxnz_1_exponent,znxnz_2_significand,znxnz_2_exponent,sny_1_significand,sny_1_exponent,sny_2_significand,sny_2_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-5398326244591332,-77,5695376277973472,-128,6492412567351310,-64,8241958504317280,-118,8789464511983360,-102,8490566892087781,-158,6291599884048131,-77,5234962962285753,-131,-7424091421613189,-106,6212103729474759,-164,-4546669421993499,-102,-5727808625809490,-155,-5010675135844324,-102,8822737222152460,-102,5115436197737672,-53
-7835329281470648,-77,-8661018150404440,-131,6985558454645888,-58,6017280427289456,-114,6198767435553177,-101,6362046030150232,-156,7472183979655968,-77,4833621976957078,-130,8383804186028432,-103,-6610386192150934,-158,-6589794955717252,-105,-7863431892511174,-159,6736355447099119,-103,6843289122416616,-101,-8866452180724873,-55
5072216034939876,-75,7989016775792720,-130,5563108867544962,-53,-8042641130202786,-107,7674743590592564,-98,7056839860130944,-154,5879113230305806,-75,7784199884055064,-129,5592817312091269,-98,6875290381855202,-154,7555262251248454,-98,-4890511460318305,-152,6574039781669861,-97,6575132970839628,-97,-9005701707433753,-53
4763148222153322,-77,-5831858520986352,-132,8834495529612418,-53,7317273017306016,-112,7136059459957069,-99,-4606005714036368,-153,8017225795093507,-76,-7572612359367302,-137,-6390663556317413,-100,-5638947548678553,-155,6366605666149402,-98,7382312490795932,-152,4768939777070049,-98,5837545827350129,-97,-7358364640955416,-54
-6859658896886576,-79,4963980913159164,-131,8671247377007409,-54,-6942029847777056,-111,6191578554539861,-103,-4699632485051648,-158,7467849874101765,-78,-4881238348175383,-132,7757276140989636,-103,5378635301347988,-156,-8881508982479913,-102,7476213694869491,-155,-5002870911985094,-102,6533294201728708,-100,6897264038419419,-55
-7480792791908484,-76,7728822542338214,-130,6277908994968562,-55,-7573491457731683,-109,8708283415327414,-97,8200217811998102,-156,8856480332988406,-75,-5703173484120906,-130,6392351670550849,-100,4522545374682188,-155,8117110328996897,-97,-5453393700209505,-155,8916154287815753,-97,4559667276807678,-96,-8806517381745914,-53
-6527022232627895,-76,8805380151903818,-131,6407444903135008,-54,-8034703657778836,-108,4984492706400020,-99,5811638402808168,-158,6700471549849919,-76,-6827163039099100,-130,-6303660943520636,-101,-7156408194802172,-155,7886087550207146,-101,-5070086703134964,-154,6329706426746036,-103,5509572486552675,-99,-5173988285739843,-56
7594901269269378,-76,-4756194639255274,-128,7386367350131156,-53,7945343666454192,-109,4927125883850871,-99,-8250282850049044,-153,6661801902566348,-76,-7113347972317383,-132,-6658114583891242,-100,4649619500485922,-153,8943338027258649,-102,7900556856861665,-156,-8844560154153158,-101,6657691392173696,-99,5982908408960523,-54
5852701552839960,-81,-5062532997295808,-132,6094555479912135,-55,-8765780167524566,-109,6315917135059518,-101,6418136985832304,-155,7542461409375188,-77,4627896703909604,-130,6722710956988342,-105,7574357141520195,-158,5358542354400833,-100,6591270051832675,-155,5568627071806719,-100,4550001503581078,-99,-5511837036936291,-53
5027227644525361,-75,4883407370166542,-128,9007162499417529,-53,-5365915129750265,-107,4690937325620927,-98,-5228379643170712,-157,4596314131092952,-75,-7651712860403918,-132,6233104564577983,-99,-6032541051199584,-156,7797174803825576,-100,-6817988501580280,-154,5065845983245385,-98,6421755732615807,-98,-7105390809739527,-53
-8034190265160220,-76,-5524353606803654,-129,7767405448388059,-59,7121964612698624,-115,6586102057530462,-98,-4822928105820256,-152,5446206640600249,-75,-8786489775134362,-129,-7217121971921049,-102,5639795923914786,-157,8978142516091466,-99,-6216801478411014,-154,8076002269601335,-99,6642885754690807,-98,-5475192883806075,-53
8887744719642781,-76,-7988030316943232,-132,6425643636153828,-53,7144728269249408,-108,4983272154629284,-97,5117107898753382,-153,6699651128032595,-75,6158449514134394,-130,-8033979395981193,-99,-4929096342556332,-153,-4803784791449738,-97,-5812350498081099,-150,-6812279640445037,-97,6823230800473526,-97,8992742865483236,-53
-7333205036398402,-77,6612998172604511,-131,4647077929087021,-55,-8778912281650720,-110,8883351048200180,-99,4884374399926752,-156,8945060812591006,-76,6321579083518532,-131,6980493955490740,-101,4743657903587012,-158,-4576580546337691,-98,-6520984593944088,-153,-7408037603802697,-99,5461873453753420,-98,6108313507173144,-53
-6000526213294314,-78,-6026297137494150,-132,4974526774579879,-66,4519315340343680,-120,8189049489836857,-98,5796966949775935,-152,6072907065890916,-75,4922550405584153,-128,5064674519900494,-108,5782486138259004,-163,-8126447115371329,-98,5016054232151132,-151,-8121501144160488,-98,8189245313081543,-98,8932688697969166,-53
-4896467071727476,-75,5698731156895072,-131,6741802861608022,-53,-7009429669783216,-108,6321259758290556,-99,-5692160740062744,-154,7545650812481248,-76,-5003165196798207,-134,-8200467263301825,-99,-8785579755621204,-153,-7093527747625852,-100,-7889090150789741,-153,-5873615568557376,-98,6318623912462197,-98,8372839799406498,-53
-6326497047968108,-76,-6653136149158182,-129,5324035194188674,-67,-8312078172043776,-121,6362127891562414,-99,-7590595927927890,-154,7570003540517524,-76,8623769432092762,-131,7417082288076416,-108,6567133875471703,-163,-6987445074087229,-100,6383466385131783,-158,-6958472096399430,-100,6362175118460704,-99,4925700999565472,-53
-6473065573875572,-78,-5957489758924584,-132,7319100895378274,-63,7117737752987968,-117,7369870730985562,-102,-5597678290495702,-158,5761158484006086,-77,-8974054151192461,-133,5169449045285445,-106,7655870024659692,-161,-6124035036710942,-102,6125236593360549,-158,-5800944471380602,-102,7414750261509658,-102,7046800077764855,-53
-4925933062744434,-76,-5932074241311788,-129,7466620937694887,-53,6289870980490584,-108,7665987065850644,-100,-8467777469632512,-162,5875758376004922,-76,6055638396988633,-130,8019137090105636,-100,4539830945351024,-155,5219215674376863,-99,5300644974686428,-151,4614392109714841,-98,4900354049143027,-98,-8481580872503430,-53
-8819750890008780,-77,5209982745167432,-130,8519615959217679,-53,-8217654536197044,-108,5472554834978276,-97,-8850319107937408,-153,7020854067073716,-75,-8737403697157631,-135,-8536074786021025,-100,-4546519572621673,-154,-6207906891722142,-97,-4984139976851384,-150,-7274916239974771,-97,7581831576830343,-97,8642584508900147,-53
8937630784868623,-77,6679887774752768,-137,6577433659574721,-53,8058483524591860,-107,4793646935473056,-98,-5264221309481178,-154,4646360570633985,-75,7839099007489343,-129,7094694266085619,-100,-7848860357774194,-155,-5591812068225177,-98,-5427269520071014,-154,-7636277003407545,-99,7631450466239797,-98,4506447944487448,-53
7787436480285593,-78,-4558883090710464,-132,4804450053032102,-53,7290856387411904,-112,5185124138610055,-98,-7952682590142094,-152,4832362066165366,-75,4729153359397444,-131,4792325681811873,-101,6656620334415556,-154,-5885407382002092,-98,6033426194146297,-155,-5286366671775608,-98,6890669950194395,-98,6910120248171454,-53
-6607839770480068,-79,-7773703407736256,-134,8647998172095859,-54,5486584809201312,-109,5344470294067519,-108,-5699756724789248,-163,4906052835514021,-80,-4698245948903711,-134,5092786888285597,-101,-8558895800519298,-155,7550828112019931,-103,-5830608331003769,-155,6980493916290579,-101,5352954388968961,-97,-5872897005259828,-56
-6753775955437808,-77,-7781599255601421,-131,8147099388697265,-56,-8809478236032609,-110,5388432420466332,-101,-5520088315720618,-155,6966683894210110,-77,-6861684329839699,-134,5862302635056272,-102,-6636731541899745,-157,-6599830830415922,-102,5854628106227439,-156,-5900225562877199,-105,7085006974668429,-101,7500981647973376,-57
-8411906259832694,-76,-4955696535429658,-128,5046103864030353,-59,-5465001272747718,-113,7961698338652097,-99,7888378611213472,-163,8468329430435484,-76,-7024274230559362,-130,4844887620079311,-102,5370040781631534,-155,-8813025603271556,-102,8570575923401733,-158,-7936275966384489,-103,8008384521115655,-99,8926097239881130,-57
