nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7011142136273265,-53,4503599627370496,-52,5314927271084032,-81,6919003465464566,-67,-4540267589216991,-65,8687183892475125,-68,-6908739205315201,-66,9007199029599655,-53,6908739378004044,-66
4936354404871351,-53,4503599627370496,-52,6572026080788480,-78,5440383645342319,-65,5845086136585321,-67,4550601085292544,-65,6011872619438874,-65,9007199207695386,-53,-6011872650839555,-65
-6695206696187241,-58,4503599627370497,-52,6988408194859008,-79,7933850583705235,-66,6817370042748296,-71,7931709796329966,-66,8144752610165850,-66,9007199115580599,-53,-8144752736001524,-66
-4659869363003110,-56,9007199254740991,-53,4636260966596608,-80,4569448890353941,-66,5870327310157494,-69,-4559884021307342,-66,-7652186215075310,-67,9007199041737341,-53,7652186396035406,-67
-7831133021172191,-54,4503599627370497,-52,7874496253919232,-78,5955130426353483,-65,4528784448022911,-68,5362999774813934,-65,5929097830816798,-65,9007199243519156,-53,-5929097838203707,-65
-8290589119904233,-53,9007199254740991,-53,7585475992748032,-78,5844822226070514,-65,-7118429243332479,-67,4569285458158160,-66,8080566691935364,-69,9007199230003966,-53,-8080566714127522,-69
8327857764772977,-53,9007199254740991,-53,5978927470215168,-78,5189093902304742,-65,-6098960794297221,-66,7908032508244562,-67,-8579778160699760,-68,9007199182753841,-53,8579778229270886,-68
-8199645758066748,-53,9007199254740989,-53,5366291053412352,-83,6952355915588542,-68,-5458745701444865,-65,5754511515559572,-69,-5099088731722392,-65,9007199016802099,-53,5099088866422594,-65
8961516588977299,-53,9007199254740990,-53,8378352691838976,-79,8687087666294683,-66,8622429627593787,-66,-6990502007816416,-69,7748616876616735,-66,9007199130488190,-53,-7748616983507606,-66
8701078001466537,-54,9007199254740990,-53,6718599087521792,-83,7779187662862350,-68,5818893803128504,-66,6811585494160409,-68,7521790176668606,-66,9007199014634099,-53,-7521790377178628,-66
-8836145570137579,-53,4503599627370497,-52,5395971961782272,-81,6971556112717488,-67,5638677089695754,-65,-5408840306494360,-69,5300624570539856,-65,9007199036116604,-53,-5300624699197588,-65
5312612588934291,-55,9007199254740990,-53,6759992103272448,-81,7803114495805542,-67,6862068898358864,-68,7717817165262483,-67,5574425807220958,-66,9007199030815389,-53,-5574425945805290,-66
4999534260847242,-53,9007199254740990,-53,6319913647996928,-78,5335012722583956,-65,-6526602348984907,-67,-8875438551156355,-66,-6069369862824404,-65,9007199197558230,-53,6069369901356175,-65
-8980743376964555,-53,9007199254740991,-53,4705952716554240,-83,6510564783595483,-68,5993837909580596,-65,7978104654837964,-72,6056166852196518,-65,9007199015599297,-53,-6056167012988125,-65
-8923083944120972,-56,9007199254740991,-53,8309265626300416,-78,6117320130443479,-65,6382389499485416,-76,-6070235817498175,-65,-6067119416375379,-65,9007199254736800,-53,6067119416378203,-65
-7000490391468228,-57,9007199254740991,-53,6330561006141440,-78,5339504863590329,-65,8461969995580099,-71,-5333201594730585,-65,-5200983313549646,-65,9007199205713921,-53,5200983341859110,-65
-9006975492343851,-53,9007199254740991,-53,8339586988113920,-80,6128471330771948,-66,-5275907124019405,-65,-5528199364991921,-73,-5297501652788905,-65,9007199070533958,-53,5297501761128585,-65
-4872917718984342,-53,9007199254740989,-53,7018453437251584,-78,5622126313479928,-65,5440894707882694,-67,-4728326024743581,-65,-6736204695545815,-66,9007199212908627,-53,6736204726830942,-66
