nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-6978836365591511,-53,4503599627370496,-52,5331462089867264,-81,6929757669827443,-67,-4622724301130644,-65,8761964218512256,-68,-7054957547633224,-66,9007199019181916,-53,7054957732136673,-66
4936019959295989,-53,4503599627370496,-52,6854897995612160,-78,5556232181856846,-65,5968007604009901,-67,4647637594035390,-65,6139639495037865,-65,9007199205689206,-53,-6139639528473373,-65
-6717702740786080,-58,4503599627370496,-52,7289379504521216,-79,8102894152131555,-66,6985210951470559,-71,8100693030153816,-66,8318980872387271,-66,9007199109620955,-53,-8318981006419038,-66
-4658056010993408,-56,4503599627370496,-52,4833823019761664,-80,4665790774410438,-66,5991573211007987,-69,-4656031845684733,-66,-7814170388617469,-67,9007199032674914,-53,7814170581270275,-67
-7831269976945711,-54,4503599627370496,-52,8210725990301696,-78,6080939278628258,-65,4624551922964725,-68,5476276882105024,-65,6054345872475615,-65,9007199243039943,-53,-6054345880340679,-65
-8290581574360533,-53,4503599627370496,-52,7906149659574272,-78,5967087452081967,-65,-7267348262831933,-67,4664891840214050,-66,8249741670384668,-69,9007199228958087,-53,-8249741693999368,-69
8327746685775743,-53,9007199254740991,-53,6231980098191360,-78,5297767760858809,-65,-6226654922816664,-66,8074282553314794,-67,-8758054584637068,-68,9007199179705889,-53,8758054657596655,-68
-8201563839034691,-53,4503599627370496,-52,5728726163652608,-83,7183298548150911,-68,-5574701237416161,-65,5938930047224553,-69,-5203518109464626,-65,9007199006702124,-53,5203518252758311,-65
8961402468975607,-53,4503599627370496,-52,8732950224961536,-79,8869014756891756,-66,8803712706973091,-66,-7145784698738572,-69,7910489619630770,-66,9007199125205239,-53,-7910489733394351,-66
8753711903405594,-54,4503599627370497,-52,6735445022998528,-83,7788934162740193,-68,5980644833161773,-66,6807516620146062,-68,7682523988198288,-66,9007199004140794,-53,-7682524201943097,-66
-8836779642271438,-53,9007199254740990,-53,5664769537212416,-81,7143088124464037,-67,5758358616457247,-65,-5531739494523413,-69,5412624898049534,-65,9007199026770175,-53,-5412625035042235,-65
5312139131594821,-55,9007199254740991,-53,7048381440458752,-81,7967821286752754,-67,7005386782468107,-68,7880739119943184,-67,5691716255588619,-66,9007199021322504,-53,-5691716403087503,-66
4999498551888000,-53,9007199254740991,-53,6590074170900480,-78,5447848711226417,-65,-6664370945793751,-67,-4531591839999888,-65,-6197684576448326,-65,9007199195117784,-53,6197684617473935,-65
-8980078681275301,-53,9007199254740990,-53,4982849258127360,-83,6699366845030317,-68,6119772066372761,-65,8311800855467654,-72,6184708010556102,-65,9007199005407798,-53,-6184708181758382,-65
-8923089163843707,-56,9007199254740991,-53,8662801161650176,-78,6246101831029689,-65,6516478948688817,-76,-6198026243609883,-65,-6194844369123219,-65,9007199254736622,-53,6194844369126225,-65
-7010826690126519,-57,9007199254740990,-53,6606983994015744,-78,5454833696226874,-65,8653076294112255,-71,-5448375240405599,-65,-5313170923310095,-65,9007199203625503,-53,5313170953462124,-65
-9006985321699504,-53,4503599627370496,-52,8693170841845760,-80,6257040911165966,-66,-5387500423453978,-65,-5518714461295270,-73,-5409057901818413,-65,9007199062659460,-53,5409058017168382,-65
-4813607269892820,-53,9007199254740990,-53,7263581280141312,-78,5719463431705786,-65,5582718923242744,-67,-4834207595167533,-65,-6877055728713694,-66,9007199209607375,-53,6877055763173507,-66
-8750364866864916,-53,9007199254740991,-53,5061840887349248,-79,6752259582402740,-66,5115140627095464,-65,6403796963247549,-68,5915615247501408,-65,9007199071284654,-53,-5915615367989154,-65
-8175850755581749,-53,4503599627370496,-52,4774300879945728,-78,4636975271001368,-65,7497422073440558,-66,-7782993559726280,-67,7211850587154836,-67,9007199141873752,-53,-7211850677524956,-67
5990346758607163,-53,4503599627370496,-52,8043406446034944,-83,8511672253224089,-68,-8175851227910238,-66,-6356415109848987,-68,-4882477502686242,-65,9007199004722616,-53,4882477638212180,-65
6308401378552152,-53,9007199254740991,-53,6431760703291392,-79,7611317245612524,-66,-6917628493935584,-66,-5432781551577641,-66,-6175205022756612,-65,9007199093347606,-53,6175205133405576,-65
7008771727902770,-53,4503599627370496,-52,5120169596682240,-78,4801998947073175,-65,-6092927301856744,-66,6032302585447160,-66,-7759963700426752,-73,9007199153308275,-53,7759963787813984,-73
-8797048819412455,-53,9007199254740990,-53,5474172176171008,-80,4965227061551736,-66,5539049796173927,-65,8530336919736383,-69,6072195853657451,-65,9007199041894535,-53,-6072195997147716,-65
-6505447242206719,-53,9007199254740991,-53,5080407628316672,-79,6764631830599089,-66,7570034845962521,-66,4678638199027193,-66,6124336522494857,-65,9007199073000652,-53,-6124336646067012,-65
-8962187803533197,-53,4503599627370497,-52,6343530330980352,-79,7558931251812858,-66,-4870341597891962,-65,6037934093102109,-69,-8985941434146160,-66,9007199096193036,-53,8985941592319931,-66
-7889227402487770,-54,4503599627370496,-52,5323369666838528,-78,4896358406809023,-65,-6740663798663018,-67,-8803693056377353,-66,-6087012477854431,-65,9007199156758997,-53,6087012544070090,-65
-7540664108735446,-54,9007199254740991,-53,8273439928352768,-80,6104118362089787,-66,-4550833948492396,-66,-5543606913227075,-66,-5047220430859736,-65,9007199059202314,-53,5047220540430625,-65
7713825340942356,-55,4503599627370496,-52,7273918528225280,-78,5723531844345650,-65,8534761098746905,-69,-5590811043571778,-65,-5057388474900096,-65,9007199213664529,-53,5057388497963828,-65
-7264122182379737,-53,4503599627370497,-52,4645780493172736,-80,4574137656203391,-66,-4607420030715187,-65,-5409026988826828,-67,-5959676777921894,-65,9007199038758168,-53,5959676920828453,-65
6130064394641343,-55,4503599627370496,-52,7070245743230976,-78,5642832275961502,-65,-6349210528740783,-69,5560555832039748,-65,5163730173993449,-65,9007199218744575,-53,-5163730194629807,-65
-7145603052424381,-53,9007199254740990,-53,6357610307518464,-83,7567315430442553,-68,4910435717052632,-65,4607005508587307,-68,5486311405626045,-65,9007199001209346,-53,-5486311560052916,-65
