nx_1_significand,nx_1_exponent,nx_2_significand,nx_2_exponent,nNorm_1_significand,nNorm_1_exponent,nNorm_2_significand,nNorm_2_exponent,sSquare_1_significand,sSquare_1_exponent,sSquare_2_significand,sSquare_2_exponent,s_1_significand,s_1_exponent,s_2_significand,s_2_exponent,znxnz_1_significand,znxnz_1_exponent,znxnz_2_significand,znxnz_2_exponent,sny_1_significand,sny_1_exponent,sny_2_significand,sny_2_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-6589753237260142,-64,6009529704195344,-118,6495599278440093,-64,8693450555838720,-121,6548648792069594,-75,8766787650093200,-129,7680168261144397,-64,-7936379715332158,-120,-5531367128756355,-79,-6421367777223427,-132,-6775059407818606,-76,4580308250902668,-129,-7466480298913150,-76,6573451044429636,-75,5115431401964913,-53
-4782305236045920,-63,-7714045178596542,-117,6985631536666114,-58,7128183573184818,-112,4618436237245004,-74,-5376444142953846,-128,4560656500668626,-63,-5325190774980014,-117,6246417766240512,-76,5114198646331086,-130,-4909778378676933,-78,8712444347778636,-134,5018973171571279,-76,5098647231022122,-74,-8866448169915702,-55
6191665628999932,-62,8839511160591250,-116,5563131056484942,-53,-6638945464466888,-110,5718100363282430,-71,7901676300470717,-125,7176633565307044,-62,5826536456772553,-115,8333926769808943,-72,-6063608376344970,-125,5629089501191501,-71,-6908768540339062,-125,4898026443047986,-70,4898847756424577,-70,-9005689158162906,-53
5814390942949650,-64,-7818148916106088,-118,8834491269276149,-53,8442012479302904,-110,5316749140894414,-72,7907605601336448,-129,4893312727565497,-62,7381125273620257,-116,-4761404008930285,-73,-8965741438067672,-130,4743471234282150,-71,6050078641352147,-124,7106240464099159,-72,8698598084879369,-71,-7358349378563324,-54
-8373605011843088,-66,-4504608469332551,-116,8671240811618327,-54,6056987230666653,-108,4613075378870267,-76,-7293740913882144,-131,4558008836905886,-64,-8843549296965193,-118,5779613507581072,-76,4519535020213721,-129,-6617228537065843,-75,5850248703578857,-129,-7454843566550613,-76,4867677632027511,-73,6897258455966899,-55
-4565908739034548,-62,5146272149589948,-118,6278097185203627,-55,-5386956547994198,-110,6488154080950069,-70,-5088565452248837,-124,5405557168441482,-61,-4991451110742929,-119,4762659599144665,-73,-7277824899035438,-127,6047701905599531,-70,-4982403075316500,-123,6643034355492614,-70,6794420067130249,-70,-8806510858149572,-53
-7967555164609737,-63,-6378804100546560,-122,6407457466183119,-54,-8846787414308756,-109,7427468817933732,-73,5228726275213814,-132,8179284296410332,-63,8770357368405060,-117,-4696591323723555,-74,-8323697703640094,-127,5875590481749664,-74,7226413242995888,-128,4715996632104434,-76,8209900135272496,-73,-5173987582084297,-56
4635558835470136,-62,-5017130862914900,-115,7386371059149190,-53,8829968986621978,-107,7341984250987522,-73,7996169155885444,-127,8132079381917943,-63,-5912033388840360,-119,-4960678546584793,-73,-6846382674067701,-127,6663300717055202,-75,5798204541124519,-128,-6589706734641985,-74,4960364364540138,-72,5982907426472048,-54
7144431323980416,-68,-8867716159229760,-120,6094572791825266,-55,7372233099644860,-112,4705700240269840,-74,-8825672279120782,-128,4603541011938148,-63,-4885097381712571,-116,5008819454848759,-78,6079763357253166,-131,7984828209023630,-74,8036033068505855,-128,8297879424951678,-74,6780028660279199,-73,-5511824294359072,-53
6136749320804576,-62,-6557880292714114,-115,9007162477666069,-53,-8030094807153140,-107,6990033608588398,-72,8417729596559861,-127,5610731926847508,-62,6277555657761800,-116,4644016773279008,-72,7918311815592864,-130,5809344543221174,-73,-6986694237234095,-130,7548689044889595,-72,4784576502032296,-71,-7105388147782834,-53
-4903678956847400,-62,-6614568106895520,-119,7768591408039219,-59,-6112400272595408,-113,4907018532479165,-71,-6095550397825466,-125,6648194767660359,-62,-8939914818866823,-116,-5377163019462354,-75,7620633228090774,-129,6689228215903460,-72,6134652397828726,-126,6017082838470666,-72,4949332106394363,-71,-5475189671386882,-53
5424643914142897,-62,-5569649304486920,-116,6425664391640907,-53,7509821531260672,-107,7425627774566034,-71,-6629312738252272,-128,8178270535819611,-62,5255173693659853,-116,-5985765623947394,-72,-4872491477308886,-126,-7158177676152765,-71,8292512435651277,-127,-5075530244063231,-70,5083693599869243,-70,8992735563944602,-53
