nx_significand,nx_exponent,nNorm_significand,nNorm_exponent,sSquare_significand,sSquare_exponent,s_significand,s_exponent,znxnz_significand,znxnz_exponent,sny_significand,sny_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-7561816337534256,-53,4503599627370496,-52,6571274107092992,-74,5440072391067364,-63,-7225578477247519,-69,-5911323354754419,-64,-6137122682168404,-64,9007199252826194,-53,6137122683473066,-64
-8858493613072839,-53,9007199254740991,-53,6360484118790144,-74,5352109295154505,-63,4787543807859451,-63,7748131765039435,-66,5756060278489380,-63,9007196745768537,-53,-5756061881851347,-63
8564057637008971,-54,9007199254740991,-53,4779992827297792,-76,4639738561153201,-64,-8324762459503128,-66,8163799610086270,-65,8002836760669412,-66,9007198747453138,-53,-8002837211391329,-66
-5662849526659944,-55,9007199254740991,-53,8281505608499200,-76,6107093054187374,-64,5156724744031575,-65,-6031183494982019,-64,-6905642245932463,-65,9007192131656349,-53,6905647707065468,-65
-7120348570343103,-54,9007199254740991,-53,4615337378054144,-73,6447578102821829,-63,8274495084985598,-67,5922550619192923,-63,6439706562004523,-63,9007199073485739,-53,-6439706691593159,-63
-8309445787235336,-53,4503599627370496,-52,8806636283494400,-72,6297742761079788,-62,-7635470309874924,-64,4860799734407995,-63,8344516635764264,-66,9007197441488718,-53,-8344518315611282,-66
8595866320256828,-53,9007199254740991,-53,6404413688119296,-72,5370560035912509,-62,-6106512400020494,-63,6417701617143846,-64,-5795323182897142,-64,9007194919653810,-53,5795325972137463,-64
8568986657830754,-53,9007199254740991,-53,6122586315948032,-72,5251064411245329,-62,4641763118327352,-63,6471749133981136,-64,7877637685317920,-63,9007196734178001,-53,-7877639889786479,-63
-6613190824651108,-53,4503599627370496,-52,5059310646198272,-72,4773375068122148,-62,-6997003913768116,-68,6481485601841934,-63,6262829229536680,-63,9007199245350410,-53,-6262829236066081,-63
6686645089849483,-55,4503599627370496,-52,6208255403491328,-77,7477900336562986,-65,7977017928370534,-65,7347981251563667,-65,7662499589967100,-64,9007187029566817,-53,-7662509990038931,-64
5171003758212619,-53,9007199254740990,-53,5328683808063488,-74,4898801732298412,-63,-7496180201828220,-65,-8022154253235995,-64,-5885122177075052,-63,9007198126503880,-53,5885122914242499,-63
-7120608277254092,-54,9007199254740991,-53,8233787062222848,-77,8611815179771896,-65,4802567869479144,-66,-7910500011736719,-65,-5509216076997147,-65,9007199010520139,-53,5509216226373823,-65
-8906343356784964,-56,4503599627370497,-52,8566048581222400,-73,8783854871117893,-63,5331083717230702,-73,-8716500966401495,-63,-8711294829958887,-63,9007199254553147,-53,8711294830140561,-63
-6687687373071310,-53,9007199254740991,-53,5532693438660608,-73,7059325195612836,-63,-7990733124726259,-65,-4728798074076999,-63,-6726481355258564,-63,9007198488277466,-53,6726481927645486,-63
-7511542612771956,-53,9007199254740991,-53,5531614183424000,-71,7058636635388689,-62,7444086342388770,-70,-7790502774795221,-63,-7732345850245309,-63,9007199254226076,-53,7732345850687345,-63
-9003198748883336,-53,4503599627370496,-52,5300555672977408,-78,4885855150705721,-65,4830658659779300,-62,4656410080141352,-70,4848847761654852,-62,9007189363076910,-53,-4848853086642627,-62
-5074900861632832,-53,4503599627370496,-52,7309742410039296,-73,8114203989798049,-63,5103964471631562,-67,-6703677249904774,-63,-6384679470427801,-63,9007199220801106,-53,6384679494485811,-63
-8039294786410050,-54,4503599627370497,-52,7506550878896128,-74,5814335709351006,-63,4980786749348131,-64,5203236866839835,-63,7693630241513900,-63,9007195957503900,-53,-7693633057897947,-63
-5189567267444431,-58,4503599627370496,-52,5404425958981632,-73,6977015226444774,-63,-8488550572891409,-71,-6975884100191591,-63,-7009042500866948,-63,9007198895641378,-53,7009042780303928,-63
8502484618998460,-54,4503599627370497,-52,5019281206018048,-72,4754454013773886,-62,6328391403287588,-66,-8383127356421786,-63,-7592078431010838,-63,9007198957324326,-53,7592078681700388,-63
6699229996382694,-55,4503599627370497,-52,5735985682841600,-73,7187848493652037,-63,6069406748855182,-66,-7062498271558453,-63,-6303822427951555,-63,9007197492063235,-53,6303823661588054,-63
-8931710752181811,-53,4503599627370497,-52,8398722320826368,-74,6150161194185230,-63,8554217604770011,-63,-6356437276268706,-66,7759662945236423,-63,9007191375548388,-53,-7759669733132487,-63
-8947116696236526,-53,4503599627370496,-52,6071699416547328,-72,5229197187893014,-62,8867952876843620,-68,-4823850741842727,-65,-7430713264474549,-66,9007199246500161,-53,7430713271273028,-66
7012160757549847,-53,4503599627370496,-52,4853661489430528,-73,6611951009374140,-63,-7505928766436552,-64,-8299805650355172,-64,-7902867208395862,-63,9007196794173078,-53,7902869367285240,-63
-8688816700887064,-53,4503599627370496,-52,4770256639754240,-76,4635010898073362,-64,-5030284818501627,-63,4885762624605571,-66,-8839128980851861,-64,9007196375659857,-53,8839131806211544,-64
7162030737021870,-53,9007199254740991,-53,7356699429568512,-72,5756008061988924,-62,4766301780996995,-63,-6981103180301044,-63,-8859205597216196,-65,9007195450382550,-53,8859209339068340,-65
7546959401534899,-58,4503599627370497,-52,7030253417398272,-73,7957568305822453,-63,-7713310455216033,-70,7954839775332503,-63,7894579537401128,-63,9007198693941233,-53,-7894580028927789,-63
7612546461327318,-53,4503599627370496,-52,7891602972868608,-72,5961595441487703,-62,-4743987662406582,-64,6373058340352534,-63,8002129018298486,-64,9007198420756796,-53,-8002129759222447,-64
-6146533074557740,-54,9007199254740990,-53,5672109556629504,-75,7147714387920276,-64,5661764467831616,-65,6718781524606460,-64,4774831879261134,-63,9007197432636955,-53,-4774832845182055,-63
7322689030073923,-54,4503599627370497,-52,8059727092121600,-73,8520303272629059,-63,-5949257271223342,-64,-7784613309142659,-63,-5379620972377165,-62,9007193584848582,-53,5379624358767369,-62
-8974757279958478,-53,9007199254740991,-53,5003931849588736,-73,6713524501064279,-63,-5683714428355828,-63,4554192219088580,-66,-5114440400969756,-63,9007195809581537,-53,5114442357190435,-63
