nx_1_significand,nx_1_exponent,nx_2_significand,nx_2_exponent,nNorm_1_significand,nNorm_1_exponent,nNorm_2_significand,nNorm_2_exponent,sSquare_1_significand,sSquare_1_exponent,sSquare_2_significand,sSquare_2_exponent,s_1_significand,s_1_exponent,s_2_significand,s_2_exponent,znxnz_1_significand,znxnz_1_exponent,znxnz_2_significand,znxnz_2_exponent,sny_1_significand,sny_1_exponent,sny_2_significand,sny_2_exponent,znxnzsny_significand,znxnzsny_exponent,nxSquarenySquare_significand,nxSquarenySquare_exponent,px_significand,px_exponent
-8237132236711588,-61,7154075593564210,-112,6811081922766574,-64,-8042328651487696,-119,5115158723058699,-68,-8663971780160442,-123,4799648624546186,-60,5134052893023703,-114,-8640901822212522,-73,-8141958755960920,-130,-5292552078886683,-69,4843876651060145,-122,-5832608442774965,-69,5135475256387871,-68,5114956629730746,-53
-5977852636901071,-60,-5218108468847540,-116,6992866595043079,-58,4739588790608464,-114,7215471212903591,-68,-7831138467708789,-125,5700490633773128,-60,-8755957523621131,-114,4879773078891824,-69,-7600713935765788,-123,-7671302115893390,-72,5477353718387256,-126,7841720628810300,-70,7966561362063249,-68,-8866051109586172,-55
7739045528120318,-59,-6590132615755642,-114,5565327314035847,-53,6754639495132412,-108,8930015036011273,-65,8606958353720336,-120,8968524113653628,-59,-4602137970232599,-116,6509298019546434,-65,-5082846734345460,-120,8792431323536668,-65,-8187118379360493,-118,7650864671541550,-64,7653203378072432,-64,-9004446786959674,-53
7268115309108044,-61,-5805510877891364,-113,8834069265977689,-53,-5139387998773761,-108,8302862376977523,-66,8266564959670636,-120,6114962625156795,-59,5275389752273848,-113,-7437933483577459,-67,-4523625560384831,-120,7408637805199975,-65,4767054749077434,-118,5549154434305611,-65,6793997168116098,-64,-7356838463178184,-54
-5233376908436752,-62,8661988001373728,-116,8670590846628256,-54,5650785371802336,-109,7206364157954811,-70,7056784929160616,-124,5696892041847150,-61,-4909335376841113,-115,4514735078025866,-69,-4896905959425466,-123,-5168834902663188,-68,-4654617828104465,-121,-5822934727300511,-69,7604838435024248,-67,6896705799112664,-55
-5706788198925993,-59,-6808871062524282,-114,6296724136466681,-55,-6452107119411584,-114,5067117747306755,-63,-8052988518039584,-119,6755778208113870,-58,6211980562938483,-112,7439562426562669,-67,-5798561426693184,-127,4723485952925612,-63,4555500020518182,-116,5188458604585779,-63,5307085710539307,-63,-8805865031286719,-53
-4979643291598681,-59,-5565311121491615,-113,6408701164308628,-54,-4572286648212592,-109,5802392074796881,-66,-4849508758458756,-121,5111912634808302,-59,-8013777206728388,-113,-7338104084185999,-68,4957759281475074,-121,4590103434650545,-67,4915110907300057,-122,7368411140460367,-70,6413780461437870,-66,-5173917920329081,-56
5794322164096018,-59,-5075196671809312,-113,7386738226429007,-53,-7858526324021888,-111,5735503627423215,-66,-6725384875943468,-120,5082362836245098,-59,4869597531297815,-115,-7750536394595230,-67,6422306516052739,-121,5205289081124692,-68,8617656017913987,-124,-5147891854032884,-67,7750218782131535,-66,5982810159893273,-54
8933044899925632,-65,4762108055289152,-115,6096286641045328,-55,-6926476417255728,-109,7348832144190013,-68,-6098507292995644,-122,5752929489067502,-60,-8549108548281024,-114,7827745592705705,-72,5570275364423580,-126,6236435364406750,-67,6828600330282825,-121,6481052414178804,-67,5296748627701955,-66,-5510562665709858,-53
7670543756730438,-59,5031271362269529,-112,9007160292496981,-53,-7301038072036275,-107,5460367056515383,-65,5780037918738958,-119,7013031732571700,-59,5762101416762595,-113,7255035780146663,-66,6447038830275962,-121,4538288452762260,-66,-7364168330117976,-120,5896662116454461,-65,7475225766883727,-65,-7105124617919008,-53
-6129397614684525,-59,8970861009584032,-115,7885993257284151,-59,-8852770750011616,-114,7665687165042471,-65,-8446223529047186,-122,8309414643646575,-59,-5408588148403101,-113,-8399980678473710,-69,-5759151227508084,-122,5225245963920091,-65,-8395889030484800,-121,4700247171515484,-65,7732795477199170,-65,-5474871661251657,-53
