"range","nx","normNSquared","sSquare","s","znxnz","sny","znxnzsny","nxSquarenySquareDenom","px"
"{0, 1}",3.82451460964465350777137781379231294e-28,2.93521276093150944797773723731895924e-28,3.224735070182093436614016571501522134e-27,1.617064764023577254247761980974995774e-27,5.83397131686549172563492058179215455e-28,1.644251194782414109386710354520291909e-27,6.52852046952790840100240917915834403e-28,3.3262134598988078257613945012959357e-29,6.42887389105289108328675097919405517e-28
"{2, 89}",6.8964043428235278522757415565874929e-29,3.2531042329468813930702931056685354e-29,2.756300781136245912074952720445366238e-27,1.378983798450118977976777318223045178e-27,2.1662798441495996982956347633965977e-28,1.454917133955067636564241635644331686e-27,9.23528604235663480019548353136754224e-28,3.434287392473981993057476299375302e-29,9.19116386963496139643078260000713783e-28
"{89, 90}",6.38762581911244398606708945346271147e-28,4.9448674193867174792253046816019013e-29,8.42481361004191529648845235379898783149893504787e-16,4.21240680502087161927720035347667055964343810359e-16,7.9526635952173858114865567067948831e-28,4.21240680502121853887529256990880147137017787523e-16,3.39086200951715226927915343430103727406986098392e-16,4.7917930678244513856410346754182678e-29,3.39086200951715822582467107040790413680355055547e-16
