"range","nx","normNSquared","sSquare","s","znxnz","sny","znxnzsny","nxSquarenySquareDenom","px"
"{0, 1}",6.787442949411367999152419872779857025276878581e-18,5.217891755539130257121452896785324188424050335e-18,1.4683101374643681319368949200731173462025594335e-16,7.3444603012179616975559588406319603853404195934e-17,1.0813270253097091624944483240292915372906525002e-17,7.3912146607406533291540112241893270844140867349e-17,1.4529015869320772892622865996084367583282259963e-17,5.49073659627838452905270005001652845215644433e-19,1.4391450666982050813726109667242167897351938434e-17
"{2, 89}",1.96072458022543054060058795827803825806840411e-18,5.21272646052626157216344577792382902399938902e-19,5.5046371143373476263670581976594757376730321783e-17,2.7529849819437973693656296915875114935665243237e-17,4.641420418615504199937403284447126859189059929e-18,2.9555671438427332373381340417504587050169910452e-17,1.418007114106261800650365510102026298657545987e-17,5.70978912889606140321992813955767119316809686e-19,1.4067848301252647396335833526060802248163403522e-17
"{89, 90}",5.547330004443304515763769442866940399819190475e-18,7.88721723249923571653927898509408141141468073e-19,0.000018336347487984365760002901580948538833716326884172044428578,9.168875132497723785645656491505757088404948264553436348829e-6,7.932674013709843778508659110368181551873110856e-18,9.168875132497503024325721795372063998342631639456105589998e-6,8.912496542648159847539653754555087119825254070124655460787e-6,7.64614561386880139756724285859294501021529287e-19,8.912496542648212927154702516960579055170906050200663795241e-6
