"range","nx","normNSquared","sSquare","s","znxnz","sny","znxnzsny","nxSquarenySquareDenom","px"
"{0, 1}",4.8152983232812855051484639609509899531437683974e-16,2.463314804955073865783989230961308403891136276e-16,2.3708372884361314324638303749536862474723888021082e-14,1.1871868132100372823429515105471190095124733696316e-14,6.32622584895849329691141083224984873668109351359e-16,1.1894582513548333117561762607126552501001230365981e-14,1.099655949733278790880972485849226537669856608888e-15,5.2940798610594890535619925321826556965292605381e-17,1.09263631395744300277955427650719467401699351612e-15
"{2, 89}",1.40887670846772532928775120247270274192448486356e-16,5.3298550146329253279239391698182728115917978065e-17,3.699176097930291727008418753094780252265326093331e-15,1.855072281158621789825480607260314518066437362661e-15,3.28422952160492887237001054406525721754617315391e-16,2.005056752861169687080492697871064309043951385128e-15,1.076395616957202246210572314049089238355354639843e-15,5.6148559844809300743871324649165370709108447032e-17,1.073837161900466650767934905300802951864822095528e-15
"{89, 90}",2.58486490811411058055402387577714174734926602871e-16,6.8536252628868876972488420388569584214828949605e-17,0.000829994037757512072117724544984116785470219866723361093332525,0.000415201183633199636181833888398214032231436751081180315432165,3.93038961492073398918564958349641691811926685599e-16,0.000415201183633138592898249160695774939807522926474053466315753,0.00045616859192366385432784634203776728955189835515134484179941,6.923400386780434325239994727919491561384226078e-17,0.000456168591923670092948689448034157352063810846766177457348937
