5.e-7,2.03430825534168193834914102497339901236498115189403722471670973245104496249689894955e-16
5.500000000000001e-6,1.52069066533485920355946974833457858581223691034298167589110356791859538064274951495e-16
0.000055,1.48408916673450611686663626015925246117698712412101613152648218986844738811219319268e-16
0.00055,1.68823341087731185439596760293971411563732455637816006201567647891804291369085324936e-16
0.0055,1.80657078695379560160624362524676810080428673093477825003530755962041849233783724651e-16
0.055,1.75554676646069714905000575576448074171264305418010157734234903440789447667305869765e-16
0.55,1.66569888430617166571349100500451788862903630505543048580396253133494133579405158328e-16
5.5,1.79134765019914870199425332170144169144111253069498686453639675208213319847437751787e-16
15.,2.051083166410587918816515522644656634101675785059037269832183641952938218393640037e-16
25.,1.76244062555435069267168059328034075301285397876906714989303054037573850248302169979e-16
35.,1.38148078293967111862419330975891145657286214618554124428420642799389571661865254248e-16
45.,1.07289046817400070801741053070660653288197606692718143581203013334169288747828780067e-16
55.,9.4796411913217888628910565228350994454184589113658144014837252418797012970072534452e-17
65.,6.07448618458244012576789521957887581464534412311316640379661118845116634052513398551e-17
75.,4.55080919991347377973597108779144092248634817879568691631741915557220751186977315057e-17
84.5,2.32248126919104770112080312130329906172381508232635393771462448284407767590115521355e-17
89.45,1.92748027047786481638717725161702259704809912019959248167091461060251335990780173523e-18
89.945,1.8902473090340023935715360029224286354429018509778595571447732059581088231391625109e-19
89.9901,3.44721936208948312705798410646343145295395812707241652423997010342217961866700742652e-20
89.99029999999999,3.24662887871572740694548092168946873720235068734618451367546753355481809832451636099e-20
89.9905,3.16703362003634498540155385090471358514160115531210360372720373008460306162501004034e-20
89.9907,2.97108881072421944661384955892372291813423069350321739636037015529823164216478632799e-20
89.9949,2.52286253775017121876384105830292546118574641195476892517791165122438599665232346915e-20
89.99902,3.04113595485833623929959091454485648725216343233262777841129897415870599077064911546e-21
89.99906,2.97347869608289747074037408325175458393429249654991272417369819718309841569207588601e-21
89.9991,3.52636074606289974371055708188389006580949123290678770691226625037458677501715467592e-21
89.99914000000001,2.57880851102874786597479092568788151926692301097080206270628851614853883595226954008e-21
89.99953,1.42433187982249472592909875273213345275294395035258150597650573388274582702388835259e-21
89.999904,3.43610064729367595812145969771529901074790324275251397635748277242882080869921227174e-22
89.999912,3.11856352124716058629541543548285275181572458729770032180626263971056457477838333038e-22
89.99992,2.53202265329953619676680765745221142778874681090184047816633445182141047504438594067e-22
89.999928,2.1584894273112658640575091631929200780849311770428976029797769834453064975152829963e-22
89.999961,1.3150403786558030820504244581887027522239055459898621001205879786410492088587539614e-22
89.999995,2.25397650423079418685450505187163853692759676106244687394167119370528892673092170814e-23
