"range","nx","normNSquared","sSquare","s","znxnz","sny","znxnzsny","nxSquarenySquareDenom","px"
"{0, 1}",4.699853246263584002985140041232441451e-26,3.1785516645322928606299668425125630785e-26,3.915737554855220483698086119848482466622e-24,1.958233071437541326185796486302031688292e-24,6.9884065243230663663971472854984207879e-26,1.960447634430275259262914604057274430655e-24,1.23710891947469993277878200627250099165e-25,4.251561031508600766638754273790112625e-27,1.22768522087236630309334782362955019275e-25
"{2, 89}",1.3556134128702935767689567153131507818e-26,3.721886877479932879133936648206567893e-27,4.04017962185908328369030492077359441017e-25,2.02116422443275069877058649484219120214e-25,3.1905100379279892509465236963108635717e-26,2.14100612777608005905218288223430147517e-25,1.0166155343448926353744484114179929209e-25,3.983531587546288777044058046909155934e-27,1.0105735733874570008359621755283284328e-25
"{89, 90}",5.9324441601883450495211871606410336691e-26,6.282860856812417419007353454307321272e-27,1.072409531254759704192435603785933545842039085957e-13,5.3620476562744460872879245781683382401849249816685e-14,7.9217033571549199679478530053228977953e-26,5.3620476562740242406734082981663981038185532685753e-14,6.2039235252870485426462845180840869396904830256638e-14,6.145646261657497190846434166708175295e-27,6.2039235252870013410855258996532392444471924971733e-14
