"range","nx","normNSquared","sSquare","s","znxnz","sny","znxnzsny","nxSquarenySquareDenom","px"
"{0, 90}",9.46276630782540032246440522516281678512542593979e-16,5.04843366264855355775926489792455598498591780678e-16,0.002210636725701498766061988841568726956854019135550746752851147,0.001301594312026209313274255927882806403425693776852537917924136,1.582261319400334562907723142191548240134453051172e-15,0.001301594312026302316330166439363352512832035659322379851330993,0.000974155515906093613931293229404603843923361936097645142512209,1.69778246574189953731271046208110433065082144021e-16,0.000974155515906082273730534294012043344974502003170885228794178
