"range","nx","normNSquared","sSquare","s","znxnz","sny","znxnzsny","nxSquarenySquareDenom","px"
"{0, 1}",4.10885607080040776648739510193280827409442e-22,4.00184228927978051468610803592684890537344e-22,3.310924118545863099994392506646524119266301e-20,1.6559236498105991357614661373175299012652214e-20,6.57207718531478360739586821575020998244321e-22,1.6585990579786706807019183498339992096105502e-20,1.313772967232017901662439786264934045007294e-21,3.0500489816347676177959118503731683719525e-23,1.30858539851699853572582553069101139973833e-21
"{2, 89}",4.0675134169292337258623342524504699281722e-23,3.1883145130544066858449059502731881378044e-23,4.140661115975856505343991843523436082261444e-21,2.070812948724749803482358248384032639092189e-21,2.02171852232577932692116110943343505047261e-22,2.141361739225998862408779810638989756238834e-21,8.1046405862216320147438316004289048119604e-22,3.6833969362724913625513052560706636762785e-23,8.01996495388153358825468872066724903698486e-22
"{89, 90}",6.14670137454673941339397555909413127322868e-22,5.0030117885661090721443499744977403868616e-23,1.018207083483214113596293950914994714507398939570955038e-9,5.09103538315861697906944509286535712558051751964663956e-10,7.05324367620711180204800291142390175196032e-22,5.09103538315826582032122480702586429354645102326061923e-10,4.24604279332604519568416157411889029510751714903017638e-10,4.8854188717126877081753545891177394692369e-23,4.24604279332602345039197779833139054005255705562449332e-10
