0.0055,3.37939520014330282427491971244702306842220213469861322502143617719419777705307380475e-16,3.37939520014330282427491971244702306842220213469861322502143617719419777705307380475e-16,2.35287886798588625891105064814693550441385419271036935553997526999207420448578323531737e-13
0.00055,1.30702181044156485983866164920463627555884059974447646662155493347564728887635300354e-16,1.30702181044156485983866164920463627555884059974447646662155493347564728887635300354e-16,1.09484302793060266666849217190631461486875740234682774237319582846574148478334094392433099e-10
0.000055,6.4667882041042955915273758849885562431972869409161810124639477976443882429490093371e-17,6.4667882041042955915273758849885562431972869409161810124639477976443882429490093371e-17,1.9165632163812391465911138230609000593750838835750031064221339701220269698067298984638338655e-8
5.500000000000001e-6,7.9652132976902092584700964754819601174532231697084159567166863242388434269344741264e-17,7.9652132976902092584700964754819601174532231697084159567166863242388434269344741264e-17,3.948012452766485241521609083373748347502315894081527072209719015177349154783680014650120734337e-6
5.5e-7,7.1877683843152351067560891776727286434382960655814427006427689304881626319776376694566e-14,7.1679336948531857226095848259365803840752674973062132709957088167636237134153167458538e-14,0.000034058323716244463035304248801771064586346145079047373264274850202625758045739584193894370364781
5.4999999999999996e-8,2.27302494714268262724852455204099300360231397016652174867633965399940418321657691229548e-13,2.26656907308162894827692704474757970749303989665546662519854925253955123420902853119911e-13,0.000034058323716181536985801008922174586957428312099273913006270821269790436292395596803748888085349
5.5000000000000004e-9,7.1791063140627228470024906793462276389262656065104704086277436282429751135382494419867e-13,7.16868149545331438297071449263144611739793097777242810427943193475906469658327111915273e-13,0.000034058323716231944017945836439086080566108559155342947104048797083961646791072255606176200242427
5.500000000000001e-10,2.270053508675611660263657223300540839767316808854789877919838596214840090464115126609924e-12,2.266925225668148266966512195187333284386502772640794032703457478476546712813813445159514e-12,0.000034058323716193488346175139587356809706344187524484018377567472711716881224580278249256368915876
5.5000000000000004e-11,7.184415145278185457954727739705145853494698928283689763562585401007729059955215035474411e-12,7.168675791510693813164624556230834814762040179203763552663182493028146311563136046619754e-12,0.000034058323716173320222247234322614366169598754889258070546641833417155427670153395953357666565288
5.4999999999999996e-12,2.2700973320169082486463209055396657154710003011791087804806667009955214956287965875558725e-11,2.2669543051139753861136052342716589113293549530557658908917289514554521763224386260504399e-11,0.000034058323716249336898018016445032163616265239944759752573953131125727645491114473676422480937792
5.5e-13,7.1855949335662747467465831589004607333045063129431905896090858115262051251042551478532546e-11,7.1693983464453489054147264742280385467037251337448606565592749625084921928802980290106004e-11,0.000034058323716257540306609641501040156582216235320488245063261442771310418245313280021451268322424
5.5e-14,2.27655099324115091878790240500013133564360148988351022543318215390291510303307226080601611e-10,2.26925507657200068743667913426485767556276394985755899917994361849234050937441916334964641e-10,0.000034058323716237920440696563530941305081442235793747221901841913365320581445546189415156989497426
5.5e-15,7.25999295686084189059608932305748805406210746016807004255999978902474987657661484132876869e-10,7.24335345361356846640942014522885623983882615254571618468674077176732200316062899674112504e-10,0.000034058323716167815919722510258513768146350670025118739826870367176891486908464485608038906094559
