5.e-7,6.6157854286036882275722780409047854547076824301355417927906029192245771365418409336e-17
5.500000000000001e-6,6.6215872845833663575057856386757132742204854236782533692421464492364216646628271202e-17
0.000055,6.6092727947340794853181053298775582585053276990458310024030500087277378649794370064e-17
0.00055,6.61498564366280271574117602926169406714540548308189491494354789104321966246677394e-17
0.0055,6.5846431395123528841367552294349124818422697555159227939685436242001052753321021626e-17
0.055,6.5908906299468589571404586769902022867208498068119591318422747971146265768624894481e-17
0.55,6.5886854966288211721082148794343090765925974927834568484392037738156999179923875641e-17
5.5,6.3439117819807347175523706141500284878970184807021019627847712064364598153604034065e-17
15.,5.9364507836453129889248005119570015853976510845483267257914123888028245567472444424e-17
25.,5.4598346537050775736839806539398752953571404354094915731169064514431518783541058534e-17
35.,4.8352292620633616627785193512584755953615236972144380285957011471688401805424094238e-17
45.,4.1216703402265151361001862444627267637320507966613873730514273793759507451433761051e-17
55.,3.26128431944635464771222720790986338632306304212067028320387045408166674194794527367e-17
65.,2.35151386674678027937161655146107695821424201871615426873133377131840540037883482148e-17
75.,1.47528385943562635213529175711613422168341782737615920000880439616345987579225607925e-17
84.5,7.2464611112700585158005750382848826681388737111718695824992389275075512255340365122e-18
89.45,6.6047928147393321683376142560433739846333777409233387398622921304818036503890376991e-19
89.945,6.6636360914637529423344451331557801684327868188048561847764117834414177761654112877e-20
89.9901,1.20259264652765455288344294398619991131821958772690628547218607406682357901013169305e-20
89.99029999999999,1.18253703851445357206878247968677935961649585243146711551546065310747843446619168838e-20
89.9905,1.16267342028496248558424520472471196203008190335860962389846585423831483275136771657e-20
89.9907,1.14677132977118441776289474625709627028641579599216765909284238138575313781822876249e-20
89.9949,6.1297593288954992455505794094074597684184419797429705079961316974904784199473993558e-21
89.99902,1.24634219910986486543516267323151076134978304257979742226299274368065857694406465079e-21
89.99906,1.17979686539810295785657481625571173199378287624895962626236192626919838081980082127e-21
89.9991,1.08402110619605792241967921144099722465531236553527918150702716451042506341239458016e-21
89.99914000000001,9.600309144659901582604403367744181002005833720352763851167985625708584184289833529e-22
89.99953,5.6518822661788073397212389502127347197190612402170801755539626626689363590942055034e-22
89.999904,1.12931872370353605080890923664821841431228315059070794197456724610527519190041772485e-22
89.999912,1.05568315333157749941999124198480235197289042714401632891208177966937122502278684828e-22
89.99992,9.7524512576776351454976703876254434174572976409968361319255699642864540874448227248e-23
89.999928,8.7398887946323181700992229050853597292935386528078410122391856710036702183805883183e-23
89.999961,4.6463452702709124985819842324942455662347589735293257798237698201586387740221454428e-23
89.999995,6.4087114377824116913168611199765421929037791479876302086374687495509848203378964106e-24
